utc_time;AUT;BEL;BGR;HRV;CZE;DNK;EST;FIN;FRA;DEU;GRC;HUN;IRL;ITA;LVA;LTU;LUX;NLD;NOR;POL;PRT;ROU;SVK;SVN;ESP;SWE;CHE;GBR;CYP;MLT
2015-01-13T19:00:00Z;0.101907;0.326478;0.161458;0.014105;0.570769;0.338809;0.354523;0.324055;0.467908;0.486276;0.328511;0.190017;0.464700;0.116785;0.703220;0.772875;0.525410;0.496538;0.715641;0.693706;0.155956;0.149371;0.106047;0.040561;0.250193;0.368626;0.696663;0.428094;0.316772;0.164791
2015-01-13T20:00:00Z;0.095552;0.375618;0.164538;0.019000;0.562830;0.398451;0.386548;0.373602;0.477273;0.492906;0.315187;0.158782;0.468023;0.123062;0.619224;0.743066;0.387985;0.472122;0.703313;0.670779;0.134389;0.140438;0.118363;0.037933;0.232453;0.366008;0.679705;0.454540;0.307060;0.208379
2015-01-13T21:00:00Z;0.090112;0.394244;0.131366;0.018615;0.564096;0.449581;0.337285;0.400465;0.483246;0.453510;0.272297;0.133758;0.451859;0.106086;0.573275;0.673040;0.408349;0.433739;0.698778;0.619014;0.097953;0.113762;0.104364;0.043732;0.225200;0.370582;0.671827;0.456223;0.292597;0.220266
2015-01-13T22:00:00Z;0.079458;0.436139;0.105303;0.016502;0.563320;0.492824;0.417462;0.430307;0.494979;0.425856;0.239037;0.122349;0.439952;0.101328;0.514668;0.605794;0.489722;0.415321;0.687368;0.562704;0.068890;0.096482;0.090578;0.044146;0.220497;0.383464;0.652607;0.455252;0.289437;0.217294
2015-01-13T23:00:00Z;0.070642;0.511421;0.082216;0.015275;0.568773;0.483984;0.521193;0.446468;0.506804;0.417391;0.215771;0.124947;0.454292;0.104054;0.432342;0.514775;0.692552;0.424472;0.673113;0.526086;0.051714;0.086019;0.077913;0.042926;0.220618;0.404655;0.635366;0.455710;0.301718;0.214322
2015-01-14T00:00:00Z;0.077608;0.494642;0.076444;0.025251;0.495476;0.420213;0.469549;0.471350;0.500442;0.367859;0.214502;0.162901;0.443560;0.125280;0.362751;0.401659;0.694862;0.371319;0.599455;0.387370;0.050609;0.083561;0.094506;0.067700;0.250805;0.385467;0.720144;0.481407;0.349702;0.277363
2015-01-14T01:00:00Z;0.087218;0.577726;0.070923;0.025849;0.448882;0.393126;0.492216;0.467284;0.553830;0.386391;0.193984;0.179843;0.480206;0.144994;0.322064;0.272442;0.788995;0.458439;0.625815;0.423851;0.039188;0.081734;0.093699;0.073627;0.223807;0.402184;0.652184;0.485988;0.397399;0.417240
2015-01-14T02:00:00Z;0.086692;0.586855;0.076027;0.028595;0.393228;0.397698;0.468054;0.446990;0.550755;0.389488;0.184415;0.163024;0.545327;0.153767;0.263496;0.215902;0.878237;0.542856;0.626173;0.441129;0.034651;0.069195;0.089800;0.077367;0.203163;0.415791;0.607606;0.469209;0.442185;0.385045
2015-01-14T03:00:00Z;0.084390;0.547465;0.070223;0.027530;0.488940;0.382817;0.439916;0.422286;0.514155;0.432627;0.168718;0.143889;0.621246;0.140035;0.238544;0.203735;0.892337;0.594995;0.599377;0.447521;0.038798;0.056457;0.083731;0.071211;0.174858;0.395162;0.546834;0.444756;0.449909;0.273318
2015-01-14T04:00:00Z;0.080416;0.522773;0.063211;0.026062;0.530473;0.372934;0.417246;0.397833;0.485358;0.467543;0.151608;0.135780;0.621968;0.133204;0.244855;0.196773;0.865446;0.608250;0.574948;0.451070;0.037598;0.045554;0.083731;0.066555;0.159129;0.380152;0.495499;0.425040;0.451317;0.212341
2015-01-14T05:00:00Z;0.068260;0.499491;0.055038;0.023573;0.546839;0.385026;0.391158;0.367384;0.484734;0.517319;0.141215;0.126103;0.577417;0.124417;0.270498;0.206087;0.753009;0.589437;0.558093;0.446293;0.030537;0.037780;0.067033;0.063218;0.151064;0.382152;0.457047;0.436910;0.500475;0.175688
2015-01-14T06:00:00Z;0.078135;0.608508;0.067198;0.026701;0.520057;0.355538;0.399942;0.370300;0.467256;0.546952;0.125272;0.152146;0.505362;0.122830;0.372300;0.182605;0.557019;0.604319;0.586436;0.461447;0.049837;0.055657;0.077194;0.064873;0.169362;0.294572;0.578126;0.431577;0.767905;0.003198
2015-01-14T07:00:00Z;0.059905;0.622940;0.060628;0.021667;0.528236;0.389519;0.383821;0.351592;0.522858;0.603804;0.127253;0.115400;0.486905;0.124407;0.441553;0.224909;0.537367;0.547037;0.564087;0.479107;0.054820;0.050144;0.064492;0.065982;0.152756;0.299728;0.579305;0.491899;0.715822;0.047483
2015-01-14T08:00:00Z;0.036888;0.666667;0.062134;0.021662;0.544339;0.412250;0.350900;0.332493;0.556721;0.623917;0.110625;0.068619;0.428326;0.139736;0.433331;0.365254;0.721325;0.581829;0.513660;0.546229;0.055022;0.054556;0.030709;0.074858;0.160114;0.339997;0.529071;0.519471;0.621430;0.074891
2015-01-14T09:00:00Z;0.050685;0.669328;0.078915;0.026691;0.546906;0.443687;0.340300;0.317133;0.564717;0.640716;0.076747;0.066065;0.492017;0.161800;0.365116;0.382802;0.886167;0.609499;0.457076;0.641839;0.055147;0.058933;0.051531;0.093750;0.189986;0.367350;0.464528;0.539281;0.473472;0.072002
2015-01-14T10:00:00Z;0.066916;0.678997;0.093441;0.029672;0.545207;0.485498;0.348832;0.292009;0.573918;0.646189;0.051782;0.069745;0.662183;0.198331;0.297507;0.401641;0.926625;0.624362;0.421085;0.704054;0.058079;0.066717;0.069013;0.093020;0.220745;0.392790;0.474705;0.538737;0.376876;0.100895
2015-01-14T11:00:00Z;0.079376;0.670766;0.096824;0.032868;0.538051;0.515488;0.327319;0.265897;0.577089;0.620565;0.040662;0.079992;0.845058;0.227587;0.282967;0.419799;0.932076;0.635207;0.399588;0.697385;0.059690;0.069469;0.073036;0.071805;0.242272;0.403969;0.498544;0.527229;0.280218;0.151941
2015-01-14T12:00:00Z;0.083877;0.439803;0.058288;0.037916;0.513805;0.423764;0.290520;0.285986;0.516469;0.514385;0.045058;0.096361;0.884232;0.220707;0.265822;0.307898;0.894584;0.529909;0.454342;0.665312;0.075106;0.041947;0.046254;0.071805;0.244442;0.360025;0.501020;0.536219;0.229857;0.228191
2015-01-14T13:00:00Z;0.090846;0.357007;0.057784;0.024344;0.420117;0.386225;0.279671;0.273243;0.480246;0.458523;0.040246;0.112396;0.901236;0.225365;0.273481;0.274427;0.820640;0.405523;0.436616;0.608529;0.092664;0.052434;0.061364;0.074242;0.242854;0.342283;0.617440;0.534725;0.155576;0.328601
2015-01-14T14:00:00Z;0.069794;0.352527;0.060729;0.021868;0.324006;0.353647;0.232628;0.272490;0.390041;0.416663;0.035004;0.078868;0.890026;0.160404;0.230681;0.443338;0.690414;0.379866;0.436517;0.518176;0.128594;0.066001;0.046768;0.055936;0.240569;0.335155;0.673534;0.503384;0.100529;0.386833
2015-01-14T15:00:00Z;0.054673;0.294753;0.070683;0.014093;0.412759;0.357899;0.184886;0.266264;0.346128;0.417962;0.029258;0.026442;0.882339;0.141472;0.254589;0.605529;0.596261;0.336009;0.426535;0.436334;0.143450;0.076868;0.037265;0.051604;0.219834;0.342167;0.607564;0.460501;0.079577;0.332646
2015-01-14T16:00:00Z;0.073685;0.317953;0.080468;0.013343;0.449250;0.367128;0.143836;0.256631;0.349544;0.439309;0.023417;0.034150;0.867754;0.145812;0.289521;0.725524;0.544301;0.324018;0.424813;0.383946;0.111571;0.080590;0.031848;0.049318;0.214378;0.354358;0.567064;0.524339;0.072320;0.368947
2015-01-14T17:00:00Z;0.099950;0.364924;0.094695;0.015408;0.485836;0.357150;0.114126;0.243441;0.375070;0.445777;0.018116;0.054663;0.861327;0.145160;0.316409;0.722943;0.495894;0.343846;0.422981;0.354752;0.124457;0.081563;0.036401;0.048421;0.227369;0.369452;0.510285;0.597102;0.074162;0.458379
2015-01-14T18:00:00Z;0.128812;0.327808;0.157826;0.028589;0.561153;0.376487;0.113003;0.252958;0.386087;0.393170;0.036940;0.057171;0.855724;0.165967;0.417194;0.758235;0.398816;0.447210;0.440063;0.291620;0.160870;0.099534;0.020148;0.037566;0.268486;0.378330;0.356917;0.622289;0.100531;0.509914
2015-01-14T19:00:00Z;0.103426;0.349271;0.181883;0.020683;0.552348;0.392746;0.127199;0.200203;0.460764;0.441567;0.037502;0.039896;0.871983;0.163347;0.426118;0.732842;0.306365;0.541253;0.434190;0.293095;0.154323;0.103703;0.012200;0.024636;0.273367;0.382858;0.307971;0.655660;0.099295;0.640348
2015-01-14T20:00:00Z;0.151610;0.480481;0.199414;0.011508;0.574726;0.408393;0.151820;0.166741;0.522634;0.454165;0.033233;0.063803;0.918294;0.161676;0.378113;0.653931;0.402936;0.582956;0.438400;0.292783;0.155249;0.110851;0.045224;0.018048;0.273551;0.399013;0.265018;0.628556;0.103579;0.696484
2015-01-14T21:00:00Z;0.262998;0.593037;0.189654;0.006512;0.595581;0.436560;0.163843;0.151397;0.569763;0.410427;0.037806;0.152677;0.945529;0.151971;0.366168;0.561477;0.681442;0.582269;0.434735;0.293730;0.170562;0.112917;0.077194;0.014092;0.278092;0.406465;0.265184;0.639071;0.108030;0.780688
2015-01-14T22:00:00Z;0.375688;0.665494;0.166853;0.005758;0.591017;0.456417;0.193181;0.140231;0.599383;0.390170;0.046537;0.270693;0.942493;0.144728;0.388326;0.479386;0.781219;0.633329;0.423931;0.304262;0.187685;0.119479;0.161857;0.010768;0.284493;0.416460;0.293870;0.631385;0.115052;0.826161
2015-01-14T23:00:00Z;0.435210;0.708350;0.133709;0.004937;0.544592;0.499054;0.236400;0.135000;0.614995;0.387634;0.056528;0.359029;0.922627;0.138684;0.409356;0.402027;0.822249;0.713771;0.435597;0.310542;0.204541;0.122189;0.263054;0.011026;0.295363;0.418052;0.339778;0.639018;0.117467;0.833178
2015-01-15T00:00:00Z;0.488819;0.697280;0.086841;0.006059;0.453614;0.539587;0.235126;0.148333;0.622394;0.357440;0.075836;0.363414;0.858350;0.147646;0.402891;0.338087;0.831182;0.773309;0.512639;0.329327;0.215186;0.086842;0.396857;0.025151;0.309677;0.353752;0.426065;0.640967;0.092324;0.899825
2015-01-15T01:00:00Z;0.445288;0.726745;0.090974;0.016422;0.340925;0.596668;0.253276;0.155094;0.619709;0.400119;0.080943;0.399092;0.831117;0.145395;0.338385;0.301625;0.851701;0.813999;0.488215;0.307598;0.268438;0.099044;0.414756;0.033746;0.324513;0.355912;0.440586;0.651897;0.074974;0.923752
2015-01-15T02:00:00Z;0.334010;0.743044;0.105656;0.025210;0.261899;0.666231;0.264634;0.172600;0.621148;0.449700;0.079684;0.407972;0.815164;0.138018;0.289618;0.250969;0.897724;0.825840;0.514073;0.273755;0.291885;0.115098;0.434206;0.034081;0.334029;0.371258;0.475857;0.649967;0.052196;0.930865
2015-01-15T03:00:00Z;0.127812;0.745695;0.125486;0.015535;0.195193;0.720327;0.288262;0.167740;0.631720;0.503564;0.077329;0.266622;0.803280;0.124993;0.277011;0.252546;0.911533;0.833992;0.527419;0.230566;0.334576;0.145804;0.165077;0.036142;0.336420;0.372430;0.475382;0.620368;0.060194;0.854229
2015-01-15T04:00:00Z;0.049999;0.741932;0.147264;0.020432;0.185478;0.762512;0.299424;0.163210;0.633160;0.562849;0.081570;0.165464;0.820951;0.112070;0.253643;0.247084;0.915903;0.839619;0.527950;0.211244;0.374750;0.177528;0.065122;0.034081;0.342775;0.388250;0.483935;0.570931;0.058512;0.709693
2015-01-15T05:00:00Z;0.023704;0.732697;0.155247;0.023479;0.216945;0.786677;0.301489;0.153246;0.638195;0.608780;0.086641;0.067102;0.828683;0.102892;0.208219;0.225692;0.921561;0.839625;0.506206;0.228720;0.415938;0.194698;0.025352;0.032117;0.349575;0.421411;0.506372;0.516050;0.057547;0.524774
2015-01-15T06:00:00Z;0.018732;0.746154;0.216850;0.017923;0.211088;0.795729;0.343542;0.153628;0.657305;0.616211;0.133658;0.033855;0.852125;0.105778;0.206190;0.222086;0.927944;0.818569;0.418351;0.283314;0.508662;0.218546;0.009292;0.053970;0.376055;0.436624;0.542259;0.547028;0.080195;0.395777
2015-01-15T07:00:00Z;0.056826;0.736914;0.284145;0.013840;0.300496;0.809585;0.307353;0.147608;0.659868;0.666361;0.124506;0.091686;0.843829;0.096663;0.132542;0.204508;0.929773;0.818516;0.424314;0.345268;0.509214;0.323956;0.012015;0.034757;0.396724;0.515164;0.545469;0.544024;0.085546;0.277363
2015-01-15T08:00:00Z;0.142356;0.726366;0.417825;0.015900;0.370707;0.816657;0.264406;0.151057;0.668364;0.707184;0.098027;0.147102;0.839944;0.085452;0.128918;0.218436;0.931508;0.826420;0.561229;0.421854;0.520387;0.310564;0.041816;0.013302;0.407845;0.570621;0.534701;0.529794;0.040240;0.190547
2015-01-15T09:00:00Z;0.267136;0.732784;0.545975;0.011166;0.451844;0.818150;0.252000;0.165311;0.675276;0.719663;0.091971;0.172730;0.878767;0.095471;0.149169;0.229171;0.933739;0.843225;0.561582;0.506821;0.555520;0.296764;0.057168;0.022164;0.452356;0.610292;0.525558;0.517155;0.023632;0.155875
2015-01-15T10:00:00Z;0.371754;0.735403;0.625927;0.012610;0.535822;0.816155;0.251978;0.175469;0.677550;0.725938;0.094826;0.221053;0.912629;0.122590;0.186299;0.263395;0.935544;0.829706;0.580711;0.576379;0.627303;0.282619;0.084479;0.037933;0.497746;0.656726;0.505478;0.502332;0.017827;0.112453
2015-01-15T11:00:00Z;0.421725;0.735069;0.612279;0.016576;0.567908;0.793291;0.273026;0.197049;0.670871;0.726778;0.087836;0.269510;0.917772;0.168373;0.243431;0.298710;0.934877;0.784415;0.582933;0.628978;0.688839;0.260670;0.110375;0.045399;0.502704;0.695750;0.499482;0.498863;0.010644;0.072965
2015-01-15T12:00:00Z;0.386982;0.739624;0.412650;0.031378;0.516308;0.726970;0.269348;0.226817;0.646408;0.690246;0.100166;0.335326;0.895242;0.200347;0.280438;0.296782;0.932894;0.676634;0.530529;0.606478;0.701915;0.194630;0.131432;0.036495;0.491711;0.711344;0.505190;0.533815;0.036320;0.001822
2015-01-15T13:00:00Z;0.336782;0.734047;0.380714;0.022952;0.478248;0.658966;0.283557;0.241395;0.624596;0.695479;0.088305;0.372695;0.897964;0.190731;0.375255;0.368665;0.925430;0.607093;0.512870;0.645486;0.763695;0.153522;0.152395;0.055936;0.493961;0.736025;0.488246;0.586594;0.014382;0.004573
2015-01-15T14:00:00Z;0.323201;0.735480;0.466721;0.025417;0.419954;0.619628;0.309811;0.256356;0.597724;0.682974;0.076328;0.376417;0.911364;0.122548;0.508237;0.444207;0.913246;0.574393;0.567149;0.677388;0.730187;0.173274;0.173821;0.068272;0.474600;0.752646;0.518871;0.628857;0.015629;0.067159
2015-01-15T15:00:00Z;0.279616;0.736816;0.434561;0.036410;0.430006;0.559766;0.360106;0.283682;0.545896;0.664836;0.052335;0.347853;0.886550;0.099304;0.572614;0.539821;0.901137;0.629563;0.578242;0.705444;0.621079;0.160194;0.153428;0.060541;0.444471;0.768654;0.557726;0.613015;0.007691;0.101859
2015-01-15T16:00:00Z;0.274503;0.714175;0.420739;0.053600;0.440022;0.529546;0.438138;0.324939;0.498504;0.645684;0.045797;0.342261;0.741540;0.094404;0.620690;0.609627;0.899687;0.695842;0.593311;0.725802;0.593503;0.167400;0.167250;0.064873;0.413062;0.772484;0.587803;0.608863;0.001017;0.116305
2015-01-15T17:00:00Z;0.267208;0.668977;0.378730;0.069646;0.445829;0.527658;0.509798;0.374453;0.460161;0.639635;0.047707;0.342240;0.583345;0.094477;0.655466;0.657775;0.897042;0.739463;0.593082;0.733944;0.617497;0.177964;0.189636;0.070024;0.423614;0.759702;0.596126;0.624187;0.000108;0.107637
2015-01-15T18:00:00Z;0.316790;0.556635;0.351023;0.055312;0.444455;0.590414;0.634837;0.413905;0.445726;0.601237;0.058320;0.449336;0.645274;0.083778;0.742226;0.731515;0.886032;0.759256;0.586743;0.725581;0.632941;0.193490;0.261732;0.067700;0.432029;0.690416;0.595783;0.655172;0.000000;0.052781
2015-01-15T19:00:00Z;0.376818;0.591325;0.325447;0.069989;0.448533;0.620987;0.652168;0.439573;0.411729;0.641990;0.069522;0.466117;0.549183;0.100756;0.744637;0.769305;0.891669;0.756890;0.569103;0.743397;0.460448;0.200205;0.374621;0.065982;0.449517;0.658061;0.604665;0.669641;0.000000;0.065645
2015-01-15T20:00:00Z;0.378631;0.535895;0.297630;0.084015;0.437244;0.686896;0.671908;0.469676;0.356218;0.648996;0.076843;0.469260;0.503881;0.116328;0.753001;0.808381;0.817346;0.758729;0.543235;0.755012;0.304252;0.182771;0.449171;0.081248;0.460651;0.624091;0.602320;0.670561;0.000000;0.085486
2015-01-15T21:00:00Z;0.377631;0.525752;0.302811;0.084942;0.444106;0.716757;0.694984;0.519004;0.315540;0.624232;0.076398;0.453540;0.487730;0.113395;0.743317;0.825486;0.711449;0.743622;0.553201;0.753387;0.317586;0.177788;0.426722;0.093750;0.450078;0.610321;0.578391;0.671246;0.000000;0.067915
2015-01-15T22:00:00Z;0.372846;0.511477;0.303355;0.086378;0.442762;0.737644;0.712899;0.579198;0.279660;0.591380;0.077513;0.440667;0.449320;0.112182;0.744452;0.834920;0.626511;0.733434;0.557757;0.749742;0.338951;0.167581;0.425225;0.115035;0.451934;0.609122;0.547072;0.655996;0.000356;0.046727
2015-01-15T23:00:00Z;0.373699;0.476313;0.304674;0.084396;0.435619;0.722181;0.729555;0.634121;0.240041;0.559931;0.079121;0.451532;0.404953;0.113165;0.745601;0.828630;0.574701;0.721546;0.552011;0.743818;0.390614;0.160458;0.425225;0.131911;0.454247;0.628313;0.507481;0.631253;0.001422;0.027051
2015-01-16T00:00:00Z;0.386757;0.446137;0.389689;0.093407;0.408796;0.765368;0.734374;0.680013;0.213240;0.502444;0.096981;0.523307;0.332165;0.152268;0.740567;0.812329;0.534507;0.763988;0.537998;0.686228;0.495652;0.183118;0.398345;0.172736;0.416534;0.577024;0.484938;0.615852;0.000181;0.003473
2015-01-16T01:00:00Z;0.390282;0.385387;0.361058;0.096177;0.373014;0.768360;0.737341;0.760157;0.190057;0.482655;0.086718;0.549600;0.276733;0.161208;0.741692;0.790135;0.398366;0.749275;0.514809;0.687509;0.560044;0.163499;0.392393;0.179482;0.403278;0.615351;0.471321;0.592010;0.000347;0.005261
2015-01-16T02:00:00Z;0.374939;0.344739;0.293876;0.100347;0.356084;0.767342;0.737371;0.811271;0.176944;0.463315;0.085849;0.543246;0.197148;0.156298;0.745316;0.768202;0.258043;0.695432;0.490101;0.662261;0.557099;0.125632;0.336669;0.199480;0.392314;0.644543;0.462596;0.551365;0.000000;0.000000
2015-01-16T03:00:00Z;0.291919;0.320795;0.213861;0.095675;0.355215;0.782541;0.734695;0.806164;0.170430;0.429694;0.083414;0.495683;0.216526;0.140766;0.760892;0.753497;0.165008;0.613398;0.485454;0.629069;0.417477;0.111806;0.302599;0.179482;0.345400;0.679238;0.463128;0.453365;0.000362;0.000000
2015-01-16T04:00:00Z;0.252655;0.296938;0.144914;0.095124;0.349591;0.801910;0.732291;0.773795;0.167971;0.398503;0.079633;0.476821;0.267100;0.127402;0.771670;0.734722;0.134393;0.537421;0.488961;0.591260;0.328374;0.104487;0.291501;0.150393;0.332250;0.713445;0.462327;0.354491;0.000847;0.000000
2015-01-16T05:00:00Z;0.222145;0.262172;0.094973;0.089689;0.312807;0.813932;0.730592;0.705007;0.161066;0.369510;0.076647;0.487125;0.353051;0.122240;0.775832;0.722016;0.114182;0.481750;0.504885;0.564444;0.276321;0.109270;0.299820;0.132838;0.335033;0.745619;0.453582;0.288268;0.000874;0.024781
2015-01-16T06:00:00Z;0.199661;0.224679;0.076844;0.093320;0.261032;0.796718;0.738656;0.628069;0.150864;0.333796;0.073159;0.506594;0.410641;0.126800;0.771532;0.664506;0.150953;0.521968;0.476934;0.499440;0.274769;0.105963;0.315249;0.187551;0.370679;0.662763;0.398273;0.312746;0.000482;0.081633
2015-01-16T07:00:00Z;0.174108;0.146856;0.060102;0.089945;0.247023;0.799695;0.734550;0.555744;0.140026;0.348420;0.084701;0.564177;0.360974;0.137201;0.751680;0.626164;0.111383;0.465619;0.467918;0.515179;0.254687;0.093737;0.487891;0.148378;0.366987;0.692328;0.400178;0.324399;0.000656;0.331298
2015-01-16T08:00:00Z;0.171301;0.109254;0.031015;0.102999;0.238988;0.797463;0.716147;0.507163;0.141385;0.339270;0.095008;0.589002;0.283957;0.152728;0.740734;0.629850;0.077930;0.454233;0.477546;0.505752;0.239898;0.073590;0.590134;0.159731;0.433358;0.716085;0.376221;0.333634;0.000476;0.533029
2015-01-16T09:00:00Z;0.179845;0.099507;0.020483;0.127634;0.215664;0.789393;0.694367;0.510589;0.147451;0.311383;0.097560;0.608853;0.204743;0.170002;0.742332;0.592577;0.114014;0.459079;0.436549;0.497136;0.295776;0.052206;0.591469;0.194652;0.488593;0.740295;0.361049;0.352400;0.000678;0.476266
2015-01-16T10:00:00Z;0.159508;0.103843;0.016911;0.148591;0.205009;0.774492;0.674002;0.507071;0.158326;0.284246;0.105519;0.596894;0.196418;0.179495;0.740230;0.554722;0.107753;0.465639;0.410534;0.469485;0.343562;0.041544;0.583413;0.220755;0.531091;0.757578;0.357689;0.386522;0.001956;0.259834
2015-01-16T11:00:00Z;0.125756;0.092036;0.017442;0.163458;0.213647;0.747326;0.661848;0.498057;0.167801;0.243252;0.113633;0.549410;0.219581;0.174206;0.733861;0.515478;0.065557;0.440798;0.386939;0.419308;0.350232;0.035381;0.537438;0.240560;0.566654;0.767974;0.364219;0.410124;0.006240;0.057321
2015-01-16T12:00:00Z;0.063727;0.173021;0.015290;0.160516;0.197133;0.683472;0.655949;0.515960;0.173585;0.188824;0.118178;0.342573;0.302610;0.197650;0.708714;0.467419;0.123632;0.349155;0.339658;0.312172;0.323742;0.038106;0.351161;0.157626;0.574169;0.719731;0.325919;0.393132;0.008772;0.139420
2015-01-16T13:00:00Z;0.069378;0.158859;0.020029;0.147369;0.166995;0.601990;0.642963;0.515031;0.162268;0.160139;0.098525;0.284558;0.289487;0.187210;0.693677;0.447605;0.134956;0.298817;0.344624;0.236002;0.299511;0.059204;0.329492;0.115884;0.593830;0.719517;0.294117;0.395371;0.002392;0.176678
2015-01-16T14:00:00Z;0.084391;0.102255;0.040274;0.157536;0.123737;0.581559;0.642520;0.517326;0.133730;0.136179;0.080886;0.340223;0.246265;0.158181;0.650431;0.450846;0.055593;0.212024;0.335866;0.210175;0.270763;0.108784;0.264392;0.070024;0.593164;0.718411;0.308009;0.371449;0.001154;0.259834
2015-01-16T15:00:00Z;0.123255;0.100920;0.044673;0.168311;0.137978;0.502921;0.637117;0.517334;0.117649;0.114028;0.083476;0.384417;0.194091;0.138337;0.605710;0.448619;0.038750;0.175778;0.329761;0.192233;0.246651;0.160854;0.255142;0.074242;0.525119;0.729502;0.303444;0.323036;0.000776;0.274666
2015-01-16T16:00:00Z;0.200836;0.111396;0.051514;0.187931;0.154916;0.420190;0.622907;0.518750;0.121373;0.095827;0.086911;0.438884;0.190958;0.150994;0.574328;0.444200;0.038887;0.156867;0.318938;0.173776;0.185522;0.197939;0.281901;0.110034;0.407815;0.728021;0.301418;0.305770;0.000601;0.266576
2015-01-16T17:00:00Z;0.306056;0.134526;0.056382;0.213113;0.170059;0.352257;0.612289;0.504536;0.127928;0.079152;0.090390;0.518471;0.212640;0.170276;0.574771;0.424025;0.055743;0.140663;0.299326;0.155695;0.172608;0.223601;0.346792;0.156573;0.379612;0.717136;0.285005;0.301793;0.000521;0.230173
2015-01-16T18:00:00Z;0.204455;0.130208;0.051145;0.266079;0.146030;0.383452;0.652923;0.507656;0.130637;0.087084;0.094774;0.427759;0.290881;0.166950;0.631196;0.308487;0.128483;0.155088;0.284486;0.149481;0.124019;0.226449;0.386456;0.145375;0.367406;0.660299;0.308085;0.335190;0.018346;0.012673
2015-01-16T19:00:00Z;0.247627;0.130131;0.050645;0.275368;0.176629;0.371101;0.657503;0.521327;0.127155;0.090180;0.088164;0.474370;0.322691;0.187075;0.618348;0.238223;0.202669;0.125912;0.299974;0.137947;0.118274;0.240485;0.462618;0.172736;0.374390;0.653218;0.251514;0.347160;0.018997;0.039916
2015-01-16T20:00:00Z;0.289221;0.121346;0.061176;0.323526;0.208489;0.374367;0.655933;0.537183;0.134623;0.082872;0.070217;0.510852;0.338585;0.200301;0.554089;0.141344;0.132538;0.099461;0.317905;0.138660;0.098536;0.238012;0.452162;0.188732;0.371345;0.653380;0.229471;0.345473;0.021872;0.088375
2015-01-16T21:00:00Z;0.314110;0.095348;0.067997;0.362935;0.232144;0.379235;0.641443;0.541588;0.126047;0.073451;0.055500;0.538724;0.375265;0.202202;0.438261;0.120265;0.103320;0.111168;0.349910;0.136677;0.088560;0.245895;0.413261;0.235186;0.347184;0.642247;0.231007;0.340331;0.037121;0.141346
2015-01-16T22:00:00Z;0.365897;0.083431;0.076872;0.385390;0.244965;0.378982;0.626554;0.546518;0.122664;0.075263;0.043469;0.574122;0.399561;0.209207;0.332568;0.120267;0.112236;0.130632;0.380769;0.135043;0.079678;0.255947;0.395369;0.287323;0.332483;0.626227;0.208954;0.337094;0.057294;0.182622
2015-01-16T23:00:00Z;0.403513;0.085700;0.084699;0.400026;0.249229;0.378388;0.599931;0.558011;0.119342;0.082610;0.034014;0.608772;0.402571;0.219129;0.257295;0.151170;0.144863;0.141490;0.410241;0.135172;0.073137;0.262223;0.416251;0.358896;0.316198;0.610440;0.164945;0.328763;0.081518;0.206397
2015-01-17T00:00:00Z;0.386365;0.091834;0.113030;0.438140;0.259969;0.304746;0.552577;0.587880;0.126443;0.118858;0.048156;0.590299;0.270063;0.232072;0.210135;0.127598;0.276189;0.162701;0.383707;0.124031;0.065760;0.325254;0.417747;0.468567;0.273703;0.544166;0.280212;0.345488;0.125458;0.203425
2015-01-17T01:00:00Z;0.441087;0.110536;0.125152;0.468721;0.262955;0.340589;0.434230;0.602976;0.128003;0.139074;0.041545;0.593405;0.277570;0.246653;0.193359;0.130941;0.355751;0.123355;0.405453;0.127241;0.062650;0.325349;0.440193;0.388516;0.295430;0.529746;0.256734;0.345275;0.152362;0.181631
2015-01-17T02:00:00Z;0.537045;0.086132;0.133982;0.500749;0.251320;0.364749;0.357727;0.594600;0.131539;0.137823;0.033865;0.633219;0.296603;0.265237;0.195964;0.097720;0.261322;0.115867;0.414753;0.121722;0.059160;0.313566;0.432709;0.395192;0.298300;0.523860;0.216882;0.319805;0.185676;0.172716
2015-01-17T03:00:00Z;0.641318;0.071332;0.131682;0.558056;0.242974;0.376232;0.363785;0.588650;0.127825;0.134365;0.028735;0.693881;0.298864;0.261438;0.174972;0.085663;0.177531;0.115593;0.436762;0.127622;0.059504;0.288493;0.431212;0.485881;0.278570;0.512029;0.195025;0.292452;0.173049;0.184603
2015-01-17T04:00:00Z;0.674224;0.060105;0.132482;0.599878;0.256231;0.393862;0.367914;0.582710;0.120977;0.134999;0.025782;0.723078;0.302944;0.259871;0.164364;0.084214;0.100332;0.119435;0.454514;0.141978;0.060963;0.280528;0.468587;0.504956;0.261225;0.504510;0.176210;0.275109;0.185465;0.199463
2015-01-17T05:00:00Z;0.622338;0.057280;0.137099;0.646611;0.241414;0.411783;0.368534;0.578925;0.110243;0.134697;0.023440;0.729846;0.300140;0.254830;0.149914;0.088651;0.042520;0.126725;0.469976;0.164137;0.064548;0.282114;0.453657;0.496285;0.243039;0.494772;0.168233;0.261786;0.236378;0.224229
2015-01-17T06:00:00Z;0.396115;0.056017;0.171406;0.747386;0.186898;0.469272;0.477608;0.596178;0.101823;0.123380;0.020520;0.645580;0.250941;0.277382;0.163041;0.067112;0.023791;0.160821;0.444584;0.176062;0.060703;0.321494;0.329492;0.415411;0.257436;0.487019;0.167269;0.265762;0.337301;0.304330
