nm top,QE top,nm middle,QE middle,nm bottom,QE bottom
460.73,0.76577,632.59,0.10677,925.56,0.83129
460.99,0.76624,632.84,0.10785,925.81,0.83166
461.25,0.76671,633.1,0.10898,926.05,0.83201
461.51,0.76718,633.36,0.11012,926.3,0.83238
461.77,0.76765,633.61,0.1112,926.54,0.83274
462.03,0.76812,633.87,0.11233,926.79,0.8331
462.29,0.76859,634.12,0.11342,927.03,0.83346
462.56,0.76908,634.38,0.11455,927.27,0.83381
462.82,0.76956,634.64,0.11568,927.52,0.83418
463.08,0.77003,634.89,0.11677,927.76,0.83453
463.34,0.7705,635.15,0.1179,928.01,0.8349
463.6,0.77097,635.4,0.11899,928.25,0.83526
463.86,0.77144,635.66,0.12012,928.5,0.83562
464.13,0.77193,635.91,0.12121,928.74,0.83598
464.39,0.7724,636.17,0.12234,928.99,0.83635
464.65,0.77287,636.43,0.12347,929.23,0.8367
464.91,0.77334,636.68,0.12456,929.48,0.83707
465.17,0.77382,636.94,0.12569,929.72,0.83742
465.43,0.77429,637.19,0.12678,929.96,0.83778
465.7,0.77478,637.45,0.12791,930.21,0.83814
465.96,0.77525,637.71,0.12904,930.45,0.8385
466.22,0.77572,637.96,0.13013,930.7,0.83887
466.48,0.77619,638.22,0.13126,930.94,0.83922
466.74,0.77666,638.47,0.13234,931.19,0.83959
467,0.77713,638.73,0.13348,931.43,0.83994
467.26,0.7776,638.98,0.13456,931.68,0.84031
467.53,0.77809,639.24,0.13569,931.92,0.84066
467.79,0.77856,639.5,0.13687,932.16,0.84102
468.05,0.77904,639.75,0.13827,932.41,0.84139
468.31,0.77951,640.01,0.13972,932.65,0.84174
468.57,0.77998,640.26,0.14112,932.9,0.84211
468.83,0.78054,640.52,0.14257,933.14,0.84246
469.09,0.7811,640.77,0.14397,933.39,0.84283
469.36,0.78169,641.03,0.14543,933.63,0.84318
469.62,0.78226,641.28,0.14683,933.87,0.84354
469.88,0.78282,641.54,0.14828,934.12,0.84391
470.14,0.78339,641.8,0.14973,934.36,0.84426
470.4,0.78395,642.05,0.15113,934.61,0.84463
470.66,0.78452,642.31,0.15259,934.85,0.84498
470.92,0.78508,642.56,0.15398,935.1,0.84535
471.19,0.78567,642.82,0.15544,935.34,0.8457
471.45,0.78624,643.07,0.15684,935.58,0.84606
471.71,0.7868,643.33,0.15829,935.83,0.84643
471.97,0.78737,643.58,0.15969,936.07,0.84678
472.23,0.78793,643.84,0.16114,936.32,0.84715
472.49,0.7885,644.1,0.1626,936.56,0.8475
472.75,0.78906,644.35,0.164,936.81,0.84787
473.01,0.78963,644.61,0.16545,937.05,0.84822
473.28,0.79022,644.86,0.16685,937.29,0.84858
473.54,0.79078,645.12,0.1683,937.54,0.84895
473.8,0.79135,645.37,0.1697,937.78,0.8493
474.06,0.79191,645.63,0.17115,938.03,0.84967
474.32,0.79248,645.88,0.17255,938.27,0.85002
474.58,0.79304,646.14,0.17401,938.51,0.85038
474.84,0.79361,646.39,0.1754,938.76,0.85074
475.1,0.79418,646.65,0.17686,939,0.8511
475.37,0.79476,646.91,0.17831,939.25,0.85147
475.63,0.79533,647.16,0.17971,939.49,0.85182
475.89,0.79589,647.42,0.18117,939.74,0.85219
476.15,0.79646,647.67,0.18256,939.98,0.85254
476.41,0.79703,647.93,0.18402,940.22,0.8529
476.67,0.79759,648.18,0.18542,940.47,0.85326
476.93,0.79816,648.44,0.18687,940.71,0.85352
477.19,0.79872,648.69,0.18827,940.96,0.85374
477.45,0.79929,648.95,0.18972,941.2,0.85395
477.72,0.79987,649.2,0.19112,941.44,0.85415
477.98,0.80044,649.46,0.19257,941.69,0.85437
478.24,0.80101,649.71,0.19397,941.93,0.85458
478.5,0.80157,649.97,0.19543,942.18,0.85479
478.76,0.80214,650.23,0.19698,942.42,0.855
479.02,0.8027,650.48,0.19902,942.66,0.85521
479.28,0.80327,650.74,0.20114,942.91,0.85542
479.54,0.80383,650.99,0.20318,943.15,0.85563
479.8,0.8044,651.25,0.2053,943.39,0.85584
480.07,0.80499,651.5,0.20734,943.64,0.85606
480.33,0.80555,651.76,0.20946,943.88,0.85626
480.59,0.80612,652.01,0.2115,944.13,0.85648
480.85,0.80669,652.27,0.21362,944.37,0.85669
481.11,0.80736,652.52,0.21566,944.61,0.85689
481.37,0.80804,652.78,0.21778,944.86,0.85711
481.63,0.80872,653.03,0.21982,945.1,0.85732
481.89,0.8094,653.29,0.22194,945.35,0.85753
482.15,0.81008,653.54,0.22398,945.59,0.85774
482.41,0.81076,653.8,0.2261,945.83,0.85795
482.68,0.81146,654.05,0.22814,946.08,0.85816
482.94,0.81214,654.31,0.23026,946.32,0.85837
483.2,0.81282,654.56,0.2323,946.56,0.85858
483.46,0.8135,654.82,0.23442,946.81,0.8588
483.72,0.81418,655.07,0.23646,947.05,0.859
483.98,0.81485,655.33,0.23858,947.3,0.85922
484.24,0.81553,655.58,0.24062,947.54,0.85943
484.5,0.81621,655.84,0.24274,947.78,0.85963
484.76,0.81689,656.09,0.24478,948.03,0.85985
485.02,0.81757,656.35,0.2469,948.27,0.86006
485.29,0.81827,656.6,0.24894,948.51,0.86027
485.55,0.81895,656.86,0.25106,948.76,0.86048
485.81,0.81963,657.11,0.25309,949,0.86069
486.07,0.82031,657.37,0.25522,949.25,0.86091
486.33,0.82099,657.62,0.25725,949.49,0.86111
486.59,0.82167,657.88,0.25938,949.73,0.86132
486.85,0.82235,658.13,0.26141,949.98,0.86154
487.11,0.82302,658.39,0.26353,950.22,0.86174
487.37,0.8237,658.64,0.26557,950.46,0.86195
487.63,0.82438,658.9,0.26769,950.71,0.86217
487.89,0.82506,659.15,0.26973,950.95,0.86238
488.15,0.82574,659.41,0.27229,951.19,0.86258
488.42,0.82644,659.66,0.27909,951.44,0.8628
488.68,0.82699,659.92,0.28616,951.68,0.86301
488.94,0.82748,660.17,0.29295,951.93,0.86322
489.2,0.82796,660.43,0.30002,952.17,0.86343
489.46,0.82845,660.68,0.30682,952.41,0.86364
489.72,0.82893,660.94,0.31389,952.66,0.86385
489.98,0.82942,661.19,0.32069,952.9,0.86406
490.24,0.8299,661.45,0.32775,953.14,0.86427
490.5,0.83038,661.7,0.33455,953.39,0.86448
490.76,0.83087,661.96,0.34162,953.63,0.86469
491.02,0.83135,662.21,0.34842,953.87,0.8649
491.28,0.83184,662.47,0.35549,954.12,0.86512
491.54,0.83232,662.72,0.36228,954.36,0.86532
491.8,0.83281,662.98,0.36935,954.6,0.86553
492.07,0.83331,663.23,0.37615,954.85,0.86575
492.33,0.8338,663.49,0.38322,955.09,0.86595
492.59,0.83428,663.74,0.39001,955.33,0.86616
492.85,0.83477,664,0.39708,955.58,0.86638
493.11,0.83525,664.25,0.40388,955.82,0.86659
493.37,0.83574,664.51,0.41095,956.06,0.86679
493.63,0.83622,664.76,0.41775,956.31,0.86701
493.89,0.8367,665.02,0.42481,956.55,0.86722
494.15,0.83719,665.27,0.43161,956.79,0.86742
494.41,0.83767,665.53,0.43868,957.04,0.86764
494.67,0.83816,665.78,0.44548,957.28,0.86785
494.93,0.83864,666.04,0.45255,957.52,0.86806
495.19,0.83913,666.29,0.45934,957.77,0.86827
495.45,0.83961,666.55,0.46641,958.01,0.86848
495.71,0.8401,666.8,0.47321,958.25,0.86869
495.97,0.84058,667.05,0.48,958.5,0.8689
496.23,0.84107,667.31,0.48707,958.74,0.86911
496.5,0.84157,667.56,0.49387,958.98,0.86932
496.76,0.84205,667.82,0.50094,959.23,0.86915
497.02,0.84254,668.07,0.50774,959.47,0.86899
497.28,0.84302,668.33,0.5148,959.71,0.86882
497.54,0.84351,668.58,0.5216,959.96,0.86865
497.8,0.84399,668.84,0.52811,960.2,0.86849
498.06,0.84448,669.09,0.53436,960.44,0.86832
498.32,0.84496,669.35,0.54087,960.69,0.86815
498.58,0.84545,669.6,0.54712,960.93,0.86799
498.84,0.84593,669.86,0.55362,961.17,0.86782
499.1,0.84642,670.11,0.55988,961.42,0.86765
499.36,0.84683,670.36,0.56613,961.66,0.86748
499.62,0.84717,670.62,0.57263,961.9,0.86732
499.88,0.84751,670.87,0.57889,962.15,0.86715
500.14,0.84785,671.13,0.58539,962.39,0.86698
500.4,0.84819,671.38,0.59164,962.63,0.86682
500.66,0.84853,671.64,0.59814,962.87,0.86665
500.92,0.84887,671.89,0.6044,963.12,0.86648
501.18,0.84921,672.15,0.6109,963.36,0.86631
501.44,0.84955,672.4,0.61715,963.6,0.86615
501.7,0.84989,672.66,0.62366,963.85,0.86598
501.96,0.85022,672.91,0.62991,964.09,0.86581
502.22,0.85056,673.16,0.63616,964.33,0.86565
502.49,0.85092,673.42,0.64267,964.58,0.86548
502.75,0.85126,673.67,0.64892,964.82,0.86531
503.01,0.85159,673.93,0.65542,965.06,0.86515
503.27,0.85193,674.18,0.66168,965.3,0.86498
503.53,0.85227,674.44,0.66818,965.55,0.86481
503.79,0.85261,674.69,0.67443,965.79,0.86464
504.05,0.85295,674.95,0.68094,966.03,0.86448
504.31,0.85329,675.2,0.68719,966.28,0.86431
504.57,0.85363,675.45,0.69344,966.52,0.86414
504.83,0.85397,675.71,0.69995,966.76,0.86398
505.09,0.85431,675.96,0.7062,967.01,0.8638
505.35,0.85465,676.22,0.7127,967.25,0.86364
505.61,0.85499,676.47,0.71895,967.49,0.86347
505.87,0.85533,676.73,0.72546,967.73,0.86331
506.13,0.85567,676.98,0.73171,967.98,0.86314
506.39,0.85601,677.23,0.73796,968.22,0.86297
506.65,0.85634,677.49,0.74447,968.46,0.86281
506.91,0.85667,677.74,0.75072,968.71,0.86264
507.17,0.85674,678,0.75722,968.95,0.86247
507.43,0.85681,678.25,0.76348,969.19,0.86231
507.69,0.85688,678.51,0.76998,969.43,0.86214
507.95,0.85695,678.76,0.77623,969.68,0.86197
508.21,0.85702,679.01,0.78249,969.92,0.8618
508.47,0.85709,679.27,0.78899,970.16,0.86164
508.73,0.85717,679.52,0.79137,970.41,0.86147
508.99,0.85724,679.78,0.79306,970.65,0.8613
509.25,0.85731,680.03,0.7947,970.89,0.86114
509.51,0.85738,680.29,0.79639,971.13,0.86097
509.77,0.85745,680.54,0.79802,971.38,0.8608
510.03,0.85752,680.79,0.79965,971.62,0.86063
510.29,0.85759,681.05,0.80135,971.86,0.86047
510.55,0.85766,681.3,0.80298,972.1,0.8603
510.81,0.85773,681.56,0.80468,972.35,0.86013
511.07,0.8578,681.81,0.80631,972.59,0.85997
511.33,0.85787,682.07,0.80801,972.83,0.8598
511.59,0.85794,682.32,0.80964,973.07,0.85964
511.85,0.85801,682.57,0.81127,973.32,0.85947
512.11,0.85808,682.83,0.81297,973.56,0.8593
512.37,0.85815,683.08,0.8146,973.8,0.85914
512.63,0.85823,683.34,0.81629,974.05,0.85896
512.89,0.8583,683.59,0.81792,974.29,0.8588
513.15,0.85837,683.84,0.81956,974.53,0.85863
513.41,0.85844,684.1,0.82125,974.77,0.85847
513.67,0.85851,684.35,0.82288,975.02,0.8583
513.93,0.85858,684.61,0.82458,975.26,0.85813
514.19,0.85865,684.86,0.82621,975.5,0.85797
514.45,0.85872,685.11,0.82784,975.74,0.8578
514.71,0.85879,685.37,0.82954,975.99,0.85763
514.97,0.85886,685.62,0.83117,976.23,0.85746
515.23,0.85893,685.88,0.83287,976.47,0.8573
515.49,0.859,686.13,0.8345,976.71,0.85713
515.75,0.85907,686.38,0.83613,976.96,0.85696
516.01,0.85914,686.64,0.83783,977.2,0.8568
516.27,0.85922,686.89,0.83946,977.44,0.85663
516.53,0.85929,687.15,0.84115,977.68,0.85647
516.79,0.85936,687.4,0.84279,977.93,0.85629
517.05,0.85943,687.65,0.84442,978.17,0.85613
517.31,0.8595,687.91,0.84611,978.41,0.85596
517.57,0.85957,688.16,0.84774,979.79,0.85555
517.83,0.85964,688.42,0.84944,981.17,0.856
518.09,0.85971,688.67,0.85036,985.12,0.85728
518.35,0.85978,688.92,0.8509,989.07,0.85856
518.61,0.85985,689.18,0.85147,993.01,0.85984
518.87,0.85992,689.43,0.85201,996.95,0.86111
519.13,0.85999,689.69,0.85258,1000.89,0.85696
519.39,0.86,689.94,0.85312,1004.83,0.85154
519.65,0.86,690.19,0.85366,1008.76,0.84614
519.91,0.86,690.45,0.85423,1012.69,0.84073
520.17,0.86,690.7,0.85477,1016.61,0.83534
520.43,0.86,690.95,0.85532,1020.53,0.82886
520.69,0.86,691.21,0.85588,1024.45,0.8218
520.95,0.86,691.46,0.85643,1028.37,0.81474
521.21,0.86,691.72,0.85699,1032.28,0.8077
521.47,0.86,691.97,0.85753,1036.19,0.80065
521.73,0.86,692.22,0.85808,1040.09,0.79363
521.99,0.86,692.48,0.85864,1044,0.79977
522.25,0.86,692.73,0.85919,1047.89,0.80588
522.5,0.86,692.98,0.85973,1051.79,0.81201
522.76,0.86,693.24,0.8603,1055.68,0.81813
523.02,0.86,693.49,0.86084,1059.57,0.82424
523.28,0.86,693.75,0.86141,1063.45,0.83116
523.54,0.86,694,0.86195,1067.34,0.8383
523.8,0.86,694.25,0.86249,1071.21,0.84541
524.06,0.86,694.51,0.86306,1075.09,0.85254
524.32,0.86,694.76,0.8636,1078.96,0.85946
524.58,0.86,695.01,0.86415,1082.83,0.86197
524.84,0.86,695.27,0.86471,1086.69,0.86448
525.1,0.86,695.52,0.86526,1090.55,0.86698
525.36,0.86,695.78,0.86582,1094.41,0.86948
525.62,0.86,696.03,0.86637,1098.27,0.86964
525.88,0.86,696.28,0.86691,1102.12,0.8634
526.14,0.86,696.54,0.86747,1105.97,0.85716
526.4,0.86,696.79,0.86802,1109.81,0.85093
526.66,0.86,697.04,0.86856,1113.65,0.84471
526.92,0.86,697.3,0.86913,1117.49,0.83848
527.18,0.86,697.55,0.86967,1121.33,0.83352
527.44,0.86,697.8,0.87022,1125.16,0.82976
527.7,0.86,698.06,0.87078,1128.99,0.82599
527.96,0.86,698.31,0.87132,1132.81,0.82224
528.22,0.86,698.57,0.87189,1136.63,0.81849
528.48,0.85996,698.82,0.87243,1140.45,0.81683
528.73,0.85988,699.07,0.87298,1144.26,0.82281
528.99,0.8598,699.33,0.87325,1148.08,0.82882
529.25,0.85972,699.58,0.87302,1151.88,0.83479
529.51,0.85964,699.83,0.87279,1155.69,0.84078
529.77,0.85956,700.09,0.87256,1159.49,0.84675
530.03,0.85948,700.34,0.87233,1163.29,0.83346
530.29,0.8594,700.59,0.8721,1167.08,0.81782
530.55,0.85932,700.85,0.87187,1170.87,0.80218
530.81,0.85924,701.1,0.87164,1174.66,0.78654
531.07,0.85916,701.35,0.87142,1178.45,0.7709
531.33,0.85907,701.61,0.87118,1182.23,0.77199
531.59,0.85899,701.86,0.87095,1186,0.78717
531.85,0.85891,702.11,0.87073,1189.78,0.8024
532.11,0.85883,702.37,0.87049,1193.55,0.81758
532.37,0.85875,702.62,0.87026,1197.32,0.83277
532.63,0.85867,702.87,0.87004,1201.08,0.84301
532.88,0.85859,703.13,0.8698,1204.84,0.82838
533.14,0.85851,703.38,0.86958,1208.6,0.81375
533.4,0.85843,703.63,0.86935,1212.35,0.79916
533.66,0.85835,703.89,0.86911,1216.11,0.78454
533.92,0.85827,704.14,0.86889,1219.85,0.77587
534.18,0.85819,704.39,0.86866,1223.6,0.78434
534.44,0.85811,704.65,0.86842,1227.34,0.79279
534.7,0.85803,704.9,0.8682,1231.08,0.80124
534.96,0.85795,705.15,0.86797,1234.81,0.80967
535.22,0.85787,705.41,0.86774,1238.54,0.8181
535.48,0.85779,705.66,0.86751,1242.27,0.81404
535.74,0.8577,705.91,0.86728,1245.99,0.80746
536,0.85762,706.17,0.86705,1249.71,0.80088
536.26,0.85754,706.42,0.86682,1253.43,0.79431
536.51,0.85747,706.67,0.86659,1257.15,0.78773
536.77,0.85738,706.93,0.86636,1260.86,0.78491
537.03,0.8573,707.18,0.86613,1264.56,0.78819
537.29,0.85722,707.43,0.86591,1268.27,0.79147
537.55,0.85714,707.69,0.86567,1271.97,0.79474
537.81,0.85706,707.94,0.86544,1275.67,0.79801
538.07,0.85698,708.19,0.86522,1279.36,0.80127
538.33,0.8569,708.45,0.865,1283.05,0.79735
538.59,0.85682,708.7,0.86496,1286.74,0.79263
538.85,0.85674,708.95,0.86492,1290.42,0.78793
539.11,0.85666,709.21,0.86488,1294.1,0.78323
539.37,0.85656,709.46,0.86484,1297.78,0.77853
539.62,0.85647,709.71,0.8648,1301.45,0.7784
539.88,0.85638,709.97,0.86476,1305.12,0.78525
540.14,0.85628,710.22,0.86472,1308.79,0.79211
540.4,0.85619,710.47,0.86468,1312.46,0.79896
540.66,0.85609,710.72,0.86464,1316.12,0.80579
540.92,0.856,710.98,0.8646,1319.77,0.8126
541.18,0.85591,711.23,0.86456,1323.43,0.80332
541.44,0.85581,711.48,0.86453,1327.08,0.79149
541.7,0.85572,711.74,0.86449,1330.72,0.77969
541.96,0.85562,711.99,0.86445,1334.37,0.76785
542.21,0.85553,712.24,0.86441,1338.01,0.75605
542.47,0.85544,712.5,0.86437,1341.65,0.75223
542.73,0.85534,712.75,0.86433,1345.28,0.76685
542.99,0.85525,713,0.86429,1348.91,0.78147
543.25,0.85516,713.26,0.86425,1352.54,0.79609
543.51,0.85506,713.51,0.86421,1356.16,0.81068
543.77,0.85497,713.76,0.86417,1359.78,0.82526
544.03,0.85487,714.01,0.86413,1363.4,0.81559
544.29,0.85478,714.27,0.86409,1367.01,0.79609
544.55,0.85468,714.52,0.86405,1370.62,0.77658
544.8,0.85459,714.77,0.86401,1374.23,0.75707
545.06,0.8545,715.03,0.86397,1377.83,0.73762
545.32,0.8544,715.28,0.86394,1381.43,0.73818
545.58,0.85431,715.53,0.8639,1385.03,0.75198
545.84,0.85422,715.78,0.86386,1388.62,0.76573
546.1,0.85412,716.04,0.86382,1392.21,0.77949
546.36,0.85403,716.29,0.86378,1395.8,0.79324
546.62,0.85393,716.54,0.86374,1399.38,0.80696
546.88,0.85384,716.8,0.8637,1402.96,0.7995
547.13,0.85375,717.05,0.86366,1406.54,0.79106
547.39,0.85365,717.3,0.86362,1410.11,0.78265
547.65,0.85356,717.55,0.86358,1413.68,0.77423
547.91,0.85347,717.81,0.86354,1417.25,0.76581
548.17,0.85337,718.06,0.8635,1420.81,0.7582
548.43,0.8533,718.31,0.86346,1424.37,0.7526
548.69,0.85324,718.57,0.86342,1427.93,0.74701
548.95,0.85319,718.82,0.86339,1431.48,0.74143
549.21,0.85313,719.07,0.86335,1435.03,0.73585
549.46,0.85308,719.32,0.86348,1438.58,0.73027
549.72,0.85302,719.58,0.86372,1442.12,0.73387
549.98,0.85296,719.83,0.86394,1445.66,0.7443
550.24,0.85291,720.08,0.86417,1449.2,0.75473
550.5,0.85285,720.34,0.86441,1452.73,0.76514
550.76,0.85279,720.59,0.86463,1456.26,0.77554
551.02,0.85274,720.84,0.86486,1459.79,0.78594
551.28,0.85268,721.09,0.86509,1463.31,0.7758
551.53,0.85263,721.35,0.86532,1466.83,0.76162
551.79,0.85257,721.6,0.86555,1470.35,0.74745
552.05,0.85251,721.85,0.86577,1473.86,0.73331
552.31,0.85246,722.1,0.866,1477.37,0.71917
552.57,0.8524,722.36,0.86624,1480.88,0.70631
552.83,0.85234,722.61,0.86646,1484.38,0.71122
553.09,0.85229,722.86,0.86669,1487.88,0.71614
553.34,0.85223,723.12,0.86692,1491.38,0.72106
553.6,0.85218,723.37,0.86715,1494.87,0.72596
553.86,0.85212,723.62,0.86738,1498.36,0.73086
554.12,0.85206,723.87,0.8676,1501.85,0.73487
554.38,0.85201,724.13,0.86784,1505.33,0.73863
554.64,0.85195,724.38,0.86807,1508.81,0.74239
554.9,0.85189,724.63,0.86829,1512.29,0.74615
555.15,0.85184,724.88,0.86852,1515.76,0.7499
555.41,0.85178,725.14,0.86876,1519.23,0.75365
555.67,0.85173,725.39,0.86898,1522.7,0.73834
555.93,0.85167,725.64,0.86921,1526.16,0.72236
556.19,0.85167,725.89,0.86944,1529.62,0.70639
556.45,0.85167,726.15,0.86967,1533.07,0.69046
556.71,0.85167,726.4,0.8699,1536.53,0.67448
556.96,0.85167,726.65,0.87012,1539.98,0.66039
557.22,0.85167,726.9,0.87035,1543.42,0.66262
557.48,0.85167,727.16,0.87059,1546.86,0.66485
557.74,0.85167,727.41,0.87081,1550.3,0.66708
558,0.85167,727.66,0.87104,1553.74,0.66931
558.26,0.85167,727.91,0.87127,1557.17,0.67153
558.52,0.85167,728.17,0.8715,1560.6,0.66458
558.77,0.85167,728.42,0.87176,1564.03,0.65438
559.03,0.85167,728.67,0.87211,1567.45,0.64422
559.29,0.85167,728.92,0.87246,1570.87,0.63406
559.55,0.85167,729.18,0.87282,1574.29,0.62389
559.81,0.85167,729.43,0.87317,1577.7,0.61376
560.07,0.85167,729.68,0.87352,1581.11,0.59646
560.32,0.85167,729.93,0.87387,1584.51,0.56005
560.58,0.85167,730.19,0.87424,1587.92,0.52354
560.84,0.85167,730.44,0.87459,1591.32,0.48713
561.1,0.85167,730.69,0.87494,1594.71,0.45083
561.36,0.85167,730.94,0.87528,1598.1,0.41453
561.62,0.85167,731.19,0.87563,1601.49,0.38357
561.87,0.85167,731.45,0.876,1604.88,0.36489
562.13,0.85167,731.7,0.87635,1608.26,0.34626
562.39,0.85167,731.95,0.8767,1611.64,0.32763
562.65,0.85167,732.2,0.87705,1615.02,0.309
562.91,0.85167,732.46,0.87741,1618.39,0.29043
563.17,0.85167,732.71,0.87776,1621.76,0.28371
563.42,0.85167,732.96,0.87811,1625.12,0.27909
563.68,0.85167,733.21,0.87846,1628.49,0.27445
563.94,0.85167,733.47,0.87882,1631.85,0.26983
564.2,0.85167,733.72,0.87917,1635.2,0.26522
564.46,0.85167,733.97,0.87952,1638.55,0.26062
564.72,0.85167,734.22,0.87987,1641.9,0.25225
564.97,0.85167,734.47,0.88022,1645.25,0.24304
565.23,0.85167,734.73,0.88058,1648.59,0.23385
565.49,0.85167,734.98,0.88093,1651.93,0.22466
565.75,0.85167,735.23,0.88128,1655.27,0.21547
566.01,0.85167,735.48,0.88163,1658.6,0.20631
566.27,0.85167,735.74,0.882,1661.93,0.19813
566.52,0.85167,735.99,0.88235,1665.25,0.1903
566.78,0.85167,736.24,0.8827,1668.57,0.18247
567.04,0.85167,736.49,0.88304,1671.89,0.17465
567.3,0.85167,736.74,0.88339,1675.21,0.16682
567.56,0.85167,737,0.88376,1678.52,0.15901
567.81,0.85167,737.25,0.88411,1681.83,0.15473
568.07,0.85167,737.5,0.88446,1685.13,0.15246
568.33,0.85167,737.75,0.88481,1688.44,0.15018
568.59,0.85167,738,0.88516,1691.74,0.14791
568.85,0.85167,738.26,0.88552,1695.03,0.14565
569.11,0.85167,738.51,0.88587,1698.32,0.14339
569.36,0.85167,738.76,0.88622,1701.61,0.14081
569.62,0.85167,739.01,0.88657,,
569.88,0.85167,739.26,0.88683,,
570.14,0.85167,739.52,0.88707,,
570.4,0.85167,739.77,0.88729,,
570.65,0.85167,740.02,0.88752,,
570.91,0.85167,740.27,0.88774,,
571.17,0.85167,740.52,0.88797,,
571.43,0.85167,740.78,0.88821,,
571.69,0.85167,741.03,0.88843,,
571.94,0.85167,741.28,0.88866,,
572.2,0.85167,741.53,0.88889,,
572.46,0.85167,741.78,0.88911,,
572.72,0.85167,742.04,0.88935,,
572.98,0.85162,742.29,0.88958,,
573.23,0.85155,742.54,0.8898,,
573.49,0.85148,742.79,0.89003,,
573.75,0.85141,743.04,0.89026,,
574.01,0.85134,743.3,0.89049,,
574.27,0.85127,743.55,0.89072,,
574.52,0.8512,743.8,0.89094,,
574.78,0.85113,744.05,0.89117,,
575.04,0.85106,744.3,0.8914,,
575.3,0.85099,744.56,0.89163,,
575.56,0.85092,744.81,0.89186,,
575.81,0.85085,745.06,0.89209,,
576.07,0.85078,745.31,0.89231,,
576.33,0.85071,745.56,0.89254,,
576.59,0.85064,745.81,0.89277,,
576.84,0.85057,746.07,0.893,,
577.1,0.8505,746.32,0.89323,,
577.36,0.85043,746.57,0.89345,,
577.62,0.85036,746.82,0.89368,,
577.88,0.85028,747.07,0.89391,,
578.13,0.85022,747.33,0.89414,,
578.39,0.85015,747.58,0.89437,,
578.65,0.85008,747.83,0.8946,,
578.91,0.85,748.08,0.89482,,
579.17,0.84989,748.33,0.89498,,
579.42,0.84977,748.58,0.89491,,
579.68,0.84965,748.84,0.89482,,
579.94,0.84953,749.09,0.89475,,
580.2,0.84941,749.34,0.89467,,
580.45,0.84929,749.59,0.89459,,
580.71,0.84917,749.84,0.89451,,
580.97,0.84905,750.09,0.89444,,
581.23,0.84893,750.35,0.89436,,
581.48,0.84881,750.6,0.89428,,
581.74,0.84869,750.85,0.8942,,
582,0.84857,751.1,0.89412,,
582.26,0.84845,751.35,0.89404,,
582.52,0.84833,751.6,0.89397,,
582.77,0.84821,751.85,0.89389,,
583.03,0.84809,752.11,0.89381,,
583.29,0.84797,752.36,0.89373,,
583.55,0.84785,752.61,0.89365,,
583.8,0.84773,752.86,0.89358,,
584.06,0.84761,753.11,0.8935,,
584.32,0.84749,753.36,0.89342,,
584.58,0.84737,753.62,0.89334,,
584.83,0.84725,753.87,0.89326,,
585.09,0.84713,754.12,0.89318,,
585.35,0.84701,754.37,0.89311,,
585.61,0.84689,754.62,0.89303,,
585.86,0.84677,754.87,0.89295,,
586.12,0.84665,755.12,0.89287,,
586.38,0.84653,755.38,0.89279,,
586.64,0.84641,755.63,0.89271,,
586.89,0.84629,755.88,0.89264,,
587.15,0.84617,756.13,0.89256,,
587.41,0.84605,756.38,0.89248,,
587.67,0.84593,756.63,0.8924,,
587.92,0.84581,756.88,0.89233,,
588.18,0.84569,757.14,0.89225,,
588.44,0.84557,757.39,0.89217,,
588.7,0.84545,757.64,0.89209,,
588.95,0.84533,757.89,0.89201,,
589.21,0.84521,758.14,0.89194,,
589.47,0.84509,758.39,0.89186,,
589.73,0.84495,758.64,0.89178,,
589.98,0.8448,758.89,0.8917,,
590.24,0.84464,759.15,0.89156,,
590.5,0.84448,759.4,0.89138,,
590.76,0.84431,759.65,0.8912,,
591.01,0.84416,759.9,0.89102,,
591.27,0.844,760.15,0.89084,,
591.53,0.84383,760.4,0.89065,,
591.79,0.84367,760.65,0.89047,,
592.04,0.84352,760.9,0.89029,,
592.3,0.84336,761.16,0.8901,,
592.56,0.84319,761.41,0.88992,,
592.81,0.84304,761.66,0.88974,,
593.07,0.84288,761.91,0.88956,,
593.33,0.84272,762.16,0.88938,,
593.59,0.84255,762.41,0.8892,,
593.84,0.8424,762.66,0.88902,,
594.1,0.84224,762.91,0.88883,,
594.36,0.84208,763.17,0.88865,,
594.62,0.84191,763.42,0.88846,,
594.87,0.84176,763.67,0.88828,,
595.13,0.8416,763.92,0.8881,,
595.39,0.84144,764.17,0.88792,,
595.64,0.84128,764.42,0.88774,,
595.9,0.84112,764.67,0.88756,,
596.16,0.84096,764.92,0.88738,,
596.42,0.8408,765.17,0.8872,,
596.67,0.84064,765.43,0.88701,,
596.93,0.84048,765.68,0.88683,,
597.19,0.84032,765.93,0.88665,,
597.44,0.84016,766.18,0.88646,,
597.7,0.84,766.43,0.88628,,
597.96,0.83984,766.68,0.8861,,
598.22,0.83968,766.93,0.88592,,
598.47,0.83952,767.18,0.88574,,
598.73,0.83936,767.43,0.88556,,
598.99,0.8392,767.68,0.88538,,
599.24,0.83904,767.94,0.88519,,
599.5,0.83888,768.19,0.88501,,
599.76,0.83872,768.44,0.885,,
600.02,0.83856,768.69,0.885,,
600.27,0.8384,768.94,0.885,,
600.53,0.83817,769.19,0.885,,
600.79,0.83789,769.44,0.885,,
601.04,0.83762,769.69,0.885,,
601.3,0.83734,769.94,0.885,,
601.56,0.83705,770.19,0.885,,
601.81,0.83678,770.44,0.885,,
602.07,0.8365,770.7,0.885,,
