nm top,QE top,nm middle,QE middle,nm bottom,QE bottom
602.33,0.83622,770.95,0.885,,
602.59,0.83593,771.2,0.885,,
602.84,0.83566,771.45,0.885,,
603.1,0.83538,771.7,0.885,,
603.36,0.8351,771.95,0.885,,
603.61,0.83482,772.2,0.885,,
603.87,0.83454,772.45,0.885,,
604.13,0.83426,772.7,0.885,,
604.38,0.83399,772.95,0.885,,
604.64,0.8337,773.2,0.885,,
604.9,0.83342,773.45,0.885,,
605.15,0.83315,773.7,0.885,,
605.41,0.83287,773.96,0.885,,
605.67,0.83258,774.21,0.885,,
605.92,0.83231,774.46,0.885,,
606.18,0.83203,774.71,0.885,,
606.44,0.83175,774.96,0.885,,
606.7,0.83146,775.21,0.885,,
606.95,0.83119,775.46,0.885,,
607.21,0.83091,775.71,0.885,,
607.47,0.83063,775.96,0.885,,
607.72,0.83035,776.21,0.885,,
607.98,0.83007,776.46,0.885,,
608.24,0.82979,776.71,0.885,,
608.49,0.82952,776.96,0.885,,
608.75,0.82923,777.21,0.885,,
609.01,0.82895,777.46,0.885,,
609.26,0.82868,777.72,0.885,,
609.52,0.8284,777.97,0.885,,
609.78,0.828,778.22,0.885,,
610.03,0.8276,778.47,0.885,,
610.29,0.82717,778.72,0.885,,
610.55,0.82675,778.97,0.88503,,
610.8,0.82634,779.22,0.88521,,
611.06,0.82592,779.47,0.88539,,
611.32,0.82549,779.72,0.88557,,
611.57,0.82508,779.97,0.88576,,
611.83,0.82466,780.22,0.88594,,
612.09,0.82424,780.47,0.88612,,
612.34,0.82383,780.72,0.8863,,
612.6,0.8234,780.97,0.88648,,
612.86,0.82298,781.22,0.88666,,
613.11,0.82257,781.47,0.88684,,
613.37,0.82215,781.72,0.88702,,
613.63,0.82172,781.97,0.88721,,
613.88,0.82132,782.22,0.88739,,
614.14,0.82089,782.47,0.88757,,
614.4,0.82047,782.72,0.88775,,
614.65,0.82006,782.98,0.88794,,
614.91,0.81964,783.23,0.88812,,
615.17,0.81921,783.48,0.8883,,
615.42,0.8188,783.73,0.88848,,
615.68,0.81838,783.98,0.88866,,
615.94,0.81796,784.23,0.88884,,
616.19,0.81755,784.48,0.88903,,
616.45,0.81712,784.73,0.88921,,
616.7,0.81672,784.98,0.88939,,
616.96,0.81629,785.23,0.88957,,
617.22,0.81587,785.48,0.88975,,
617.47,0.81546,785.73,0.88993,,
617.73,0.81504,785.98,0.89011,,
617.99,0.81461,786.23,0.89029,,
618.24,0.8142,786.48,0.89048,,
618.5,0.81378,786.73,0.89066,,
618.76,0.81336,786.98,0.89084,,
619.01,0.81256,787.23,0.89102,,
619.27,0.81171,787.48,0.8912,,
619.53,0.81087,787.73,0.89138,,
619.78,0.81005,787.98,0.89156,,
620.04,0.8092,788.23,0.89176,,
620.29,0.80839,788.48,0.89199,,
620.55,0.80754,788.73,0.89222,,
620.81,0.80669,788.98,0.89244,,
621.06,0.80587,789.23,0.89267,,
621.32,0.80503,789.48,0.8929,,
621.58,0.80418,789.73,0.89312,,
621.83,0.80336,789.98,0.89335,,
622.09,0.80251,790.23,0.89358,,
622.34,0.8017,790.48,0.8938,,
622.6,0.80085,790.73,0.89403,,
622.86,0.8,790.98,0.89426,,
623.11,0.79919,791.23,0.89448,,
623.37,0.79834,791.48,0.89471,,
623.63,0.79749,791.73,0.89494,,
623.88,0.79667,791.98,0.89516,,
624.14,0.79583,792.23,0.89539,,
624.39,0.79501,792.48,0.89562,,
624.65,0.79416,792.73,0.89584,,
624.91,0.79331,792.98,0.89607,,
625.16,0.7925,793.23,0.8963,,
625.42,0.79165,793.48,0.89652,,
625.68,0.7908,793.73,0.89675,,
625.93,0.78999,793.98,0.89697,,
626.19,0.78914,794.23,0.8972,,
626.44,0.78832,794.48,0.89743,,
626.7,0.78747,794.73,0.89765,,
626.96,0.78663,794.98,0.89788,,
627.21,0.78581,795.23,0.89811,,
627.47,0.78496,795.48,0.89833,,
627.72,0.78415,795.73,0.89856,,
627.98,0.78328,795.98,0.89879,,
628.24,0.78186,796.23,0.89901,,
628.49,0.7805,796.48,0.89924,,
628.75,0.77909,796.73,0.89947,,
629,0.77773,796.98,0.89969,,
629.26,0.77632,797.23,0.89992,,
629.52,0.7749,797.48,0.90005,,
629.77,0.77354,797.73,0.90013,,
630.03,0.77213,797.98,0.90021,,
630.29,0.77071,798.23,0.90028,,
630.54,0.76936,798.48,0.90036,,
630.8,0.76794,798.73,0.90044,,
631.05,0.76658,798.98,0.90052,,
631.31,0.76517,799.23,0.90059,,
631.56,0.76381,799.48,0.90067,,
631.82,0.7624,799.73,0.90075,,
632.08,0.76098,799.98,0.90083,,
632.33,0.75962,800.23,0.9009,,
632.59,0.75821,800.48,0.90098,,
632.84,0.75685,800.73,0.90106,,
633.1,0.75544,800.98,0.90114,,
633.36,0.75402,801.23,0.90122,,
633.61,0.75266,801.48,0.90129,,
633.87,0.75125,801.73,0.90137,,
634.12,0.74989,801.98,0.90145,,
634.38,0.74848,802.23,0.90153,,
634.64,0.74706,802.48,0.9016,,
634.89,0.7457,802.72,0.90168,,
635.15,0.74429,802.97,0.90176,,
635.4,0.74293,803.22,0.90183,,
635.66,0.74152,803.47,0.90191,,
635.91,0.74016,803.72,0.90199,,
636.17,0.73874,803.97,0.90207,,
636.43,0.73733,804.22,0.90214,,
636.68,0.73597,804.47,0.90222,,
636.94,0.73456,804.72,0.9023,,
637.19,0.7332,804.97,0.90238,,
637.45,0.73178,805.22,0.90246,,
637.71,0.73037,805.47,0.90253,,
637.96,0.72901,805.72,0.90261,,
638.22,0.7276,805.97,0.90269,,
638.47,0.72624,806.22,0.90277,,
638.73,0.72484,806.47,0.90284,,
638.98,0.72359,806.72,0.90292,,
639.24,0.7223,806.97,0.903,,
639.5,0.72101,807.22,0.90308,,
639.75,0.71977,807.47,0.90315,,
640.01,0.71847,807.72,0.90323,,
640.26,0.71723,807.96,0.90331,,
640.52,0.71594,808.21,0.90321,,
640.77,0.7147,808.46,0.90301,,
641.03,0.7134,808.71,0.90282,,
641.28,0.71216,808.96,0.90262,,
641.54,0.71087,809.21,0.90243,,
641.8,0.70958,809.46,0.90223,,
642.05,0.70833,809.71,0.90204,,
642.31,0.70704,809.96,0.90185,,
642.56,0.7058,810.21,0.90165,,
642.82,0.7045,810.46,0.90146,,
643.07,0.70326,810.71,0.90126,,
643.33,0.70197,810.96,0.90107,,
643.58,0.70073,811.21,0.90088,,
643.84,0.69943,811.46,0.90068,,
644.1,0.69814,811.7,0.90049,,
644.35,0.6969,811.95,0.9003,,
644.61,0.69561,812.2,0.90011,,
644.86,0.69436,812.45,0.89991,,
645.12,0.69307,812.7,0.89972,,
645.37,0.69183,812.95,0.89952,,
645.63,0.69053,813.2,0.89933,,
645.88,0.68929,813.45,0.89914,,
646.14,0.688,813.7,0.89894,,
646.39,0.68676,813.95,0.89875,,
646.65,0.68546,814.2,0.89855,,
646.91,0.68417,814.45,0.89836,,
647.16,0.68293,814.7,0.89816,,
647.42,0.68164,814.94,0.89798,,
647.67,0.68039,815.19,0.89778,,
647.93,0.6791,815.44,0.89759,,
648.18,0.67786,815.69,0.8974,,
648.44,0.67657,815.94,0.8972,,
648.69,0.67532,816.19,0.89701,,
648.95,0.67403,816.44,0.89681,,
649.2,0.67279,816.69,0.89662,,
649.46,0.67139,816.94,0.89642,,
649.71,0.6694,817.19,0.89623,,
649.97,0.66732,817.44,0.89604,,
650.23,0.66525,817.68,0.89585,,
650.48,0.66326,817.93,0.89566,,
650.74,0.66118,818.18,0.89546,,
650.99,0.65919,818.43,0.89527,,
651.25,0.65711,818.68,0.89507,,
651.5,0.65512,818.93,0.89486,,
651.76,0.65305,819.18,0.89463,,
652.01,0.65105,819.43,0.89441,,
652.27,0.64898,819.68,0.89418,,
652.52,0.64699,819.93,0.89395,,
652.78,0.64491,820.17,0.89373,,
653.03,0.64292,820.42,0.89351,,
653.29,0.64085,820.67,0.89328,,
653.54,0.63885,820.92,0.89306,,
653.8,0.63678,821.17,0.89283,,
654.05,0.63478,821.42,0.8926,,
654.31,0.63271,821.67,0.89238,,
654.56,0.63072,821.92,0.89215,,
654.82,0.62864,822.17,0.89192,,
655.07,0.62665,822.41,0.8917,,
655.33,0.62458,822.66,0.89148,,
655.58,0.62258,822.91,0.89125,,
655.84,0.62051,823.16,0.89103,,
656.09,0.61852,823.41,0.8908,,
656.35,0.61644,823.66,0.89057,,
656.6,0.61445,823.91,0.89035,,
656.86,0.61237,824.16,0.89012,,
657.11,0.61038,824.4,0.8899,,
657.37,0.60831,824.65,0.88967,,
657.62,0.60631,824.9,0.88945,,
657.88,0.60424,825.15,0.88922,,
658.13,0.60225,825.4,0.889,,
658.39,0.60017,825.65,0.88877,,
658.64,0.59777,825.9,0.88854,,
658.9,0.59018,826.15,0.88832,,
659.15,0.58289,826.39,0.8881,,
659.41,0.5753,826.64,0.88787,,
659.66,0.56801,826.89,0.88764,,
659.92,0.56042,827.14,0.88742,,
660.17,0.55312,827.39,0.88719,,
660.43,0.54554,827.64,0.88697,,
660.68,0.53824,827.89,0.88674,,
660.94,0.53065,828.13,0.88649,,
661.19,0.52336,828.38,0.88622,,
661.45,0.51577,828.63,0.88595,,
661.7,0.50848,828.88,0.88568,,
661.96,0.50089,829.13,0.8854,,
662.21,0.49359,829.38,0.88513,,
662.47,0.48601,829.63,0.88486,,
662.72,0.47871,829.87,0.8846,,
662.98,0.47112,830.12,0.88433,,
663.23,0.46383,830.37,0.88406,,
663.49,0.45624,830.62,0.88378,,
663.74,0.44895,830.87,0.88351,,
664,0.44136,831.12,0.88324,,
664.25,0.43406,831.37,0.88297,,
664.51,0.42648,831.61,0.88271,,
664.76,0.41918,831.86,0.88244,,
665.02,0.41159,832.11,0.88216,,
665.27,0.4043,832.36,0.88189,,
665.53,0.39671,832.61,0.88162,,
665.78,0.38942,832.86,0.88135,,
666.04,0.38183,833.11,0.88108,,
666.29,0.37453,833.35,0.88082,,
666.55,0.36695,833.6,0.88054,,
666.8,0.35965,833.85,0.88027,,
667.05,0.35236,834.1,0.88,,
667.31,0.34477,834.35,0.87973,,
667.56,0.33747,834.6,0.87946,,
667.82,0.3299,834.84,0.87919,,
668.07,0.32365,835.09,0.87892,,
668.33,0.31715,835.34,0.87865,,
668.58,0.3109,835.59,0.87838,,
668.84,0.30439,835.84,0.87811,,
669.09,0.29814,836.09,0.87784,,
669.35,0.29164,836.33,0.87757,,
669.6,0.28539,836.58,0.8773,,
669.86,0.27888,836.83,0.87703,,
670.11,0.27263,837.08,0.87676,,
670.36,0.26638,837.33,0.87649,,
670.62,0.25988,837.58,0.87622,,
670.87,0.25362,837.82,0.87595,,
671.13,0.24712,838.07,0.87568,,
671.38,0.24087,838.32,0.87541,,
671.64,0.23437,838.57,0.87514,,
671.89,0.22811,838.82,0.87489,,
672.15,0.22161,839.06,0.87466,,
672.4,0.21536,839.31,0.87443,,
672.66,0.20886,839.56,0.8742,,
672.91,0.20261,839.81,0.87396,,
673.16,0.19635,840.06,0.87373,,
673.42,0.18985,840.31,0.8735,,
673.67,0.1836,840.55,0.87327,,
673.93,0.1771,840.8,0.87304,,
674.18,0.17084,841.05,0.87281,,
674.44,0.16434,841.3,0.87257,,
674.69,0.15809,841.55,0.87234,,
674.95,0.15159,841.79,0.87212,,
675.2,0.14533,842.04,0.87188,,
675.45,0.13908,842.29,0.87165,,
675.71,0.13258,842.54,0.87142,,
675.96,0.12633,842.79,0.87119,,
676.22,0.11982,843.03,0.87096,,
676.47,0.11357,843.28,0.87073,,
676.73,0.10707,843.53,0.8705,,
676.98,0.10082,843.78,0.87026,,
677.23,0.094565,844.03,0.87003,,
677.49,0.088062,844.27,0.86981,,
677.74,0.08181,844.52,0.86957,,
678,0.075308,844.77,0.86934,,
678.25,0.069055,845.02,0.86911,,
678.51,0.062553,845.27,0.86887,,
678.76,0.060626,845.51,0.86865,,
679.01,0.059382,845.76,0.86842,,
679.27,0.058089,846.01,0.86818,,
679.52,0.056845,846.26,0.86795,,
679.78,0.055552,846.51,0.86772,,
680.03,0.054308,846.75,0.86749,,
680.29,0.053014,847,0.86726,,
680.54,0.051771,847.25,0.86703,,
680.79,0.050527,847.5,0.86679,,
681.05,0.049233,847.74,0.86657,,
681.3,0.04799,847.99,0.86634,,
681.56,0.046696,848.24,0.8661,,
681.81,0.045453,848.49,0.86587,,
682.07,0.044159,848.74,0.86564,,
682.32,0.042915,848.98,0.86542,,
682.57,0.041672,849.23,0.86518,,
682.83,0.040378,849.48,0.86493,,
683.08,0.039134,849.73,0.8646,,
683.34,0.037841,849.97,0.86429,,
683.59,0.036597,850.22,0.86396,,
683.84,0.035354,850.47,0.86364,,
684.1,0.03406,850.72,0.86331,,
684.35,0.032816,850.97,0.86298,,
684.61,0.031523,851.21,0.86267,,
684.86,0.030279,851.46,0.86234,,
685.11,0.029035,851.71,0.86202,,
685.37,0.027742,851.96,0.86169,,
685.62,0.026498,852.2,0.86138,,
685.88,0.025205,852.45,0.86105,,
686.13,0.023961,852.7,0.86073,,
686.38,0.022717,852.95,0.8604,,
686.64,0.021424,853.19,0.86009,,
686.89,0.02018,853.44,0.85976,,
687.15,0.018887,853.69,0.85943,,
687.4,0.017643,853.94,0.85911,,
687.65,0.016399,854.19,0.85878,,
687.91,0.015106,854.43,0.85847,,
688.16,0.013862,854.68,0.85814,,
688.42,0.012569,854.93,0.85782,,
688.67,0.011325,855.18,0.85749,,
688.92,0.010081,855.42,0.85718,,
689.18,0.0087877,855.67,0.85685,,
689.43,0.0082073,855.92,0.85652,,
689.69,0.0080054,856.17,0.8562,,
689.94,0.0078113,856.41,0.85588,,
690.19,0.0076172,856.66,0.85556,,
690.45,0.0074153,856.91,0.85523,,
690.7,0.0072212,857.16,0.85484,,
690.95,0.0070271,857.4,0.85432,,
691.21,0.0068252,857.65,0.85378,,
691.46,0.0066311,857.9,0.85323,,
691.72,0.0064292,858.15,0.85269,,
691.97,0.0062351,858.39,0.85217,,
692.22,0.006041,858.64,0.85162,,
692.48,0.0058391,858.89,0.85108,,
692.73,0.005645,859.13,0.85056,,
692.98,0.0054508,859.38,0.85002,,
693.24,0.005249,859.63,0.84947,,
693.49,0.0050548,859.88,0.84893,,
693.75,0.004853,860.12,0.84841,,
694,0.0046588,860.37,0.84786,,
694.25,0.0044647,860.62,0.84732,,
694.51,0.0042628,860.87,0.84677,,
694.76,0.0040687,861.11,0.84625,,
695.01,0.0038746,861.36,0.84571,,
695.27,0.0036727,861.61,0.84516,,
695.52,0.0034786,861.86,0.84462,,
695.78,0.0032767,862.1,0.8441,,
696.03,0.0030826,862.35,0.84356,,
696.28,0.0028885,862.6,0.84301,,
696.54,0.0026866,862.84,0.84249,,
696.79,0.0024925,863.09,0.84195,,
697.04,0.0022984,863.34,0.8414,,
697.3,0.0020965,863.59,0.84086,,
697.55,0.0019024,863.83,0.84034,,
697.8,0.0017082,864.08,0.83979,,
698.06,0.0015064,864.33,0.83925,,
698.31,0.0013122,864.57,0.83873,,
698.57,0.0011104,864.82,0.83818,,
698.82,0.00091624,865.07,0.83764,,
699.07,0.00072212,865.32,0.8371,,
699.33,0.00052024,865.56,0.83657,,
699.58,0.00032612,865.81,0.83603,,
699.83,0.000132,866.06,0.83549,,
,,866.3,0.83496,,
,,866.55,0.83442,,
,,866.8,0.83388,,
,,867.05,0.83333,,
,,867.29,0.83281,,
,,867.54,0.83227,,
,,867.79,0.83172,,
,,868.03,0.8294,,
,,868.28,0.82675,,
,,868.53,0.8241,,
,,868.78,0.82145,,
,,869.02,0.8189,,
,,869.27,0.81625,,
,,869.52,0.8136,,
,,869.76,0.81106,,
,,870.01,0.8084,,
,,870.26,0.80575,,
,,870.5,0.80321,,
,,870.75,0.80056,,
,,871,0.79791,,
,,871.24,0.79536,,
,,871.49,0.79271,,
,,871.74,0.79006,,
,,871.99,0.78741,,
,,872.23,0.78487,,
,,872.48,0.78221,,
,,872.73,0.77956,,
,,872.97,0.77702,,
,,873.22,0.77437,,
,,873.47,0.77172,,
,,873.71,0.76917,,
,,873.96,0.76652,,
,,874.21,0.76387,,
,,874.45,0.76133,,
,,874.7,0.75868,,
,,874.95,0.75602,,
,,875.19,0.75348,,
,,875.44,0.75083,,
,,875.69,0.74818,,
,,875.93,0.74563,,
,,876.18,0.74298,,
,,876.43,0.74033,,
,,876.67,0.73779,,
,,876.92,0.73514,,
,,877.17,0.73249,,
,,877.41,0.72994,,
,,877.66,0.72729,,
,,877.91,0.72464,,
,,878.15,0.72209,,
,,878.4,0.71944,,
,,878.65,0.71679,,
,,878.89,0.71425,,
,,879.14,0.7116,,
,,879.39,0.70895,,
,,879.63,0.7064,,
,,879.88,0.70375,,
,,880.13,0.69986,,
,,880.37,0.69172,,
,,880.62,0.68325,,
,,880.87,0.67478,,
,,881.11,0.66664,,
,,881.36,0.65817,,
,,881.61,0.64969,,
,,881.85,0.64156,,
,,882.1,0.63309,,
,,882.34,0.62495,,
,,882.59,0.61648,,
,,882.84,0.608,,
,,883.08,0.59987,,
,,883.33,0.5914,,
,,883.58,0.58292,,
,,883.82,0.57479,,
,,884.07,0.56632,,
,,884.32,0.55784,,
,,884.56,0.54971,,
,,884.81,0.54123,,
,,885.05,0.5331,,
,,885.3,0.52463,,
,,885.55,0.51615,,
,,885.79,0.50802,,
,,886.04,0.49954,,
,,886.29,0.49107,,
,,886.53,0.48294,,
,,886.78,0.47446,,
,,887.03,0.46599,,
,,887.27,0.45786,,
,,887.52,0.44938,,
,,887.76,0.44125,,
,,888.01,0.43277,,
,,888.26,0.4243,,
,,888.5,0.41617,,
,,888.75,0.40769,,
,,888.99,0.39956,,
,,889.24,0.39108,,
,,889.49,0.38475,,
,,889.73,0.37897,,
,,889.98,0.37295,,
,,890.23,0.36693,,
,,890.47,0.36115,,
,,890.72,0.35513,,
,,890.96,0.34935,,
,,891.21,0.34333,,
,,891.46,0.33731,,
,,891.7,0.33153,,
,,891.95,0.32551,,
,,892.19,0.31973,,
,,892.44,0.31371,,
,,892.69,0.30769,,
,,892.93,0.30191,,
,,893.18,0.29589,,
,,893.42,0.29011,,
,,893.67,0.28409,,
,,893.92,0.27807,,
,,894.16,0.2723,,
,,894.41,0.26628,,
,,894.65,0.2605,,
,,894.9,0.25448,,
,,895.15,0.24846,,
,,895.39,0.24268,,
,,895.64,0.23666,,
,,895.88,0.23088,,
,,896.13,0.22486,,
,,896.38,0.21884,,
,,896.62,0.21306,,
,,896.87,0.20704,,
,,897.11,0.20126,,
,,897.36,0.19524,,
,,897.6,0.18946,,
,,897.85,0.18344,,
,,898.1,0.17742,,
,,898.34,0.17164,,
,,898.59,0.16562,,
,,898.83,0.15984,,
,,899.08,0.15382,,
,,899.33,0.1478,,
,,899.57,0.14202,,
,,899.82,0.136,,
,,900.06,0.13101,,
,,900.31,0.1283,,
,,900.55,0.12569,,
,,900.8,0.12297,,
,,901.05,0.12025,,
,,901.29,0.11764,,
,,901.54,0.11492,,
,,901.78,0.11232,,
,,902.03,0.1096,,
,,902.27,0.10699,,
,,902.52,0.10427,,
,,902.76,0.10166,,
,,903.01,0.098944,,
,,903.26,0.096226,,
,,903.5,0.093617,,
,,903.75,0.090899,,
,,903.99,0.08829,,
,,904.24,0.085572,,
,,904.48,0.082963,,
,,904.73,0.080245,,
,,904.97,0.077636,,
,,905.22,0.074918,,
,,905.47,0.0722,,
,,905.71,0.069591,,
,,905.96,0.066873,,
,,906.2,0.064264,,
,,906.45,0.061546,,
,,906.69,0.058937,,
,,906.94,0.056219,,
,,907.18,0.05361,,
,,907.43,0.050892,,
,,907.67,0.048283,,
,,907.92,0.045565,,
,,908.17,0.042848,,
,,908.41,0.040238,,
,,908.66,0.037521,,
,,908.9,0.034911,,
,,909.15,0.032194,,
,,909.39,0.031277,,
,,909.64,0.030733,,
,,909.88,0.030211,,
,,910.13,0.029667,,
,,910.37,0.029145,,
,,910.62,0.028601,,
,,910.86,0.028079,,
,,911.11,0.027536,,
,,911.35,0.027014,,
,,911.6,0.02647,,
,,911.85,0.025926,,
,,912.09,0.025404,,
,,912.34,0.02486,,
,,912.58,0.024338,,
,,912.83,0.023795,,
,,913.07,0.023273,,
,,913.32,0.022729,,
,,913.56,0.022207,,
,,913.81,0.021663,,
,,914.05,0.021141,,
,,914.3,0.020597,,
,,914.54,0.020075,,
,,914.79,0.019532,,
,,915.03,0.01901,,
,,915.28,0.018466,,
,,915.52,0.017944,,
,,915.77,0.0174,,
,,916.01,0.016878,,
,,916.26,0.016334,,
,,916.5,0.015812,,
,,916.75,0.015269,,
,,916.99,0.014747,,
,,917.24,0.014203,,
,,917.48,0.013681,,
,,917.73,0.013137,,
,,917.97,0.012615,,
,,918.22,0.012071,,
