,lon,lat,distance,rho_wind,rho_radiation
1408,-3.9,57.9,1084.6344198547677,0.1326536298786722,0.8409428725797272
1409,-3.9,58.5,1145.4148222817046,0.12314001550356753,0.8185218477146904
1410,-3.9,59.1,1206.8342313296798,0.08427574219512322,0.7988289716372771
1411,-3.9,59.7,1268.8007737828002,0.058522819516068296,0.7838290911576893
1412,-3.9,60.3,1331.238909540436,0.058531403286675825,0.7793652527238849
1413,-3.9,60.9,1394.0860814108746,0.05392704579522364,0.7718621067665912
1414,-3.9,61.5,1457.2901250244904,0.060056430850646,0.7682765256802891
1415,-3.9,62.1,1520.8072539940422,0.07847798954183621,0.7718759268891854
1416,-3.9,62.7,1584.600482261123,0.08547643169641765,0.7724787335082466
1417,-3.9,63.3,1648.638380461065,0.08727928179726878,0.7800237579959143
1418,-3.9,63.9,1712.8940889939477,0.09490676132700168,0.780316888348911
1419,-3.9,64.5,1777.344529618678,0.10142329438743944,0.7766057629967622
1420,-3.9,65.1,1841.9697715582458,0.0971742847032488,0.7782555604311387
1421,-3.9,65.7,1906.7525186347145,0.10528036243556554,0.7729233909867378
1422,-3.9,66.3,1971.6776918110988,0.12362319466458442,0.7659801741766149
1423,-3.9,66.9,2036.732087411269,0.13432311075394798,0.759798897079781
1424,-3.9,67.5,2101.9040957336456,0.13888627099766498,0.756225269839106
1425,-3.9,68.1,2167.1834681456544,0.15625461440669966,0.7569832698474444
1426,-3.9,68.7,2232.5611233175446,0.15514026090885444,0.7552941870289984
1427,-3.9,69.3,2298.028985227831,0.15376501346903096,0.7583098371366346
1428,-3.9,69.9,2363.579847095957,0.1644140935668031,0.7584592301586147
1429,-3.9,70.5,2429.207256580462,0.15493618006887924,0.7575744075537137
1430,-3.9,71.1,2494.905418504397,0.1523316426925908,0.749552767693834
1431,-3.3,32.7,1860.8554839637623,-0.0035761395530702544,0.8470940211162018
1432,-3.3,33.3,1796.1184727413345,0.03512376677070245,0.8521164441906641
1433,-3.3,33.9,1731.5083554192493,-0.008086115669918412,0.8537867690884244
1434,-3.3,34.5,1667.040608971775,-0.012350614326915211,0.8534320944663347
1435,-3.3,35.1,1602.7331772322116,-0.04262089083039912,0.8550086665085461
1436,-3.3,35.7,1538.6069693270636,-0.04407345783357666,0.8594824998448712
1437,-3.3,36.3,1474.6864811854286,-0.03360213063339314,0.8635184479304377
1438,-3.3,36.9,1411.0005760436225,-0.009825714874907958,0.8614977181322627
1439,-3.3,37.5,1347.5834719181357,0.008839409488122263,0.8610527200216792
1440,-3.3,38.1,1284.47600059596,0.011813855278245643,0.8639491961234268
1441,-3.3,38.7,1221.7272256238532,0.07210434523621777,0.8654023047915921
1442,-3.3,39.3,1159.3965386575696,0.08935594535765602,0.8652499044504602
1443,-3.3,39.9,1097.556397980553,0.09172902316201609,0.8665838754550282
1444,-3.3,40.5,1036.29593497064,0.11630708521952755,0.8671254643896641
1445,-3.3,41.1,975.7257402587669,0.14951234091821142,0.8645953718863444
1446,-3.3,41.7,915.9842589949893,0.17484476764678772,0.8652149389458551
1447,-3.3,42.3,857.2463812013267,0.31319939007499675,0.8631081293916467
1448,-3.3,42.9,799.7350097019807,0.3490901133259191,0.8503598872206378
1449,-3.3,43.5,743.7366045564022,0.26751941860452405,0.8615942241520537
1450,-3.3,44.1,689.6218621305103,0.27164226445968703,0.8743248524877564
1451,-3.3,44.7,637.8725748773135,0.3727299035794864,0.8795625843260401
1452,-3.3,45.3,589.114826258555,0.48608285963084447,0.8850813678648892
1453,-3.3,45.9,544.1559528085453,0.5682900527606013,0.8915658454636406
1454,-3.3,46.5,504.0163774909228,0.6165416608907626,0.8921968422638092
1455,-3.3,47.1,469.93565631181605,0.6390604295015135,0.891525815529441
1456,-3.3,47.7,443.3165398237631,0.6431822531039615,0.8954678370829732
1457,-3.3,48.3,425.5648258971957,0.6286098116350367,0.8939509358043021
1458,-3.3,48.9,417.8156604876102,0.6466266449974243,0.8886862320267044
1459,-3.3,49.5,420.62556568257423,0.606698892442944,0.8804964102432149
1460,-3.3,50.1,433.7926095105644,0.5296789100755434,0.8759326737960913
1461,-3.3,50.7,456.42434640193636,0.4652556983212915,0.8718555041170862
1462,-3.3,51.3,487.2064168253524,0.4377736622257847,0.8588395757292434
1463,-3.3,51.9,524.7089625109905,0.3938900462705174,0.8545515580572581
1464,-3.3,52.5,567.6038361148095,0.3458956490957003,0.8489847038360898
1465,-3.3,53.1,614.7655264668862,0.316001160539562,0.8468584980572867
1466,-3.3,53.7,665.289250878507,0.32195448585616293,0.8414274851363758
1467,-3.3,54.3,718.4679345511368,0.2901514292413227,0.8172395270787685
1468,-3.3,54.9,773.7560574004118,0.24209839618574772,0.8023278230544869
1469,-3.3,55.5,830.7341184320454,0.20691823786746436,0.8132645315632894
1470,-3.3,56.1,889.0787128749483,0.18347007343594443,0.8166739926275538
1471,-3.3,56.7,948.5390436423802,0.18530919004253668,0.8200978037308074
1472,-3.3,57.3,1008.9191019155858,0.16166890973573494,0.8399462901499903
1473,-3.3,57.9,1070.064358633004,0.1647779417809841,0.8468688118009823
1474,-3.3,58.5,1131.8518782669419,0.14874568156383963,0.8255741275801628
1475,-3.3,59.1,1194.1829704365562,0.10724535592492757,0.8056154686455209
1476,-3.3,59.7,1256.977705306942,0.07526316139894318,0.7898145934834981
1477,-3.3,60.3,1320.170794659367,0.06643967025044703,0.7826287380481453
1478,-3.3,60.9,1383.7084757749733,0.06185655969562434,0.7775315560223238
1479,-3.3,61.5,1447.5461351916356,0.06574721789553918,0.7727282450236207
1480,-3.3,62.1,1511.6464817882645,0.08192958032722956,0.7748533458942587
1481,-3.3,62.7,1575.9781306638654,0.09130605067824978,0.7764757352869778
1482,-3.3,63.3,1640.5144965696202,0.09156886796043454,0.7824087777235863
1483,-3.3,63.9,1705.2329224334153,0.09486918468939487,0.779525865613252
1484,-3.3,64.5,1770.1139878272647,0.10384571065105042,0.774093288834739
1485,-3.3,65.1,1835.140956229419,0.10216041799805238,0.7759601290284805
1486,-3.3,65.7,1900.2993301487634,0.10991749149585224,0.7746735382079712
1487,-3.3,66.3,1965.5764906844854,0.12181637295866507,0.768807868524671
1488,-3.3,66.9,2030.9614036471737,0.13191351619553246,0.7606359095169006
1489,-3.3,67.5,2096.444378505731,0.13844724860081256,0.7574068475709598
1490,-3.3,68.1,2162.0168695308844,0.15517504480704553,0.7579884486813591
1491,-3.3,68.7,2227.671310853816,0.15497266421761852,0.7556021402328666
1492,-3.3,69.3,2293.4009789456886,0.15195772574615837,0.7602953349824082
1493,-3.3,69.9,2359.199877393181,0.16571037330553523,0.7603246558879774
1494,-3.3,70.5,2425.062639901266,0.15536829775069905,0.757162287194448
1495,-3.3,71.1,2490.984448274313,0.15013464992326767,0.7518327868239952
1496,-2.7,32.7,1848.6930879286667,-0.0040654228682746665,0.8509584441148113
1497,-2.7,33.3,1783.6122468824071,0.057583170606123175,0.853672828246942
1498,-2.7,33.9,1718.6340446010802,0.03514030965210181,0.8565444688849072
1499,-2.7,34.5,1653.771306382848,0.012799674405883971,0.8515422141677998
1500,-2.7,35.1,1589.0389403875893,-0.04112020769360412,0.850783270731622
1501,-2.7,35.7,1524.4543680383638,-0.04721184453035112,0.8566565891191622
1502,-2.7,36.3,1460.0380637970106,-0.0541005893774944,0.8626453719730107
1503,-2.7,36.9,1395.8142374258616,-0.06920340249120635,0.8637809618605399
1504,-2.7,37.5,1331.8117034975571,0.004512741795850254,0.8630937631332182
1505,-2.7,38.1,1268.0649992225574,0.03627340353136019,0.8626498029167382
1506,-2.7,38.7,1204.6158346942173,0.08995855781130511,0.8629943916181202
1507,-2.7,39.3,1141.5149924523434,0.08959750910653975,0.8667143947347983
1508,-2.7,39.9,1078.8248403428622,0.09209983512723478,0.8680313514603367
1509,-2.7,40.5,1016.6226896371081,0.12843267640193115,0.8664240519658658
1510,-2.7,41.1,955.0053289160489,0.19306482921502563,0.8674293309676471
1511,-2.7,41.7,894.0952069528222,0.2162378179211605,0.8661236402771068
1512,-2.7,42.3,834.0489428353601,0.291962790786206,0.860637155296638
1513,-2.7,42.9,775.0691295324008,0.30805240407149015,0.8459702407655448
1514,-2.7,43.5,717.4207817319505,0.295086764164546,0.8628325647366953
1515,-2.7,44.1,661.454235728279,0.31705782161799106,0.8778320698025249
1516,-2.7,44.7,607.6366896299037,0.3912349195657277,0.8844395278684902
1517,-2.7,45.3,556.5943883428303,0.4912719840100044,0.8913573723711788
1518,-2.7,45.9,509.1654177780303,0.5827853240596952,0.8987114420468473
1519,-2.7,46.5,466.45631520730217,0.6369038993355371,0.8984492739733403
1520,-2.7,47.1,429.8794548549481,0.6685209348766402,0.8986776254717731
1521,-2.7,47.7,401.1194261423749,0.6821769879662614,0.9022650980798346
1522,-2.7,48.3,381.9498014393163,0.6638323301102147,0.8987576576915355
1523,-2.7,48.9,373.8525397717494,0.6691576746477432,0.8952766120591064
1524,-2.7,49.5,377.5444384057385,0.643370840894233,0.8878734679995044
1525,-2.7,50.1,392.6966789053622,0.5687380101219903,0.8821261737688656
1526,-2.7,50.7,418.06833320252395,0.4999900600864479,0.881959115543208
1527,-2.7,51.3,451.94458832943144,0.4567963066462932,0.8690528904691887
1528,-2.7,51.9,492.576657151059,0.4127705151815282,0.8595012197760946
1529,-2.7,52.5,538.4397939817054,0.38369499004011653,0.8532118185686534
1530,-2.7,53.1,588.3141675066537,0.3394261987544007,0.8471024515517973
1531,-2.7,53.7,641.2666273357831,0.31455452593244637,0.8420678494305049
1532,-2.7,54.3,696.5974808226007,0.27984113194301785,0.825554456747087
1533,-2.7,54.9,753.7849013212889,0.2395012212827446,0.8185177125564438
1534,-2.7,55.5,812.4385325014715,0.22027973446448856,0.8255356061623037
1535,-2.7,56.1,872.2641198716436,0.20152769355503145,0.8308877611319604
1536,-2.7,56.7,933.0376153748033,0.20267201585479458,0.8333518355830625
1537,-2.7,57.3,994.5865283482262,0.20286927731979343,0.8385160962468742
1538,-2.7,57.9,1056.7765483151863,0.19040359931327064,0.8441947188094593
