utc_time;DNK;BEL;DEU;GBR;SWE;NLD;BGR;HRV;CYP;EST;FIN;FRA;GRC;IRL;ITA;LVA;LTU;MLT;NOR;POL;PRT;ROU;ESP
2015-01-15T21:00:00Z;0.928236;0.919209;0.959193;0.736233;0.928645;0.961372;0.043570;0.181921;0.028052;0.347006;0.163671;0.592144;0.036220;0.861325;0.058019;0.093351;0.197330;0.120173;0.463693;0.336800;0.577722;0.039843;0.094190
2015-01-15T22:00:00Z;0.939630;0.919646;0.951983;0.740348;0.931375;0.958745;0.046844;0.197369;0.027103;0.382068;0.169116;0.583571;0.041842;0.879744;0.065887;0.101394;0.217242;0.171430;0.461794;0.356271;0.678463;0.041603;0.102543
2015-01-15T23:00:00Z;0.932329;0.919921;0.946415;0.744656;0.939774;0.957634;0.047499;0.216768;0.024698;0.434019;0.177828;0.582783;0.046682;0.898091;0.074327;0.115119;0.240915;0.239874;0.478642;0.374651;0.783175;0.043589;0.112353
2015-01-16T00:00:00Z;0.806049;0.919955;0.916486;0.751693;0.940241;0.960333;0.076968;0.157252;0.022376;0.491626;0.188948;0.605557;0.067531;0.878349;0.090404;0.134498;0.255499;0.170085;0.552745;0.422451;0.911172;0.033578;0.135234
2015-01-16T01:00:00Z;0.838268;0.919909;0.918927;0.740836;0.954477;0.942261;0.065070;0.180950;0.015678;0.558825;0.207199;0.577478;0.067827;0.812927;0.096550;0.155568;0.280307;0.270446;0.546770;0.431056;0.905122;0.035423;0.142882
2015-01-16T02:00:00Z;0.840179;0.918682;0.913614;0.721216;0.959279;0.963355;0.053342;0.214623;0.011251;0.617129;0.225648;0.540815;0.066035;0.759366;0.106006;0.178739;0.323466;0.386920;0.513446;0.440425;0.844880;0.035899;0.155834
2015-01-16T03:00:00Z;0.910521;0.916793;0.938704;0.671564;0.958269;0.946784;0.039318;0.207278;0.008463;0.662853;0.248791;0.537881;0.065642;0.749240;0.091146;0.200571;0.370562;0.339669;0.488875;0.449070;0.749108;0.038754;0.165415
2015-01-16T04:00:00Z;0.941210;0.908975;0.945719;0.606949;0.956861;0.882784;0.029468;0.221323;0.006746;0.708309;0.277991;0.562306;0.065503;0.755666;0.087392;0.224263;0.414563;0.311206;0.464412;0.453135;0.669043;0.043605;0.176614
2015-01-16T05:00:00Z;0.949731;0.880621;0.940422;0.528517;0.955417;0.798830;0.023413;0.249074;0.005815;0.750805;0.317027;0.574351;0.066744;0.779846;0.091313;0.248496;0.447059;0.312798;0.435288;0.455419;0.622584;0.048990;0.176144
2015-01-16T06:00:00Z;0.953538;0.845531;0.939655;0.607147;0.942544;0.800982;0.023512;0.256849;0.007121;0.802774;0.385545;0.517718;0.076683;0.833075;0.118933;0.277126;0.482288;0.222833;0.487172;0.433697;0.437738;0.055623;0.186467
2015-01-16T07:00:00Z;0.953729;0.797878;0.942121;0.619233;0.953734;0.757885;0.020296;0.317700;0.004451;0.836962;0.446861;0.502891;0.083939;0.876181;0.132552;0.297532;0.501964;0.128888;0.476908;0.455666;0.436717;0.057398;0.175519
2015-01-16T08:00:00Z;0.953578;0.856690;0.926357;0.627311;0.958192;0.727928;0.014588;0.419971;0.003598;0.878004;0.502062;0.500823;0.086967;0.805457;0.168563;0.318068;0.517139;0.156891;0.475923;0.462523;0.438881;0.057715;0.165671
2015-01-16T09:00:00Z;0.948087;0.822295;0.905270;0.587323;0.958722;0.775245;0.009764;0.472298;0.003817;0.892627;0.540145;0.517072;0.085239;0.725094;0.186893;0.342880;0.524775;0.208801;0.466200;0.462013;0.497091;0.056277;0.160940
2015-01-16T10:00:00Z;0.934051;0.774703;0.865808;0.549068;0.958976;0.808597;0.005850;0.523525;0.004262;0.898626;0.576568;0.573692;0.085638;0.661926;0.199881;0.361480;0.521970;0.262871;0.469621;0.446594;0.546479;0.056277;0.173550
2015-01-16T11:00:00Z;0.903152;0.702705;0.802137;0.482483;0.958940;0.798562;0.003337;0.570770;0.004083;0.891073;0.606268;0.636263;0.086932;0.611982;0.196062;0.373936;0.508670;0.282353;0.477285;0.415208;0.581210;0.057087;0.189329
2015-01-16T12:00:00Z;0.816316;0.472519;0.753155;0.387464;0.955080;0.666723;0.000648;0.553438;0.004753;0.896533;0.654237;0.520960;0.081781;0.646341;0.206122;0.382954;0.479453;0.323599;0.503478;0.367928;0.502678;0.066178;0.230809
2015-01-16T13:00:00Z;0.789716;0.440676;0.741844;0.434281;0.948245;0.583696;0.000758;0.576409;0.003582;0.893793;0.668290;0.461925;0.078969;0.628445;0.184027;0.395895;0.442791;0.275557;0.482428;0.322689;0.490562;0.061309;0.223401
2015-01-16T14:00:00Z;0.775480;0.407461;0.628790;0.476800;0.945002;0.446226;0.000570;0.615361;0.003847;0.868440;0.682785;0.439876;0.075370;0.594237;0.136943;0.419682;0.439433;0.200948;0.455249;0.296675;0.486917;0.064528;0.205712
2015-01-16T15:00:00Z;0.730648;0.210646;0.479410;0.472413;0.931949;0.368096;0.000473;0.682290;0.003622;0.833797;0.673806;0.477191;0.076689;0.560231;0.109526;0.434289;0.436227;0.153103;0.441633;0.296484;0.483731;0.067842;0.168780
2015-01-16T16:00:00Z;0.694054;0.175037;0.377780;0.496900;0.914125;0.304512;0.000584;0.741219;0.004387;0.802425;0.668608;0.533155;0.075199;0.532866;0.113022;0.446677;0.427215;0.147255;0.429723;0.287937;0.471491;0.072258;0.148637
2015-01-16T17:00:00Z;0.663358;0.302609;0.317518;0.526228;0.899418;0.260820;0.000000;0.793562;0.005031;0.778183;0.654239;0.576486;0.072530;0.517319;0.120254;0.456417;0.407950;0.167093;0.416813;0.270905;0.447441;0.076500;0.147245
2015-01-16T18:00:00Z;0.651893;0.291621;0.383714;0.480205;0.855827;0.261602;0.000946;0.838155;0.007749;0.814908;0.668422;0.550157;0.075022;0.567374;0.123906;0.478592;0.398084;0.087618;0.427259;0.269976;0.308121;0.085261;0.132937
2015-01-16T19:00:00Z;0.642482;0.285538;0.407792;0.493260;0.834683;0.224031;0.000933;0.863442;0.009148;0.795970;0.629678;0.508532;0.064343;0.685652;0.135268;0.474933;0.356651;0.120524;0.418748;0.241356;0.280411;0.087217;0.118555
2015-01-16T20:00:00Z;0.626952;0.322399;0.418344;0.490945;0.844617;0.215241;0.002318;0.883448;0.010007;0.773033;0.599483;0.480458;0.053553;0.785008;0.146510;0.467531;0.325726;0.141604;0.411136;0.233232;0.248908;0.090006;0.107512
2015-01-16T21:00:00Z;0.636439;0.405615;0.433601;0.485807;0.831459;0.276738;0.004356;0.912002;0.012093;0.749547;0.576352;0.424342;0.044695;0.845093;0.145035;0.455189;0.311401;0.141348;0.408370;0.246108;0.223288;0.088931;0.099661
2015-01-16T22:00:00Z;0.637238;0.452297;0.464465;0.481734;0.813976;0.336250;0.007304;0.924893;0.014212;0.721368;0.561477;0.382784;0.038925;0.879500;0.143250;0.440291;0.301806;0.141933;0.407083;0.257305;0.192819;0.088774;0.098086
2015-01-16T23:00:00Z;0.641709;0.486296;0.505580;0.472838;0.786535;0.362436;0.011689;0.932435;0.016314;0.686649;0.554577;0.348235;0.036758;0.894272;0.137444;0.424423;0.299140;0.135844;0.406083;0.268003;0.163639;0.091015;0.096999
2015-01-17T00:00:00Z;0.598496;0.459063;0.560088;0.470857;0.710372;0.392463;0.013580;0.928958;0.018165;0.647976;0.549292;0.319552;0.043455;0.791142;0.144701;0.351846;0.286930;0.139346;0.389578;0.284296;0.143867;0.105654;0.095442
2015-01-17T01:00:00Z;0.640264;0.257726;0.531049;0.469455;0.649326;0.311313;0.014794;0.934502;0.019842;0.634120;0.547942;0.281907;0.039870;0.776157;0.139028;0.366585;0.312553;0.116276;0.391811;0.288815;0.104172;0.112433;0.100733
2015-01-17T02:00:00Z;0.679960;0.157144;0.505693;0.493699;0.607374;0.292753;0.017465;0.950277;0.022516;0.606806;0.550461;0.247098;0.037597;0.777318;0.142771;0.367615;0.316587;0.088053;0.391775;0.290456;0.066842;0.119544;0.108092
2015-01-17T03:00:00Z;0.704825;0.194206;0.556459;0.476679;0.605629;0.302749;0.021355;0.961092;0.024615;0.587495;0.553469;0.229877;0.032901;0.789772;0.139531;0.371352;0.323790;0.064131;0.386599;0.276705;0.058222;0.130405;0.113996
2015-01-17T04:00:00Z;0.726695;0.197329;0.602447;0.473225;0.613518;0.311404;0.025172;0.964880;0.026742;0.574130;0.556779;0.240106;0.028692;0.793063;0.136632;0.374529;0.334236;0.051879;0.386928;0.268455;0.053347;0.144930;0.119550
2015-01-17T05:00:00Z;0.735926;0.179196;0.651852;0.485406;0.627166;0.317371;0.029028;0.963383;0.026822;0.571442;0.559797;0.277708;0.025464;0.784385;0.130683;0.376840;0.351235;0.055968;0.386439;0.270117;0.050110;0.162451;0.119774
2015-01-17T06:00:00Z;0.728001;0.211388;0.677794;0.522602;0.743319;0.364073;0.026038;0.962433;0.023456;0.647767;0.586843;0.345818;0.030212;0.696053;0.134341;0.386761;0.404826;0.074374;0.364200;0.315128;0.038856;0.183163;0.124989
2015-01-17T07:00:00Z;0.734570;0.250016;0.701812;0.538050;0.768471;0.410648;0.021385;0.952471;0.016329;0.626991;0.577547;0.404758;0.022097;0.671219;0.135072;0.384217;0.415124;0.095350;0.352122;0.325240;0.031686;0.206071;0.121865
2015-01-17T08:00:00Z;0.743625;0.356178;0.697847;0.586776;0.808821;0.440083;0.016388;0.919101;0.011351;0.581743;0.573826;0.452277;0.017262;0.634915;0.152907;0.378003;0.408239;0.112990;0.341569;0.362559;0.032588;0.216249;0.133983
2015-01-17T09:00:00Z;0.775945;0.485623;0.673708;0.602574;0.845129;0.456947;0.016509;0.883503;0.008199;0.525419;0.558790;0.484275;0.015759;0.580503;0.152289;0.377543;0.407957;0.114046;0.322902;0.401489;0.032567;0.219491;0.139248
2015-01-17T10:00:00Z;0.805176;0.585363;0.654691;0.614209;0.872438;0.527501;0.018353;0.836672;0.007342;0.477566;0.538234;0.520812;0.014828;0.540526;0.148481;0.378389;0.413377;0.123164;0.305517;0.417095;0.038377;0.219583;0.139260
2015-01-17T11:00:00Z;0.811084;0.643980;0.652714;0.618422;0.872650;0.602795;0.021304;0.800966;0.007617;0.435144;0.513748;0.536853;0.014168;0.505512;0.138596;0.385069;0.406825;0.129493;0.287889;0.399067;0.055532;0.213722;0.137869
2015-01-17T12:00:00Z;0.809033;0.615908;0.754799;0.584041;0.890545;0.597608;0.030874;0.830973;0.008010;0.456382;0.502043;0.475306;0.016389;0.502879;0.138202;0.425609;0.421215;0.140244;0.264921;0.423757;0.111605;0.194465;0.169731
2015-01-17T13:00:00Z;0.827106;0.794249;0.748543;0.602020;0.919777;0.638749;0.036743;0.738972;0.004968;0.455542;0.458643;0.492079;0.015753;0.495467;0.130783;0.444927;0.395444;0.127143;0.244298;0.401869;0.154591;0.192662;0.169586
2015-01-17T14:00:00Z;0.840054;0.897128;0.736442;0.591586;0.926481;0.656380;0.049819;0.664998;0.007630;0.475594;0.421392;0.487014;0.016651;0.466519;0.116576;0.472597;0.423927;0.115990;0.220902;0.392033;0.235532;0.199270;0.158956
2015-01-17T15:00:00Z;0.843420;0.902633;0.733445;0.547672;0.922262;0.680774;0.064266;0.549436;0.010847;0.499310;0.403164;0.443787;0.017756;0.434029;0.091710;0.478111;0.415480;0.083266;0.205109;0.359119;0.340721;0.210454;0.129552
2015-01-17T16:00:00Z;0.827513;0.897675;0.734356;0.512344;0.911268;0.721698;0.073278;0.461295;0.015380;0.521806;0.388016;0.397917;0.018614;0.414411;0.088196;0.487326;0.400567;0.086991;0.199492;0.333117;0.430069;0.219857;0.080279
2015-01-17T17:00:00Z;0.793169;0.830557;0.743221;0.489471;0.891289;0.778135;0.076845;0.373623;0.019725;0.539324;0.375446;0.345571;0.020334;0.404082;0.086361;0.493434;0.370421;0.111587;0.207118;0.308657;0.497415;0.226771;0.071810
2015-01-17T18:00:00Z;0.751270;0.739818;0.853308;0.343201;0.932999;0.786281;0.093508;0.280361;0.026323;0.556892;0.375796;0.344403;0.021936;0.412948;0.081469;0.499314;0.338725;0.129758;0.223579;0.312584;0.493870;0.206318;0.067941
2015-01-17T19:00:00Z;0.759315;0.644941;0.846509;0.376716;0.910605;0.820113;0.096146;0.239378;0.025636;0.588288;0.354777;0.366805;0.025984;0.442768;0.085435;0.489175;0.318552;0.135068;0.218673;0.284701;0.587688;0.205471;0.064126
2015-01-17T20:00:00Z;0.753952;0.548898;0.826262;0.385116;0.883795;0.794060;0.098422;0.225184;0.024034;0.629890;0.333909;0.395092;0.027255;0.467455;0.083016;0.478878;0.306877;0.118782;0.216143;0.254241;0.684971;0.203335;0.058607
2015-01-17T21:00:00Z;0.735604;0.529274;0.775556;0.335352;0.878455;0.762534;0.097579;0.219402;0.023619;0.641844;0.322976;0.406192;0.025930;0.509419;0.069164;0.464051;0.271116;0.140892;0.227371;0.219108;0.798404;0.198877;0.071473
2015-01-17T22:00:00Z;0.725512;0.530987;0.720390;0.277087;0.864031;0.734579;0.096778;0.222020;0.023913;0.645931;0.315309;0.420545;0.025247;0.555976;0.069016;0.455975;0.239343;0.179639;0.256369;0.192965;0.871281;0.195575;0.086134
2015-01-17T23:00:00Z;0.724674;0.540676;0.667981;0.209349;0.857848;0.707913;0.094005;0.225107;0.026389;0.645050;0.308199;0.427788;0.024579;0.590897;0.074964;0.448860;0.208570;0.225589;0.289093;0.177439;0.851490;0.190652;0.101809
2015-01-18T00:00:00Z;0.693549;0.646452;0.616339;0.126822;0.844225;0.663601;0.097297;0.268922;0.030445;0.662798;0.307798;0.414003;0.036630;0.561644;0.097718;0.387620;0.168764;0.219618;0.307101;0.172669;0.814150;0.174380;0.111576
2015-01-18T01:00:00Z;0.672356;0.711831;0.576235;0.117005;0.795710;0.666229;0.097133;0.263801;0.031741;0.670142;0.299970;0.405076;0.035400;0.620753;0.097362;0.380809;0.161757;0.217755;0.341365;0.161628;0.777478;0.174776;0.115171
2015-01-18T02:00:00Z;0.672727;0.752054;0.560193;0.100554;0.765115;0.658274;0.100143;0.250094;0.032762;0.684175;0.305200;0.389923;0.036358;0.671780;0.091620;0.361313;0.138547;0.204742;0.369056;0.157865;0.734565;0.167244;0.113661
2015-01-18T03:00:00Z;0.671950;0.770388;0.560361;0.104296;0.807363;0.637385;0.105604;0.203545;0.034774;0.682319;0.313298;0.383681;0.037408;0.699399;0.088624;0.329235;0.113276;0.206920;0.391021;0.155107;0.681776;0.161083;0.114505
2015-01-18T04:00:00Z;0.661829;0.776360;0.541558;0.113901;0.811996;0.612170;0.111621;0.166005;0.037114;0.687658;0.325637;0.395865;0.038705;0.732401;0.089071;0.311016;0.097151;0.203108;0.421465;0.152043;0.600792;0.159760;0.118610
2015-01-18T05:00:00Z;0.646328;0.757535;0.513493;0.121200;0.788612;0.585218;0.115159;0.120454;0.035331;0.701852;0.336028;0.416884;0.041003;0.755637;0.091745;0.294415;0.085897;0.183552;0.435703;0.147660;0.516810;0.162170;0.123481
2015-01-18T06:00:00Z;0.451075;0.769244;0.444376;0.045943;0.721658;0.379156;0.141828;0.070597;0.033238;0.701887;0.358058;0.355473;0.055070;0.748192;0.082737;0.277306;0.086409;0.093143;0.422100;0.145421;0.463315;0.175374;0.136424
2015-01-18T07:00:00Z;0.438048;0.792896;0.434038;0.051265;0.715154;0.428921;0.135806;0.047227;0.028627;0.728356;0.361217;0.362486;0.053067;0.749555;0.088697;0.257062;0.079903;0.090175;0.392749;0.137253;0.382431;0.180746;0.144349
2015-01-18T08:00:00Z;0.426225;0.731945;0.405134;0.078579;0.698941;0.477600;0.115312;0.036437;0.025357;0.722774;0.359768;0.390845;0.055107;0.766426;0.094139;0.226051;0.078173;0.082845;0.356235;0.125324;0.273624;0.178585;0.143671
2015-01-18T09:00:00Z;0.404621;0.616639;0.364367;0.118674;0.652761;0.393074;0.097387;0.021481;0.024340;0.691532;0.340877;0.435976;0.064094;0.811087;0.087936;0.208208;0.072468;0.084619;0.335716;0.114670;0.200412;0.168258;0.131313
2015-01-18T10:00:00Z;0.387317;0.491960;0.322695;0.190697;0.604436;0.323197;0.085880;0.012997;0.023464;0.662512;0.325980;0.466764;0.071230;0.845579;0.086307;0.187987;0.065534;0.101133;0.320268;0.108974;0.154568;0.156054;0.124342
2015-01-18T11:00:00Z;0.374243;0.381765;0.266012;0.277126;0.538116;0.252951;0.078242;0.009720;0.021843;0.626244;0.311935;0.480643;0.077528;0.873636;0.089698;0.167779;0.056872;0.134505;0.307674;0.100537;0.127448;0.140406;0.115988
2015-01-18T12:00:00Z;0.279940;0.152802;0.221453;0.317626;0.454785;0.076769;0.090144;0.019974;0.019838;0.575882;0.319822;0.516534;0.093735;0.858752;0.118463;0.144943;0.041551;0.296384;0.302952;0.096571;0.122229;0.134236;0.139658
2015-01-18T13:00:00Z;0.286813;0.119403;0.180811;0.372529;0.424354;0.111194;0.087739;0.011698;0.011515;0.531504;0.312520;0.536591;0.081114;0.816608;0.120196;0.128617;0.033015;0.397734;0.269984;0.087407;0.135658;0.115095;0.136561
2015-01-18T14:00:00Z;0.268759;0.074757;0.125933;0.417688;0.391180;0.124414;0.100945;0.019392;0.017895;0.504443;0.300852;0.555695;0.074013;0.785433;0.114285;0.129656;0.028398;0.491493;0.258386;0.076237;0.133560;0.105499;0.143194
2015-01-18T15:00:00Z;0.253095;0.016610;0.097724;0.426602;0.353913;0.075153;0.113473;0.011731;0.020910;0.485680;0.285623;0.570388;0.072168;0.753337;0.090220;0.126819;0.023599;0.459544;0.272576;0.074394;0.134579;0.101815;0.132664
2015-01-18T16:00:00Z;0.247697;0.001399;0.076134;0.418457;0.321100;0.053340;0.122830;0.010083;0.025003;0.466125;0.274477;0.603339;0.072203;0.726714;0.086581;0.121655;0.021313;0.420866;0.294879;0.074765;0.168955;0.100692;0.127974
2015-01-18T17:00:00Z;0.248344;0.000868;0.059490;0.400041;0.294941;0.037623;0.127339;0.012571;0.027382;0.449076;0.262361;0.636108;0.072749;0.696054;0.090161;0.116912;0.021216;0.361686;0.310315;0.077638;0.284608;0.099109;0.132558
2015-01-18T18:00:00Z;0.121696;0.071077;0.027822;0.362048;0.267775;0.021250;0.149331;0.028824;0.031301;0.489128;0.277318;0.690256;0.083889;0.607044;0.096382;0.112403;0.021166;0.340843;0.330401;0.081523;0.682872;0.082478;0.140529
2015-01-18T19:00:00Z;0.122965;0.074821;0.021432;0.336692;0.227307;0.030183;0.148400;0.046791;0.032702;0.451500;0.253721;0.691518;0.076904;0.574824;0.093746;0.108072;0.022917;0.314856;0.314145;0.075145;0.844851;0.076470;0.141061
2015-01-18T20:00:00Z;0.091725;0.102229;0.021107;0.305449;0.193296;0.026685;0.139607;0.048544;0.031905;0.418349;0.238118;0.671404;0.080647;0.533254;0.094139;0.102450;0.021968;0.293552;0.313289;0.063112;0.823452;0.070674;0.131103
2015-01-18T21:00:00Z;0.068237;0.139352;0.019342;0.295225;0.169424;0.013424;0.138504;0.080165;0.029789;0.382285;0.220379;0.675006;0.091512;0.476936;0.088305;0.095706;0.022839;0.236670;0.322759;0.060108;0.843082;0.065377;0.127132
2015-01-18T22:00:00Z;0.058150;0.157719;0.017882;0.280300;0.146978;0.009904;0.141589;0.113271;0.029295;0.350665;0.214118;0.683861;0.098698;0.419760;0.087680;0.090428;0.025658;0.180294;0.334874;0.060684;0.862292;0.062562;0.127526
2015-01-18T23:00:00Z;0.060512;0.149667;0.015553;0.263665;0.121138;0.008418;0.146441;0.122169;0.030000;0.318446;0.209673;0.681164;0.101893;0.363483;0.084639;0.085649;0.029112;0.128534;0.344709;0.066047;0.904211;0.061167;0.132889
2015-01-19T00:00:00Z;0.046101;0.189645;0.012597;0.186510;0.054083;0.009751;0.166246;0.076759;0.038808;0.267638;0.207482;0.668929;0.109205;0.314065;0.079344;0.071600;0.022576;0.084848;0.342667;0.055235;0.975163;0.067134;0.152946
2015-01-19T01:00:00Z;0.048985;0.138715;0.014644;0.186801;0.055664;0.007645;0.159664;0.068603;0.035674;0.259890;0.205393;0.634261;0.113613;0.255248;0.076045;0.071345;0.025879;0.059375;0.350901;0.053572;0.988618;0.067126;0.176528
2015-01-19T02:00:00Z;0.047363;0.117513;0.017427;0.206032;0.076751;0.007923;0.161749;0.078834;0.033210;0.234297;0.202482;0.596153;0.122108;0.199542;0.077723;0.070097;0.024468;0.046181;0.368949;0.049694;0.979405;0.067022;0.197548
2015-01-19T03:00:00Z;0.047368;0.105293;0.016796;0.218089;0.117569;0.008280;0.160656;0.089362;0.032078;0.204957;0.199826;0.581357;0.124607;0.162767;0.077028;0.066428;0.023158;0.043317;0.387200;0.051271;0.967891;0.062272;0.209965
2015-01-19T04:00:00Z;0.047538;0.092721;0.013691;0.222076;0.161155;0.009568;0.160717;0.102108;0.031967;0.180946;0.206334;0.577720;0.127747;0.153816;0.078060;0.064381;0.024312;0.042086;0.406058;0.059110;0.953468;0.060345;0.227005
2015-01-19T05:00:00Z;0.046467;0.078958;0.011775;0.207184;0.187184;0.011605;0.155082;0.106805;0.028623;0.160743;0.211304;0.563517;0.128712;0.156402;0.080962;0.063110;0.027795;0.046761;0.429890;0.070748;0.931975;0.059419;0.240828
2015-01-19T06:00:00Z;0.033726;0.130976;0.009960;0.126914;0.257420;0.026305;0.178586;0.063363;0.023543;0.141325;0.230365;0.553740;0.127644;0.106803;0.077815;0.059184;0.033874;0.054149;0.460450;0.098026;0.919146;0.067702;0.256710
2015-01-19T07:00:00Z;0.066495;0.078403;0.013960;0.097400;0.295518;0.026238;0.167214;0.062272;0.019108;0.132937;0.224347;0.472244;0.141449;0.135345;0.081882;0.061080;0.042844;0.058404;0.469673;0.103018;0.862766;0.071198;0.268803
2015-01-19T08:00:00Z;0.114923;0.038804;0.017617;0.079448;0.345267;0.019989;0.160981;0.059448;0.018575;0.121132;0.221892;0.402492;0.151727;0.176996;0.099886;0.061462;0.043840;0.080892;0.483034;0.107571;0.818679;0.074043;0.267155
2015-01-19T09:00:00Z;0.141569;0.010747;0.020439;0.075881;0.364700;0.009836;0.155992;0.047156;0.018541;0.110266;0.223283;0.346915;0.152431;0.232004;0.127790;0.056913;0.047995;0.117834;0.492768;0.104127;0.786323;0.070394;0.269409
2015-01-19T10:00:00Z;0.156670;0.001745;0.023710;0.078102;0.376403;0.006209;0.147670;0.037901;0.018844;0.101181;0.228814;0.292036;0.155722;0.297470;0.158071;0.048820;0.051571;0.154420;0.496887;0.096980;0.755585;0.066313;0.277119
2015-01-19T11:00:00Z;0.142674;0.000157;0.023717;0.077059;0.365942;0.005198;0.142290;0.028535;0.017268;0.092887;0.235827;0.237878;0.139800;0.370714;0.175292;0.037175;0.054365;0.176303;0.495962;0.088870;0.720937;0.059612;0.280274
2015-01-19T12:00:00Z;0.136838;0.000135;0.024436;0.048133;0.295804;0.011879;0.139866;0.026182;0.009032;0.063766;0.243833;0.176962;0.139851;0.530061;0.161759;0.022374;0.075619;0.216771;0.521892;0.103747;0.682271;0.056853;0.332548
2015-01-19T13:00:00Z;0.122447;0.001821;0.021619;0.032403;0.312709;0.013956;0.128593;0.024615;0.004817;0.065852;0.245745;0.135415;0.115250;0.560947;0.137646;0.019176;0.080248;0.180043;0.511685;0.116206;0.651461;0.060412;0.301469
2015-01-19T14:00:00Z;0.116429;0.002931;0.015717;0.032413;0.333067;0.017957;0.135032;0.013423;0.007036;0.075120;0.246863;0.115121;0.104243;0.596606;0.102592;0.020975;0.091264;0.143596;0.501016;0.137174;0.621585;0.064198;0.265959
2015-01-19T15:00:00Z;0.156023;0.008690;0.013731;0.034656;0.359228;0.017369;0.140687;0.004609;0.009393;0.075953;0.241115;0.097236;0.093723;0.617972;0.058866;0.023990;0.104633;0.098381;0.497764;0.156797;0.551091;0.063058;0.214446
2015-01-19T16:00:00Z;0.230789;0.016944;0.015074;0.035640;0.387424;0.015325;0.146189;0.000845;0.012420;0.085471;0.236676;0.079885;0.086762;0.610844;0.052751;0.027866;0.119364;0.076404;0.495765;0.173466;0.461817;0.063971;0.164323
2015-01-19T17:00:00Z;0.315146;0.025095;0.019957;0.035563;0.422140;0.012966;0.147514;0.000000;0.014386;0.092650;0.230824;0.064734;0.083696;0.600580;0.053914;0.031431;0.129894;0.063624;0.501022;0.180266;0.387729;0.064480;0.141266
2015-01-19T18:00:00Z;0.384435;0.011946;0.041838;0.015290;0.509070;0.021171;0.171022;0.000000;0.017648;0.084889;0.217933;0.056308;0.095683;0.603603;0.056954;0.040373;0.179860;0.082405;0.505491;0.182544;0.334529;0.066581;0.133052
2015-01-19T19:00:00Z;0.390898;0.015217;0.045143;0.018705;0.532115;0.026978;0.171677;0.001406;0.018043;0.086787;0.207072;0.037865;0.098956;0.631765;0.058877;0.038025;0.186404;0.067672;0.516525;0.181536;0.285274;0.069093;0.121120
2015-01-19T20:00:00Z;0.364078;0.017065;0.042779;0.028760;0.522186;0.025957;0.166048;0.004194;0.016836;0.086793;0.194632;0.037593;0.099999;0.635294;0.059899;0.037289;0.192855;0.053415;0.524613;0.197067;0.227747;0.074867;0.118519
2015-01-19T21:00:00Z;0.324534;0.013858;0.039207;0.036921;0.499531;0.027947;0.149424;0.017953;0.015615;0.082690;0.186729;0.049344;0.097101;0.625452;0.061563;0.038006;0.201519;0.054381;0.524246;0.199854;0.160639;0.078405;0.111889
2015-01-19T22:00:00Z;0.294303;0.013527;0.035212;0.043750;0.479827;0.030274;0.136312;0.033967;0.015037;0.081776;0.179491;0.069305;0.094000;0.608359;0.065135;0.040859;0.211764;0.059946;0.520016;0.200369;0.137048;0.081456;0.108111
2015-01-19T23:00:00Z;0.270896;0.015032;0.031738;0.045260;0.474326;0.032384;0.121471;0.052203;0.014735;0.084414;0.172140;0.095778;0.090081;0.596075;0.067680;0.044476;0.225111;0.063090;0.506398;0.197321;0.156397;0.081698;0.102569
2015-01-20T00:00:00Z;0.279769;0.010616;0.046988;0.042410;0.537661;0.037737;0.125868;0.063492;0.018526;0.111267;0.157118;0.117593;0.113327;0.603702;0.064740;0.054953;0.202381;0.054232;0.463620;0.226459;0.249524;0.077676;0.096321
2015-01-20T01:00:00Z;0.218436;0.003632;0.047368;0.034498;0.640803;0.054017;0.116486;0.087372;0.019545;0.121153;0.149699;0.151835;0.107702;0.627566;0.065811;0.065028;0.256157;0.046542;0.500752;0.252124;0.201803;0.086882;0.095588
2015-01-20T02:00:00Z;0.155425;0.006430;0.049611;0.030173;0.756002;0.054574;0.116391;0.118584;0.019843;0.138829;0.149320;0.189694;0.105765;0.656959;0.065302;0.070106;0.287865;0.042867;0.525294;0.273093;0.151114;0.094048;0.096958
2015-01-20T03:00:00Z;0.179478;0.015362;0.055341;0.035150;0.783213;0.057762;0.113399;0.152217;0.020163;0.156279;0.156710;0.232625;0.104339;0.658892;0.060025;0.075334;0.313045;0.038796;0.513189;0.271680;0.242841;0.095361;0.093578
2015-01-20T04:00:00Z;0.245925;0.020283;0.062851;0.040913;0.800748;0.065504;0.113769;0.183622;0.020563;0.168093;0.165686;0.274758;0.104748;0.654802;0.058328;0.084578;0.329091;0.044796;0.502223;0.270980;0.450312;0.098096;0.097647
2015-01-20T05:00:00Z;0.322069;0.016156;0.067808;0.049029;0.809055;0.074853;0.111735;0.213181;0.018426;0.175904;0.174764;0.312890;0.106475;0.636376;0.057300;0.094265;0.333237;0.062049;0.488719;0.268180;0.593338;0.099776;0.100619
2015-01-20T06:00:00Z;0.346730;0.001377;0.079393;0.031365;0.834305;0.054261;0.106004;0.262182;0.015534;0.172079;0.172493;0.330579;0.109902;0.597288;0.069104;0.094101;0.330212;0.057403;0.494962;0.273690;0.675903;0.112846;0.103359
