wavelength (nm),Xe arc lamp (W*m-2*nm-1)
934.06165,0.91852
934.30426,0.94812
934.54694,0.97664
934.78961,1.003
935.03229,1.02756
935.27496,1.05016
935.5177,1.0702
935.76038,1.08724
936.00311,1.10232
936.24579,1.115
936.48853,1.12484
936.73126,1.13028
936.974,1.132
937.21674,1.12904
937.45947,1.11968
937.70221,1.10464
937.94501,1.08728
938.18774,1.07044
938.43054,1.0548
938.67328,1.04056
938.91608,1.02712
939.15887,1.01416
939.40167,1.00376
939.64447,0.99556
939.88727,0.9882
940.13013,0.98296
940.37292,0.98036
940.61578,0.97896
940.85858,0.97708
941.10144,0.97652
941.3443,0.97736
941.58716,0.97972
941.83002,0.98176
942.07288,0.98152
942.31573,0.98244
942.55865,0.98616
942.80151,0.9906
943.04443,0.99412
943.28735,0.99688
943.53021,0.99856
943.77313,1.00116
944.01605,1.006
944.25903,1.011
944.50195,1.01636
944.74487,1.02396
944.98785,1.0324
945.23077,1.04192
945.47375,1.05444
945.71674,1.07192
945.95966,1.09232
946.20264,1.1144
946.44562,1.13652
946.68866,1.15736
946.93164,1.17744
947.17462,1.19588
947.41766,1.2136
947.66064,1.22952
947.90369,1.24296
948.14673,1.25288
948.38977,1.25964
948.63281,1.2638
948.87585,1.26448
949.1189,1.26196
949.36194,1.25492
949.60504,1.24228
949.84808,1.22568
950.09119,1.20584
950.33429,1.1814
950.57739,1.15128
950.8205,1.11688
951.0636,1.07928
951.3067,1.04056
951.5498,1.00344
951.79297,0.96748
952.03607,0.93244
952.27924,0.89612
952.52234,0.8606
952.7655,0.8276
953.00867,0.79784
953.25183,0.7712
953.495,0.74592
953.73816,0.72152
953.98138,0.69876
954.22455,0.67856
954.46771,0.66092
954.71094,0.64524
954.95416,0.63116
955.19739,0.61864
955.44055,0.6074
955.68378,0.59668
955.92706,0.58604
956.17029,0.57484
956.41351,0.563
956.6568,0.5516
956.90002,0.5412
957.14331,0.53252
957.38654,0.52548
957.62982,0.51968
957.87311,0.51452
958.11639,0.51012
958.35968,0.50648
958.60303,0.50356
958.84631,0.50144
959.08966,0.49996
959.33295,0.49904
959.57629,0.4982
959.81958,0.49712
960.06293,0.4966
960.30627,0.49624
960.54962,0.4962
960.79303,0.49668
961.03638,0.49784
961.27972,0.50032
961.52313,0.50436
961.76648,0.50948
962.00989,0.51508
962.2533,0.52044
962.49664,0.52576
962.74005,0.53196
962.98352,0.53952
963.22693,0.54888
963.47034,0.56092
963.71375,0.5746
963.95721,0.58824
964.20062,0.60152
964.44409,0.61476
964.68756,0.62872
964.93103,0.64296
965.1745,0.65724
965.41797,0.67052
965.66144,0.68372
965.90491,0.69732
966.14844,0.7104
966.39191,0.7226
966.63544,0.73476
966.87891,0.7464
967.12244,0.75812
967.36597,0.7706
967.6095,0.78312
967.85303,0.79444
968.09656,0.8026
968.34015,0.80616
968.58368,0.80648
968.82721,0.80564
969.0708,0.80496
969.31439,0.80416
969.55792,0.80312
969.80151,0.80152
970.04511,0.79884
970.2887,0.79504
970.53229,0.79056
970.77594,0.78568
971.01953,0.78152
971.26318,0.7774
971.50677,0.77268
971.75043,0.7674
971.99408,0.76276
972.23767,0.75956
972.48132,0.75872
972.72498,0.7604
972.96869,0.76656
973.21234,0.77944
973.45599,0.79984
973.69971,0.82972
973.94336,0.87424
974.18707,0.9402
974.43079,1.02876
974.67444,1.1392
974.91815,1.26956
975.16187,1.41208
975.40564,1.55884
975.64935,1.70016
975.89307,1.82816
976.13684,1.93928
976.38055,2.03336
976.62433,2.11272
976.86804,2.1796
977.11182,2.23276
977.35559,2.27272
977.59937,2.30076
977.84314,2.31928
978.08698,2.32768
978.33075,2.32516
978.57452,2.30892
978.81836,2.27388
979.06213,2.21452
979.30597,2.12948
979.5498,2.01948
979.79364,1.88876
980.03748,1.74608
980.28131,1.59892
980.52515,1.45588
980.76898,1.3248
981.01288,1.20904
981.25671,1.10924
981.50061,1.02372
981.74445,0.94932
981.98834,0.88596
982.23224,0.83244
982.47614,0.78796
982.72003,0.75088
982.96393,0.72016
983.20782,0.69556
983.45178,0.677
983.69568,0.6648
983.93964,0.6566
984.18353,0.65224
984.42749,0.65132
984.67145,0.65384
984.91541,0.65956
985.15936,0.66876
985.40332,0.6814
985.64728,0.7
985.89124,0.72744
986.13525,0.76564
986.37921,0.81564
986.62323,0.87892
986.86719,0.95956
987.11121,1.06164
987.35522,1.18072
987.59924,1.31192
987.84326,1.44796
988.08728,1.58012
988.3313,1.705
988.57538,1.82072
988.8194,1.92396
989.06342,2.01608
989.3075,2.0994
989.55157,2.17516
989.79565,2.24088
990.03973,2.29568
990.28375,2.33924
990.52789,2.37032
990.77197,2.38668
991.01605,2.38708
991.26013,2.37084
991.50427,2.33796
991.74835,2.28344
991.99249,2.20516
992.23663,2.10696
992.48077,1.98888
992.72491,1.8638
992.96906,1.73768
993.2132,1.61764
993.45734,1.50196
993.70148,1.3976
993.94568,1.30084
994.18982,1.21272
994.43402,1.12844
994.67816,1.05312
994.92236,0.98488
995.16656,0.92692
995.41077,0.8748
995.65497,0.83072
995.89917,0.79096
996.14337,0.75832
996.38763,0.7282
996.63184,0.70404
996.8761,0.68116
997.1203,0.66312
997.36456,0.65072
997.60883,0.64108
997.85309,0.63328
998.09735,0.62688
998.34161,0.621
998.58588,0.61668
998.83014,0.61304
999.0744,0.60932
999.31873,0.6062
999.56299,0.60412
999.80731,0.602
1000.05164,0.59992
1000.2959,0.59764
1000.54022,0.59588
1000.78455,0.59384
1001.02887,0.5912
1001.27325,0.58836
1001.51758,0.58544
1001.7619,0.58204
1002.00629,0.57824
1002.25061,0.57436
1002.495,0.57084
1002.73932,0.56788
1002.9837,0.56504
1003.22809,0.56244
1003.47247,0.55992
1003.71686,0.5582
1003.96124,0.55868
1004.20569,0.5606
1004.45007,0.56348
1004.69446,0.56748
1004.9389,0.57296
1005.18335,0.58008
1005.42773,0.58348
1005.67218,0.58852
1005.91663,0.59344
1006.16107,0.59972
1006.40552,0.60528
1006.64996,0.61188
1006.89441,0.61752
1007.13892,0.62396
1007.38336,0.62908
1007.62787,0.63516
1007.87231,0.64052
1008.11682,0.64724
1008.36133,0.6534
1008.60584,0.66024
1008.85034,0.66528
1009.09485,0.67036
1009.33936,0.67372
1009.58386,0.67732
1009.82837,0.67896
1010.02899,0.68008
1010.07898,0.68408
1010.12891,0.68812
1010.17896,0.69208
1010.22888,0.69608
1010.27887,0.70008
1010.32886,0.70408
1010.37891,0.708
1010.42883,0.71188
1010.47888,0.71564
1010.52887,0.71928
1010.57892,0.72272
1010.62885,0.72596
1010.67896,0.72896
1010.72894,0.73172
1010.77899,0.73436
1010.8291,0.7368
1010.87909,0.73908
1010.9292,0.7412
1010.97919,0.74312
1011.0293,0.74484
1011.07935,0.74632
1011.12946,0.74756
1011.17944,0.74852
1011.22961,0.74928
1011.2796,0.7498
1011.32977,0.7502
1011.37982,0.7504
1011.42993,0.75052
1011.47998,0.75052
1011.53015,0.75044
1011.5802,0.75024
1011.63037,0.74988
1011.68048,0.7494
1011.73065,0.74872
1011.7807,0.74788
1011.83093,0.74692
1011.8811,0.74588
1011.93121,0.74472
1011.98138,0.74352
1012.03149,0.74228
1012.08173,0.741
1012.13184,0.73968
1012.18207,0.73828
1012.23218,0.73676
1012.28241,0.73516
1012.33258,0.73344
1012.38281,0.7316
1012.43298,0.72972
1012.48322,0.7278
1012.53339,0.72584
1012.58362,0.72392
1012.63379,0.722
1012.68408,0.72004
1012.73425,0.71808
1012.78455,0.71604
1012.83472,0.71392
1012.88501,0.71172
1012.9353,0.70948
1012.98554,0.70716
1013.03583,0.70484
1013.086,0.70256
1013.13635,0.70032
1013.18658,0.69808
1013.23688,0.69584
1013.28711,0.69364
1013.33746,0.6914
1013.3877,0.68908
1013.43805,0.68672
1013.48828,0.68428
1013.53864,0.68184
1013.58893,0.67936
1013.63928,0.67688
1013.68958,0.67444
1013.73993,0.672
1013.79022,0.6696
1013.84064,0.6672
1013.89087,0.66476
1013.94128,0.66228
1013.99158,0.65976
1014.04199,0.65712
1014.09241,0.65448
1014.14276,0.6518
1014.19318,0.64916
1014.24347,0.64652
1014.29395,0.64388
1014.34424,0.64128
1014.39471,0.63868
1014.44507,0.63612
1014.49548,0.63348
1014.54584,0.6308
1014.59631,0.62812
1014.64667,0.6254
1014.69714,0.62268
1014.74756,0.61996
1014.79804,0.61728
1014.84839,0.61468
1014.89887,0.61212
1014.94928,0.60956
1014.99982,0.60704
1015.05017,0.60448
1015.10071,0.60188
1015.15125,0.59928
1015.20166,0.59668
1015.2522,0.59404
1015.30261,0.59144
1015.35315,0.58892
1015.40356,0.5864
1015.45416,0.58396
1015.50458,0.58152
1015.55518,0.57912
1015.60559,0.57672
1015.65619,0.57428
1015.70667,0.5718
1015.7572,0.56936
1015.80774,0.56688
1015.85828,0.56444
1015.90881,0.56204
1015.95941,0.55968
1016.00989,0.55736
1016.06049,0.55512
1016.11102,0.55284
1016.16162,0.5506
1016.21228,0.54836
1016.26276,0.54604
1016.31342,0.54376
1016.36395,0.54148
1016.41461,0.5392
1016.46515,0.53696
1016.51581,0.5348
1016.56635,0.53264
1016.617,0.53056
1016.6676,0.52852
1016.71826,0.52644
1016.76886,0.52436
1016.81952,0.52228
1016.87012,0.5202
1016.92084,0.51808
1016.97144,0.516
1017.0221,0.514
1017.07269,0.512
1017.12341,0.51004
1017.17407,0.50812
1017.22479,0.50628
1017.27551,0.5044
1017.32611,0.50252
1017.37689,0.50064
1017.42749,0.49872
1017.47827,0.49684
1017.52893,0.49492
1017.57971,0.49308
1017.63037,0.49124
1017.68109,0.48948
1017.73181,0.48776
1017.78259,0.48604
1017.83325,0.48436
1017.88403,0.48264
1017.93475,0.48092
1017.98554,0.4792
1018.03626,0.47748
1018.08704,0.47576
1018.13776,0.47408
1018.1886,0.4724
1018.23932,0.4708
1018.29016,0.46924
1018.341,0.46768
1018.39172,0.46612
1018.44257,0.4646
1018.49329,0.46304
1018.54419,0.46148
1018.59491,0.45992
1018.64581,0.45832
1018.69659,0.4568
1018.74744,0.45528
1018.79822,0.45376
1018.84912,0.45232
1018.8999,0.45092
1018.95081,0.44952
1019.00159,0.44812
1019.05249,0.44672
1019.10333,0.44528
1019.15424,0.44384
1019.20508,0.44244
1019.25598,0.441
1019.30682,0.43964
1019.35773,0.43828
1019.40857,0.43696
1019.45953,0.43568
1019.5105,0.43444
1019.56134,0.43316
1019.61231,0.43192
1019.66315,0.43064
1019.71411,0.42932
1019.76501,0.42804
1019.81598,0.4268
1019.86688,0.42552
1019.91791,0.42432
1019.96875,0.42316
1020.01978,0.422
1020.07068,0.42084
1020.1217,0.41972
1020.17261,0.4186
1020.22363,0.41744
1020.2746,0.41628
1020.32562,0.41512
1020.37653,0.414
1020.42761,0.41288
1020.47852,0.41176
1020.5296,0.41072
1020.58063,0.40968
1020.63159,0.40868
1020.68268,0.40768
1020.73364,0.40668
1020.78473,0.40564
1020.83569,0.4046
1020.88678,0.40356
1020.93781,0.40256
1020.98889,0.40152
1021.03992,0.40056
1021.091,0.3996
1021.14203,0.39868
1021.19318,0.3978
1021.2442,0.39688
1021.29529,0.396
1021.34631,0.39512
1021.39746,0.3942
1021.44855,0.39328
1021.4997,0.39236
1021.55072,0.39144
1021.60187,0.39056
1021.65308,0.38972
1021.7041,0.38892
1021.75531,0.38808
1021.8064,0.38732
1021.85754,0.38652
1021.90869,0.38572
1021.95984,0.38492
1022.01099,0.38408
1022.0622,0.38328
1022.11328,0.38248
1022.16449,0.38168
1022.21564,0.38092
1022.26685,0.3802
1022.31799,0.37948
1022.3692,0.3788
1022.42035,0.37808
1022.47162,0.37736
1022.52277,0.37668
1022.57404,0.37596
1022.62518,0.3752
1022.67645,0.37452
1022.72772,0.3738
1022.77893,0.37316
1022.8302,0.37248
1022.88135,0.37188
1022.93268,0.37128
1022.98389,0.37068
1023.03516,0.37008
1023.08637,0.36948
1023.1377,0.36884
1023.1889,0.3682
1023.24023,0.36756
1023.29144,0.36696
1023.34283,0.3664
1023.39404,0.36584
1023.44537,0.36532
1023.49664,0.3648
1023.54797,0.36428
1023.59924,0.36376
1023.65064,0.36324
1023.7019,0.36268
1023.7533,0.36216
1023.80457,0.3616
1023.85596,0.36108
1023.90735,0.3606
1023.95862,0.36012
1024.01001,0.35964
1024.0614,0.35924
1024.11279,0.3588
1024.16406,0.35836
1024.21545,0.35792
1024.26685,0.35744
1024.31824,0.35696
1024.36963,0.35652
1024.42102,0.35604
1024.47241,0.3556
1024.5238,0.35516
1024.57519,0.3548
1024.62671,0.3544
1024.67798,0.354
1024.72949,0.3536
1024.78088,0.35324
1024.8324,0.3528
1024.88379,0.35236
1024.9353,0.35192
1024.98669,0.35152
1025.03821,0.35108
1025.08972,0.35068
1025.14111,0.35032
1025.19263,0.34996
1025.24402,0.3496
1025.29553,0.34924
1025.34705,0.34884
1025.39856,0.34844
1025.44995,0.34804
1025.50159,0.34764
1025.55298,0.34724
1025.60461,0.34684
1025.65601,0.34648
1025.70764,0.34612
1025.75903,0.34576
1025.81067,0.34544
1025.86218,0.34512
1025.9137,0.34476
1025.96521,0.3444
1026.01685,0.34408
1026.06848,0.34368
1026.12,0.34332
1026.17163,0.34296
1026.22314,0.34264
1026.27478,0.34232
1026.32629,0.34204
1026.37793,0.34172
1026.42944,0.34144
1026.48108,0.34116
1026.53272,0.34088
1026.58435,0.34056
1026.63586,0.34024
1026.6875,0.33992
1026.73914,0.3396
1026.79077,0.33932
1026.84241,0.33908
1026.89404,0.3388
1026.94568,0.33856
1026.99744,0.33836
1027.04895,0.33812
1027.10071,0.33788
1027.15247,0.3376
1027.2041,0.33732
1027.25574,0.33704
1027.30737,0.3368
1027.35913,0.33656
1027.41077,0.33632
1027.46252,0.33612
1027.51416,0.33592
1027.56592,0.33572
1027.61768,0.33552
1027.66943,0.33532
1027.72107,0.33512
1027.77283,0.33492
1027.82459,0.33468
1027.87634,0.33444
1027.92798,0.33424
1027.97986,0.33408
1028.03149,0.33392
1028.08337,0.33376
1028.13501,0.3336
1028.18689,0.33348
1028.23865,0.33336
1028.29041,0.33316
1028.34228,0.333
1028.39404,0.33284
1028.44592,0.33268
1028.49768,0.33256
1028.54944,0.3324
1028.6012,0.33228
1028.65308,0.3322
1028.70483,0.33212
1028.75671,0.33204
1028.80859,0.33192
1028.86047,0.33184
1028.91223,0.33172
1028.96411,0.3316
1029.01599,0.33148
1029.06787,0.3314
1029.11963,0.33128
1029.17163,0.33124
1029.22339,0.33116
1029.27539,0.33112
1029.32715,0.33108
1029.37915,0.33104
1029.43103,0.33096
1029.48291,0.33092
1029.53491,0.33084
1029.58679,0.33076
1029.63867,0.33072
1029.69055,0.33064
1029.74255,0.33064
1029.79443,0.3306
1029.84644,0.3306
1029.89831,0.3306
1029.95032,0.3306
1030.0022,0.33056
1030.0542,0.33056
1030.1062,0.33052
1030.1582,0.33052
1030.21008,0.33048
1030.26209,0.33048
1030.31409,0.33048
1030.36609,0.33048
1030.41809,0.33052
1030.47009,0.33056
1030.52222,0.33056
1030.5741,0.3306
1030.62622,0.3306
1030.67822,0.3306
1030.73023,0.3306
1030.78223,0.3306
1030.83435,0.3306
1030.88635,0.33064
1030.93848,0.33064
1030.99048,0.33068
1031.04248,0.33072
1031.0946,0.33076
1031.14673,0.33084
1031.19873,0.33084
1031.25085,0.33084
1031.30286,0.33084
1031.35498,0.33084
1031.4071,0.33084
1031.45923,0.33084
1031.51123,0.33084
1031.56348,0.33088
1031.6156,0.33092
1031.66773,0.33092
1031.71985,0.33092
1031.77197,0.33092
1031.8241,0.33088
1031.87622,0.33088
1031.92847,0.3308
1031.98047,0.33076
1032.03272,0.33068
1032.08484,0.33064
1032.13709,0.3306
1032.18921,0.33052
1032.24146,0.33048
1032.29358,0.33036
1032.34583,0.33024
1032.39795,0.33012
1032.45019,0.32996
1032.50232,0.3298
1032.55456,0.3296
1032.60681,0.3294
1032.65906,0.3292
1032.7113,0.329
1032.76355,0.3288
1032.8158,0.3286
1032.86804,0.32836
1032.92029,0.32812
1032.97253,0.32784
1033.02478,0.32756
1033.07703,0.32724
1033.12939,0.32692
1033.18152,0.3266
1033.23389,0.32632
1033.28613,0.326
1033.3385,0.32568
1033.39075,0.3254
1033.44312,0.32508
1033.49536,0.32472
1033.54773,0.3244
1033.59998,0.32404
1033.65234,0.32368
1033.70459,0.32332
1033.75696,0.32296
1033.80945,0.32264
1033.86169,0.32228
1033.91406,0.32196
1033.96643,0.3216
1034.0188,0.32128
1034.07117,0.32096
1034.12353,0.3206
1034.1759,0.32024
1034.22827,0.31988
1034.28064,0.31952
1034.33313,0.31916
1034.38538,0.3188
1034.43787,0.31844
1034.49023,0.31812
1034.54273,0.3178
1034.59509,0.31748
1034.64758,0.31716
1034.69995,0.3168
1034.75244,0.31648
1034.80481,0.31612
1034.8573,0.31576
1034.90967,0.31544
1034.96216,0.31508
1035.01477,0.31476
1035.06714,0.31444
1035.11963,0.31416
1035.17212,0.31384
1035.22461,0.31352
1035.2771,0.3132
1035.32959,0.31288
1035.38208,0.31256
1035.43457,0.31224
1035.48706,0.31188
1035.53967,0.3116
1035.59216,0.31128
1035.64465,0.311
1035.69714,0.31072
1035.74976,0.3104
1035.80225,0.31012
1035.85486,0.30984
1035.90735,0.30956
1035.95996,0.30928
1036.01245,0.30896
1036.06506,0.30868
1036.11768,0.30836
1036.17029,0.30812
1036.2229,0.30784
1036.27539,0.3076
1036.328,0.30732
1036.38062,0.30708
1036.43323,0.3068
1036.48584,0.30656
1036.53845,0.30628
1036.59106,0.306
1036.64368,0.30576
1036.69629,0.30548
1036.74902,0.30524
1036.80164,0.305
1036.85425,0.3048
1036.90686,0.30456
1036.9596,0.30436
1037.01221,0.30412
1037.06494,0.30388
1037.11755,0.30368
1037.17029,0.30344
1037.22302,0.3032
1037.27564,0.30296
1037.32837,0.30276
1037.3811,0.30256
1037.43384,0.30236
1037.48645,0.30216
1037.53931,0.302
1037.59192,0.3018
1037.64478,0.30164
1037.69739,0.30144
1037.75024,0.30124
1037.80286,0.30104
1037.85571,0.30084
1037.90845,0.30068
1037.96118,0.30048
1038.01392,0.30032
1038.06677,0.30016
1038.11951,0.30004
1038.17224,0.29988
1038.22498,0.29972
1038.27783,0.29956
1038.33069,0.2994
1038.38342,0.29924
1038.4364,0.29908
1038.48914,0.29892
1038.54199,0.2988
1038.59473,0.29868
1038.64758,0.29856
1038.70044,0.29844
1038.7533,0.29832
1038.80615,0.2982
1038.85901,0.29808
1038.91187,0.29792
1038.96472,0.2978
1039.01758,0.29768
1039.07044,0.29756
1039.12329,0.29744
1039.17627,0.29736
1039.22913,0.29728
1039.28198,0.2972
1039.33484,0.29708
1039.38782,0.297
1039.4408,0.29692
1039.49365,0.29684
1039.54663,0.29672
1039.59949,0.29664
1039.65247,0.29656
1039.70532,0.29648
1039.75842,0.2964
1039.81128,0.29636
1039.86426,0.29632
1039.91724,0.29624
1039.97022,0.2962
1040.02307,0.29616
1040.07617,0.29608
1040.12903,0.29604
1040.18213,0.29596
1040.23511,0.29592
1040.28809,0.29588
1040.34106,0.29584
1040.39416,0.29584
1040.44702,0.2958
1040.50012,0.29576
1040.5531,0.29576
1040.6062,0.29576
1040.6593,0.29572
1040.71228,0.29568
1040.76538,0.29568
1040.81836,0.29564
1040.87146,0.29564
1040.92444,0.29564
1040.97766,0.29564
1041.03064,0.29564
1041.08374,0.29568
1041.13684,0.29568
1041.18994,0.29568
1041.24304,0.29568
1041.29614,0.29572
1041.34924,0.29572
1041.40234,0.29572
1041.45544,0.29576
1041.50854,0.2958
1041.56165,0.29584
1041.61487,0.29588
1041.66797,0.29592
1041.72119,0.29596
1041.77429,0.296
1041.82739,0.29608
1041.88062,0.29612
1041.93372,0.29616
1041.98694,0.2962
1042.04016,0.29624
1042.09338,0.29628
1042.14648,0.29636
1042.19971,0.29644
1042.25293,0.29652
1042.30615,0.2966
1042.35925,0.29668
1042.4126,0.29676
1042.4657,0.29684
1042.51904,0.29688
1042.57214,0.29696
1042.62549,0.29704
1042.67859,0.29712
1042.73193,0.29724
1042.78516,0.29736
1042.8385,0.29744
1042.89172,0.29756
1042.94495,0.29764
1042.99829,0.29776
1043.05151,0.29784
1043.10486,0.29796
1043.15808,0.29808
1043.21143,0.29816
1043.26477,0.29828
1043.31812,0.2984
1043.37134,0.29852
1043.42468,0.29868
1043.47803,0.2988
1043.53137,0.29892
1043.5846,0.29908
1043.63806,0.2992
1043.69128,0.29936
1043.74475,0.29948
1043.79797,0.29964
1043.85144,0.29976
1043.90478,0.29992
1043.95813,0.30008
1044.0116,0.30024
1044.06494,0.30044
1044.11841,0.3006
1044.17175,0.30076
1044.22522,0.30092
1044.27856,0.30112
1044.33203,0.30128
1044.38538,0.30144
1044.43884,0.30164
1044.49219,0.3018
1044.54565,0.30204
1044.59912,0.30224
1044.65259,0.3024
1044.70593,0.30264
1044.75952,0.30284
1044.81287,0.30304
1044.86646,0.30324
1044.9198,0.30344
1044.97339,0.30364
1045.02673,0.30384
1045.08032,0.30408
1045.13391,0.30432
1045.18726,0.30456
1045.24085,0.3048
1045.29431,0.30504
1045.3479,0.30528
1045.40137,0.30552
1045.45496,0.30576
1045.50842,0.306
1045.56201,0.30624
1045.61548,0.30648
1045.66907,0.30676
1045.72253,0.307
1045.77625,0.30728
1045.82971,0.30756
1045.8833,0.30784
1045.93689,0.30812
1045.99048,0.3084
1046.04407,0.30864
1046.09766,0.30892
1046.15125,0.3092
1046.20483,0.30948
1046.25842,0.3098
1046.31213,0.31008
1046.36572,0.31036
1046.41931,0.31068
1046.47302,0.311
1046.52661,0.31132
1046.58032,0.3116
1046.63391,0.31192
1046.68762,0.31224
1046.74121,0.31256
1046.79492,0.31284
1046.84851,0.31316
1046.90222,0.31348
1046.95581,0.31384
1047.00964,0.3142
1047.06323,0.31452
1047.11694,0.31488
1047.17065,0.3152
1047.22437,0.31556
1047.27808,0.31588
1047.33179,0.31624
1047.3855,0.31656
1047.43933,0.31692
1047.49304,0.31728
1047.54675,0.31764
1047.60059,0.318
1047.6543,0.31836
1047.70801,0.31872
1047.76172,0.31908
1047.81555,0.31948
1047.86926,0.31984
1047.9231,0.32016
1047.97693,0.32056
1048.03076,0.32088
1048.08447,0.32124
1048.13831,0.3216
1048.19202,0.322
1048.24597,0.32236
1048.29968,0.32272
1048.35352,0.32308
1048.40735,0.32344
1048.46118,0.3238
1048.51501,0.32416
1048.56897,0.32452
1048.6228,0.32488
1048.67664,0.32524
1048.73059,0.3256
1048.7843,0.326
1048.83826,0.32636
1048.89209,0.32676
1048.94604,0.32716
1048.99988,0.32752
1049.05383,0.32792
1049.10767,0.32836
1049.16162,0.32876
1049.21545,0.3292
1049.26941,0.32964
1049.32336,0.33012
1049.37732,0.3306
1049.43115,0.33108
1049.48523,0.3316
1049.53906,0.33216
1049.59302,0.33272
1049.64697,0.33328
1049.70093,0.33388
1049.75501,0.33452
1049.80896,0.33516
1049.86291,0.33584
1049.91687,0.33656
1049.97095,0.33732
1050.0249,0.33812
1050.07898,0.33896
1050.13281,0.33984
1050.18689,0.3408
1050.24085,0.34176
1050.29492,0.3428
1050.349,0.34388
1050.40308,0.34504
1050.45703,0.34628
1050.51111,0.3476
1050.56506,0.34896
1050.61926,0.35044
1050.67322,0.352
1050.72729,0.35364
1050.78137,0.35536
1050.83545,0.35712
1050.88965,0.35896
1050.94373,0.3608
1050.9978,0.36268
1051.05188,0.3646
1051.10608,0.36656
1051.16003,0.36848
1051.21423,0.3704
1051.26831,0.37228
1051.32251,0.37416
1051.37659,0.37596
1051.43079,0.37772
1051.48486,0.3794
1051.53906,0.38096
1051.59314,0.38244
1051.64734,0.3838
1051.70154,0.38504
1051.75574,0.38616
1051.80981,0.38712
1051.86414,0.38796
1051.91821,0.38864
1051.97253,0.38924
1052.02673,0.38964
1052.08093,0.38996
1052.13513,0.39012
1052.18933,0.39016
1052.24353,0.39008
1052.29773,0.38988
1052.35205,0.3896
1052.40625,0.38924
1052.46057,0.38876
1052.51477,0.38816
1052.56909,0.38752
1052.62329,0.38676
1052.67761,0.38596
1052.73181,0.38508
1052.78613,0.38412
1052.84033,0.38312
1052.89465,0.38204
1052.94898,0.38096
1053.0033,0.3798
1053.0575,0.37864
1053.11194,0.37744
1053.16614,0.3762
1053.22058,0.37496
1053.2749,0.37368
1053.32922,0.3724
1053.38367,0.37112
1053.43787,0.36984
1053.49231,0.36852
1053.54663,0.36724
1053.60107,0.36592
1053.6554,0.36464
1053.70972,0.36332
1053.76404,0.36204
1053.81848,0.36076
1053.87292,0.35948
1053.92737,0.35824
1053.98169,0.35696
1054.03613,0.35572
1054.09045,0.35448
1054.14502,0.35324
1054.19934,0.35204
1054.25378,0.35084
1054.30823,0.34964
1054.36267,0.34848
1054.41724,0.34728
1054.47156,0.34612
1054.52612,0.345
1054.58057,0.34384
1054.63501,0.34272
1054.68945,0.34164
1054.74402,0.34052
1054.79846,0.33944
1054.85303,0.3384
1054.90747,0.33732
1054.96191,0.33628
1055.01648,0.33528
1055.07104,0.33424
1055.12549,0.33324
1055.18005,0.33224
1055.2345,0.33124
1055.28906,0.33028
1055.34363,0.32932
1055.39819,0.32836
1055.45276,0.32744
1055.50732,0.32652
1055.56189,0.32564
1055.61646,0.32472
1055.67114,0.32384
1055.72559,0.32296
1055.78027,0.32212
1055.83484,0.32124
1055.8894,0.3204
1055.94397,0.31956
1055.99866,0.31872
1056.05322,0.31792
1056.10791,0.31712
1056.16248,0.31632
1056.21716,0.31552
1056.27173,0.31476
1056.32642,0.314
1056.38098,0.31324
1056.43579,0.31248
1056.49036,0.31176
1056.54504,0.31104
1056.59973,0.31032
1056.65442,0.3096
1056.70911,0.30892
1056.76379,0.30824
1056.8186,0.30752
1056.87317,0.30684
1056.92798,0.3062
1056.98267,0.30552
1057.03735,0.30488
1057.09204,0.30424
1057.14685,0.30364
1057.20154,0.303
1057.25635,0.3024
1057.31103,0.30176
1057.36585,0.30116
1057.42053,0.30056
1057.47534,0.3
1057.53003,0.2994
1057.58484,0.29884
1057.63965,0.29828
1057.69446,0.29772
1057.74915,0.29716
1057.80408,0.2966
1057.85889,0.29608
1057.9137,0.29552
1057.96851,0.295
1058.02331,0.29448
1058.07813,0.294
1058.13294,0.29348
1058.18787,0.29296
1058.24255,0.29248
1058.29749,0.29196
1058.35229,0.29148
1058.40723,0.291
1058.46204,0.29052
1058.51697,0.29008
1058.57178,0.2896
1058.62671,0.28916
1058.68152,0.28872
1058.73645,0.28824
1058.79138,0.2878
1058.84631,0.28736
1058.90112,0.28692
1058.95618,0.28652
1059.01111,0.28608
1059.06604,0.28568
1059.12097,0.28528
1059.1759,0.28488
1059.23084,0.28444
1059.28577,0.28404
1059.34082,0.28368
1059.39563,0.28328
1059.45068,0.28288
1059.50562,0.28252
1059.56067,0.28216
1059.6156,0.28176
1059.67065,0.2814
1059.72559,0.28104
1059.78064,0.28068
1059.83557,0.28032
1059.89063,0.28
1059.94568,0.27964
1060.00073,0.27928
1060.05566,0.27896
1060.11072,0.2786
1060.16577,0.27828
1060.22083,0.27796
1060.276,0.27764
1060.33093,0.27732
1060.38611,0.277
1060.44116,0.27668
1060.49622,0.27636
1060.55127,0.27608
1060.60644,0.27576
1060.6615,0.27544
1060.71655,0.27516
1060.77161,0.27488
1060.82678,0.27456
1060.88184,0.27428
1060.93701,0.274
1060.99219,0.27372
1061.04736,0.27344
1061.10242,0.27316
1061.15759,0.27292
1061.21265,0.27264
1061.26794,0.27236
1061.323,0.27212
1061.3783,0.27184
1061.43347,0.2716
1061.48865,0.27132
1061.54382,0.27108
1061.599,0.27084
1061.65417,0.2706
1061.70935,0.27036
1061.76465,0.27012
1061.81982,0.26988
1061.87512,0.26964
