wavelength (nm),Xe arc lamp (W*m-2*nm-1)
601.78479,0.69472
602.01459,0.69392
602.24438,0.69508
602.47424,0.69548
602.7041,0.6948
602.93396,0.69548
603.16382,0.69732
603.39374,0.69772
603.6236,0.69772
603.85352,0.6972
604.08344,0.69364
604.31335,0.69152
604.54327,0.69316
604.77325,0.69688
605.00323,0.69828
605.23322,0.70016
605.4632,0.70568
605.69318,0.71032
605.92322,0.71228
606.1532,0.71408
606.38324,0.71612
606.61328,0.71724
606.84338,0.71568
607.07343,0.71404
607.30353,0.71528
607.53357,0.7148
607.76373,0.71484
607.99384,0.7188
608.22394,0.72548
608.4541,0.73216
608.68427,0.738
608.91443,0.74108
609.14459,0.74056
609.37476,0.73532
609.60498,0.73184
609.83514,0.72908
610.06537,0.7256
610.29559,0.72288
610.52588,0.72676
610.7561,0.73344
610.98639,0.73904
611.21667,0.74512
611.44696,0.7482
611.67725,0.74936
611.90759,0.7494
612.13788,0.74956
612.36823,0.74868
612.59857,0.74552
612.82892,0.74068
613.05933,0.73688
613.28967,0.73712
613.52008,0.73812
613.75049,0.7416
613.9809,0.74628
614.21136,0.7484
614.44177,0.74936
614.67224,0.75112
614.90271,0.7528
615.13318,0.75132
615.36365,0.74812
615.59418,0.7452
615.82465,0.7422
616.05518,0.74436
616.28571,0.74808
616.51624,0.75068
616.74683,0.75316
616.97736,0.75732
617.20795,0.76036
617.43854,0.76472
617.66913,0.76848
617.89978,0.77
618.13037,0.77044
618.36102,0.76816
618.59167,0.7654
618.82233,0.76592
619.05298,0.76804
619.28369,0.76668
619.5144,0.76572
619.74506,0.7642
619.97577,0.7614
620.20654,0.76
620.43726,0.75884
620.66803,0.75664
620.8988,0.75332
621.12958,0.75028
621.36035,0.74596
621.59113,0.74064
621.82196,0.73604
622.05273,0.72956
622.28357,0.72312
622.5144,0.71856
622.7453,0.71536
622.97614,0.71376
623.20703,0.71172
623.43793,0.7088
623.66882,0.70524
623.89972,0.70336
624.13062,0.70136
624.36157,0.7012
624.59253,0.70064
624.82349,0.69912
625.05444,0.69792
625.2854,0.69804
625.51642,0.6988
625.74744,0.70072
625.97839,0.70204
626.20947,0.70216
626.44049,0.7006
626.67151,0.69956
626.90259,0.69864
627.13367,0.69696
627.36475,0.6958
627.59583,0.69512
627.8269,0.69708
628.05804,0.69728
628.28918,0.6982
628.52032,0.69928
628.75146,0.7034
628.98261,0.70524
629.21381,0.70612
629.44495,0.70588
629.67615,0.70528
629.90735,0.70388
630.13855,0.70512
630.36981,0.70688
630.60107,0.70956
630.83228,0.71116
631.06354,0.71424
631.2948,0.7166
631.52612,0.71892
631.75739,0.72108
631.98871,0.72232
632.22003,0.72144
632.45136,0.7192
632.68268,0.71896
632.91406,0.71948
633.14539,0.72024
633.37677,0.71812
633.60815,0.71448
633.83954,0.71092
634.07098,0.70728
634.30237,0.70428
634.53381,0.70124
634.76526,0.69452
634.9967,0.68512
635.22815,0.67864
635.45966,0.67528
635.69116,0.6714
635.92261,0.668
636.15411,0.6648
636.38568,0.66144
636.61719,0.66064
636.84875,0.65988
637.08026,0.6588
637.31183,0.65608
637.54346,0.65276
637.77502,0.64904
638.00659,0.6458
638.23822,0.64508
638.46985,0.6462
638.70148,0.64968
638.93311,0.65416
639.16479,0.6586
639.39642,0.6622
639.62811,0.66616
639.8598,0.6684
640.09149,0.6686
640.32318,0.6682
640.55493,0.66676
640.78662,0.66656
641.01837,0.66616
641.25012,0.6632
641.48193,0.66228
641.71368,0.66264
641.9455,0.66404
642.17725,0.66596
642.40906,0.66768
642.64087,0.66932
642.87274,0.67116
643.10455,0.67356
643.33643,0.67236
643.5683,0.67108
643.80017,0.66948
644.03204,0.67092
644.26392,0.67296
644.49585,0.67592
644.72778,0.67936
644.95972,0.68324
645.19165,0.687
645.42358,0.68984
645.65558,0.6926
645.88751,0.69572
646.11951,0.69628
646.3515,0.69556
646.58356,0.69568
646.81555,0.69752
647.04755,0.70076
647.2796,0.7044
647.51166,0.7084
647.74371,0.7102
647.97583,0.71188
648.20789,0.71164
648.44,0.71152
648.67212,0.71156
648.90424,0.71088
649.13635,0.70856
649.36847,0.70564
649.60065,0.7036
649.83276,0.7036
650.06494,0.70416
650.29712,0.70404
650.52936,0.7044
650.76154,0.70896
650.99377,0.7138
651.22601,0.71524
651.45825,0.71504
651.69049,0.71436
651.92273,0.71232
652.15503,0.7072
652.38727,0.70204
652.61957,0.69844
652.85187,0.6964
653.08423,0.6954
653.31653,0.69328
653.54889,0.69264
653.78119,0.69232
654.01355,0.69164
654.24597,0.69012
654.47833,0.68736
654.71069,0.6844
654.94312,0.68288
655.17554,0.68236
655.40796,0.68004
655.64038,0.67752
655.8728,0.67572
656.10529,0.6736
656.33777,0.6704
656.57025,0.66804
656.80273,0.66896
657.03522,0.67056
657.26776,0.67088
657.50024,0.66852
657.73279,0.6674
657.96533,0.6652
658.19788,0.66336
658.43048,0.66272
658.66302,0.66428
658.89563,0.66596
659.12823,0.66716
659.36084,0.66844
659.59344,0.66956
659.82605,0.66968
660.05872,0.6702
660.29138,0.67364
660.52405,0.67896
660.75671,0.68188
660.98938,0.68364
661.22205,0.68424
661.45477,0.68428
661.6875,0.68636
661.92023,0.69048
662.15295,0.6952
662.38568,0.69984
662.61847,0.70592
662.85126,0.70992
663.08405,0.71396
663.31683,0.7158
663.54962,0.71824
663.78241,0.7222
664.01526,0.72684
664.24811,0.7316
664.48096,0.7336
664.71381,0.73352
664.94666,0.7314
665.1795,0.72956
665.41241,0.72764
665.64532,0.72696
665.87823,0.72912
666.11114,0.73244
666.34406,0.735
666.57703,0.73512
666.81,0.73644
667.04297,0.73484
667.27594,0.73324
667.50891,0.73316
667.74188,0.73072
667.97491,0.73008
668.20795,0.72724
668.44092,0.72268
668.67401,0.71664
668.90704,0.71232
669.14008,0.7106
669.37317,0.71
669.60626,0.71176
669.83936,0.71484
670.07245,0.71844
670.30554,0.7212
670.5387,0.7228
670.77179,0.7234
671.00494,0.72376
671.2381,0.72408
671.47125,0.7228
671.70447,0.72144
671.93762,0.71936
672.17084,0.7188
672.40405,0.72108
672.63727,0.7216
672.87048,0.7242
673.10376,0.7276
673.33698,0.72956
673.57025,0.72872
673.80353,0.7268
674.0368,0.72384
674.27008,0.718
674.50342,0.7112
674.73669,0.7054
674.97003,0.70052
675.20337,0.69476
675.43671,0.68888
675.67011,0.6838
675.90344,0.68056
676.13684,0.6778
676.37024,0.67728
676.60364,0.6754
676.83704,0.67092
677.07043,0.66584
677.30389,0.6604
677.53729,0.65536
677.77075,0.65264
678.00421,0.65412
678.23767,0.65572
678.47119,0.66016
678.70465,0.66692
678.93817,0.67608
679.17169,0.68728
679.40521,0.69948
679.63873,0.71192
679.87231,0.72344
680.10583,0.7352
680.33942,0.74408
680.573,0.7492
680.80658,0.75464
681.04016,0.7594
681.2738,0.76628
681.50745,0.77516
681.74103,0.783
681.97467,0.79012
682.20831,0.79704
682.44202,0.8002
682.67566,0.80228
682.90936,0.80816
683.14307,0.81268
683.37677,0.81548
683.61047,0.81396
683.84418,0.81012
684.07794,0.80788
684.31165,0.80804
684.54541,0.80824
684.77917,0.80828
685.01294,0.81104
685.24677,0.81728
685.48053,0.82524
685.71436,0.83416
685.94818,0.84216
686.18201,0.84828
686.41583,0.85048
686.64972,0.85216
686.88354,0.85184
687.11743,0.85252
687.35132,0.85264
687.58521,0.84932
687.81909,0.84564
688.05298,0.84228
688.28693,0.84232
688.52087,0.84084
688.75482,0.83664
688.98877,0.83028
689.22272,0.82256
689.45667,0.81292
689.69067,0.80056
689.92468,0.78692
690.15869,0.77044
690.3927,0.75236
690.62671,0.73548
690.86078,0.71992
691.09479,0.70848
691.32886,0.7
691.56293,0.69308
691.797,0.68704
692.03107,0.6808
692.2652,0.67584
692.49927,0.6714
692.7334,0.66476
692.96753,0.65508
693.20166,0.64684
693.43585,0.639
693.66998,0.63192
693.90417,0.627
694.13831,0.62332
694.3725,0.62044
694.60675,0.61744
694.84094,0.61644
695.07513,0.61548
695.30939,0.61304
695.54364,0.6108
695.77789,0.61004
696.01215,0.61176
696.2464,0.61368
696.48071,0.61644
696.71497,0.6188
696.94928,0.62052
697.18359,0.62148
697.41791,0.62348
697.65228,0.62444
697.8866,0.62444
698.12097,0.62328
698.35535,0.61956
698.58972,0.61572
698.8241,0.61344
699.05847,0.61284
699.29291,0.61224
699.52728,0.61252
699.76172,0.6128
699.99615,0.6128
700.23059,0.61244
700.46503,0.60948
700.69952,0.60416
700.93402,0.59892
701.16846,0.59316
701.40295,0.58632
701.63751,0.58068
701.87201,0.57548
702.10651,0.57068
702.34106,0.56808
702.57562,0.56636
702.81018,0.56512
703.04474,0.56504
703.2793,0.5644
703.51392,0.56404
703.74847,0.56472
703.98309,0.56896
704.21771,0.5712
704.45233,0.57288
704.68701,0.57496
704.92163,0.57932
705.15631,0.58492
705.39099,0.58892
705.62567,0.59228
705.86035,0.59492
706.09503,0.59816
706.32977,0.59988
706.56445,0.60256
706.79919,0.60752
707.03394,0.6154
707.26868,0.62384
707.50342,0.63396
707.73822,0.64536
707.97302,0.65768
708.20776,0.66848
708.44257,0.67864
708.67737,0.688
708.91223,0.69616
709.14703,0.70424
709.3819,0.7144
709.61676,0.72168
709.85156,0.72888
710.08649,0.73824
710.32135,0.74692
710.55621,0.75484
710.79114,0.76276
711.02606,0.76952
711.26099,0.77456
711.49591,0.7774
711.73083,0.77624
711.96576,0.77276
712.20074,0.769
712.43573,0.76344
712.67072,0.75564
712.9057,0.74748
713.14069,0.7392
713.37567,0.72968
713.61072,0.72164
713.84576,0.71432
714.08081,0.70552
714.31586,0.69884
714.5509,0.69124
714.78595,0.684
715.02106,0.67636
715.2561,0.66984
715.49121,0.66272
715.72632,0.65756
715.96149,0.65236
716.19659,0.64728
716.4317,0.64316
716.66687,0.63968
716.90204,0.63444
717.13721,0.62916
717.37238,0.62476
717.60754,0.62112
717.84277,0.61796
718.078,0.6158
718.31317,0.61376
718.5484,0.61208
718.78369,0.60884
719.01892,0.6042
719.25415,0.60024
719.48944,0.59628
719.72473,0.59444
719.96002,0.5932
720.19531,0.591
720.4306,0.58768
720.66595,0.58452
720.90125,0.58132
721.1366,0.57896
721.37195,0.5798
721.6073,0.58204
721.84265,0.58712
722.07806,0.59264
722.31342,0.59476
722.54883,0.59404
722.78424,0.59272
723.01965,0.59252
723.25507,0.59312
723.49048,0.59568
723.72595,0.59868
723.96143,0.60096
724.19684,0.60376
724.43231,0.6068
724.66785,0.61016
724.90332,0.61732
725.13879,0.625
725.37433,0.6312
725.60986,0.63784
725.8454,0.64552
726.08093,0.6514
726.31647,0.65524
726.55206,0.6572
726.7876,0.65888
727.02319,0.66424
727.25879,0.67164
727.49438,0.67996
727.73004,0.68676
727.96564,0.69048
728.20129,0.69632
728.43689,0.7054
728.67255,0.71584
728.9082,0.72644
729.14386,0.73576
729.37958,0.74352
729.61523,0.75024
729.85095,0.75672
730.08667,0.7658
730.32239,0.77392
730.55811,0.7784
730.79382,0.77972
731.0296,0.78056
731.26538,0.78032
731.5011,0.7786
731.73688,0.77516
731.97266,0.7704
732.2085,0.76512
732.44427,0.76168
732.68011,0.761
732.91595,0.75776
733.15173,0.75052
733.38757,0.74396
733.62347,0.73708
733.85931,0.72952
734.09521,0.7192
734.33105,0.70656
734.56696,0.69464
734.80286,0.68112
735.03876,0.66972
735.27472,0.66148
735.51062,0.65656
735.74658,0.65396
735.98254,0.65316
736.21851,0.6558
736.45447,0.66096
736.69043,0.66708
736.92645,0.67264
737.16241,0.67592
737.39844,0.6768
737.63446,0.67764
737.87048,0.67872
738.10651,0.6798
738.34259,0.67948
738.57861,0.67912
738.8147,0.682
739.05078,0.68572
739.28687,0.68888
739.52295,0.6918
739.75903,0.692
739.99518,0.69336
740.23126,0.6946
740.46741,0.6946
740.70355,0.69472
740.9397,0.69188
741.17584,0.688
741.41205,0.68388
741.64819,0.67956
741.8844,0.67424
742.12061,0.66928
742.35681,0.664
742.59302,0.6594
742.82928,0.65304
743.06549,0.64632
743.30176,0.64004
743.53802,0.63496
743.77429,0.63024
744.01056,0.62628
744.24683,0.62452
744.48309,0.6244
744.71942,0.62196
744.95575,0.61812
745.19208,0.61748
745.42841,0.61616
745.66473,0.61616
745.90106,0.615
746.13745,0.61392
746.37384,0.61192
746.61017,0.61168
746.84656,0.61268
747.08301,0.6156
747.3194,0.6178
747.55579,0.6224
747.79224,0.62792
748.02869,0.634
748.26514,0.63872
748.50159,0.6434
748.73804,0.64568
748.97449,0.646
749.211,0.64488
749.44751,0.64428
749.68402,0.644
749.92053,0.63932
750.15704,0.63412
750.39355,0.6286
750.63013,0.62452
750.86664,0.6208
751.10321,0.61796
751.33978,0.61788
751.57636,0.6172
751.81293,0.61544
752.04956,0.61252
752.28613,0.6078
752.52277,0.60356
752.7594,0.5992
752.99603,0.59564
753.23267,0.59048
753.4693,0.58692
753.70599,0.5834
753.94263,0.58156
754.17932,0.58324
754.41602,0.58484
754.65271,0.58932
754.8894,0.5938
755.12616,0.59796
755.36285,0.60208
755.59961,0.60704
755.83636,0.61188
756.07312,0.61516
756.30988,0.61772
756.54663,0.62068
756.78345,0.62492
757.0202,0.628
757.25702,0.62944
757.49384,0.6326
757.73065,0.63484
757.96747,0.63996
758.20428,0.64636
758.44116,0.65468
758.67804,0.66232
758.91486,0.66716
759.15173,0.67256
759.38867,0.67932
759.62555,0.68972
759.86243,0.70576
760.09937,0.73216
760.3363,0.77548
760.57318,0.82804
760.81012,0.87804
761.04712,0.91772
761.28406,0.94836
761.52106,0.97468
761.758,0.99976
761.995,1.02188
762.23199,1.04316
762.46899,1.06072
762.70599,1.07292
762.94305,1.08148
763.18005,1.08428
763.41711,1.08276
763.65417,1.07924
763.89124,1.07428
764.1283,1.06568
764.36536,1.05064
764.60248,1.02936
764.83954,0.99716
765.07666,0.94716
765.31378,0.88756
765.5509,0.831
765.78802,0.78372
766.02515,0.7454
766.26233,0.7096
766.49951,0.67668
766.73663,0.64756
766.97382,0.6178
767.211,0.59092
767.44824,0.56772
767.68542,0.54632
767.92267,0.5292
768.15985,0.51396
768.39709,0.50104
768.63434,0.48992
768.87158,0.47976
769.10889,0.47184
769.34613,0.46548
769.58344,0.45808
769.82068,0.45056
770.05798,0.44272
770.29529,0.43412
770.53259,0.42812
770.76996,0.42244
771.00726,0.41792
771.24463,0.41264
771.48199,0.407
771.71936,0.4034
771.95673,0.39948
772.19409,0.3956
772.43146,0.3912
772.66888,0.38616
772.90625,0.38236
773.14368,0.37836
773.3811,0.3738
773.61853,0.37064
773.85602,0.36816
774.09344,0.36448
774.33093,0.36096
774.56836,0.35712
774.80585,0.35368
775.04333,0.35004
775.28082,0.34576
775.51837,0.34152
775.75586,0.33816
775.99341,0.33564
776.2309,0.33304
776.46844,0.32888
776.70599,0.32656
776.9436,0.32508
777.18115,0.32452
777.4187,0.325
777.65631,0.3258
777.89392,0.32648
778.13153,0.32732
778.36914,0.3272
778.60675,0.32628
778.84436,0.32708
779.08203,0.32788
779.31964,0.32876
779.55731,0.33024
779.79498,0.33264
780.03265,0.33352
780.27039,0.33312
780.50806,0.3326
780.74573,0.32956
780.98346,0.32648
781.22119,0.32332
781.45892,0.31996
781.69666,0.31652
781.93439,0.31396
782.17218,0.31128
782.40991,0.30996
782.64771,0.30916
782.8855,0.30788
783.12329,0.30732
783.36108,0.30744
783.59888,0.30656
783.83673,0.30548
784.07452,0.30484
784.31238,0.30328
784.55023,0.30144
784.78809,0.30316
785.02594,0.30884
785.26379,0.31776
785.50171,0.332
785.73956,0.34684
785.97748,0.36104
786.21539,0.37488
786.45331,0.38728
786.69122,0.39748
786.92914,0.40628
787.16711,0.4124
787.40509,0.41668
787.64301,0.42108
787.88098,0.42616
788.11896,0.431
788.35693,0.43636
788.59497,0.44408
788.83295,0.45204
789.07098,0.4572
789.30902,0.46008
789.54706,0.45912
789.7851,0.45308
790.02313,0.44324
790.26117,0.42968
790.49927,0.41564
790.7373,0.40264
790.9754,0.391
791.2135,0.3822
791.4516,0.37444
791.6897,0.36776
791.9278,0.36404
792.16595,0.36284
792.40411,0.36212
792.64221,0.36172
792.88037,0.36336
793.11853,0.36548
793.35675,0.36488
793.59491,0.36432
793.83307,0.36816
794.07129,0.37568
794.30951,0.38604
794.54773,0.39836
794.78595,0.41228
795.02417,0.42564
795.26239,0.43836
795.50067,0.45032
795.73889,0.46036
795.97717,0.46808
796.21545,0.476
796.45374,0.48436
796.69202,0.4924
796.93036,0.49832
797.16864,0.50396
797.40698,0.50748
797.64532,0.50912
797.88361,0.50972
798.12201,0.51132
798.36035,0.51256
798.59869,0.51324
798.8371,0.51124
799.07544,0.50884
799.31384,0.50612
799.55225,0.50312
799.79065,0.50124
800.02905,0.50028
800.26746,0.49864
800.50592,0.49748
800.74432,0.49692
800.98279,0.49652
801.22125,0.49684
801.45972,0.4978
801.69818,0.49936
801.93671,0.50136
802.17517,0.50404
802.4137,0.50744
802.65216,0.51192
802.89069,0.51616
803.12921,0.51964
803.36774,0.52144
803.60632,0.52392
803.84485,0.52548
804.08344,0.52632
804.32202,0.52716
804.56055,0.52856
804.79913,0.53068
805.03778,0.53316
805.27637,0.5358
805.51495,0.538
805.7536,0.54052
805.99219,0.54212
806.23083,0.54216
806.46948,0.54148
806.70813,0.54096
806.94684,0.54036
807.18549,0.53856
807.42419,0.53624
807.66284,0.53408
807.90155,0.53252
808.14026,0.53196
808.37897,0.5318
808.61768,0.532
808.85645,0.533
809.09515,0.53328
809.33392,0.53288
809.57269,0.53124
809.81146,0.53
810.05023,0.528
810.289,0.52788
810.52777,0.52808
810.7666,0.52884
811.00537,0.52928
811.2442,0.53012
811.48303,0.53064
811.72186,0.53176
811.96069,0.53432
812.19958,0.53856
812.43842,0.54212
812.67731,0.54636
812.91614,0.55136
813.15503,0.55696
813.39392,0.56224
813.63281,0.5674
813.87177,0.57436
814.11066,0.583
814.34961,0.59404
814.5885,0.60816
814.82745,0.62592
815.06641,0.64708
815.30536,0.6728
815.54437,0.70104
815.78333,0.73304
816.02234,0.76824
816.26129,0.8072
816.50031,0.85736
816.73932,0.92196
816.97833,1.002
817.21735,1.11792
817.45642,1.29208
817.69543,1.52724
817.93451,1.7898
818.17352,2.05356
818.4126,2.31792
818.65167,2.56948
818.89081,2.7984
819.12988,3.00156
819.36896,3.173
819.60809,3.3106
819.84723,3.41884
820.0863,3.50088
820.32544,3.56496
820.56464,3.615
820.80377,3.65456
821.04291,3.68708
821.2821,3.71064
821.52124,3.72164
821.76044,3.72192
821.99963,3.698
822.23883,3.64256
822.47803,3.55592
822.71729,3.45408
822.95648,3.34912
823.19574,3.2334
823.435,3.1106
823.67426,2.98372
823.91351,2.86428
824.15277,2.75772
824.39203,2.6668
824.63135,2.58756
824.87061,2.52
825.10992,2.4614
825.34924,2.40888
825.58856,2.36168
825.82788,2.31372
826.0672,2.2596
826.30652,2.19952
826.5459,2.1312
826.78528,2.0502
827.0246,1.94188
827.26398,1.80256
827.50336,1.6496
827.74274,1.50004
827.98218,1.36276
828.22156,1.24812
828.461,1.16612
828.70044,1.11064
828.93982,1.08692
829.17926,1.10024
829.41876,1.14492
829.6582,1.20244
829.89764,1.26052
830.13715,1.3142
830.37659,1.35736
830.61609,1.39088
830.85559,1.4166
831.09509,1.43888
831.33459,1.45688
831.57416,1.47152
831.81366,1.48092
832.05322,1.48548
832.29272,1.4874
832.53229,1.48416
832.77185,1.47644
833.01141,1.46192
833.25104,1.43896
833.4906,1.40572
833.73022,1.35572
833.96979,1.28312
834.20941,1.19164
834.44904,1.0962
834.68866,1.00748
834.92828,0.93084
835.16797,0.87252
835.40759,0.83808
835.64728,0.82784
835.8869,0.82812
836.12659,0.82972
836.36627,0.83092
836.60596,0.83164
836.8457,0.832
837.08539,0.83124
837.32513,0.8302
837.56482,0.82796
837.80457,0.82576
838.04431,0.82288
838.28406,0.81864
838.5238,0.8138
838.76355,0.80916
839.00336,0.80396
839.2431,0.7986
839.48291,0.79204
839.72272,0.78204
839.96252,0.7658
840.20233,0.7384
840.44214,0.69752
840.68201,0.65268
840.92181,0.6126
841.16168,0.578
841.40149,0.54884
841.64136,0.52516
841.88123,0.5054
842.12115,0.48896
842.36102,0.47628
842.60089,0.46576
842.84082,0.45648
843.08069,0.44836
843.32062,0.44168
843.56055,0.43576
843.80048,0.43088
844.04041,0.42624
844.2804,0.42136
844.52032,0.41708
844.76031,0.41316
845.00024,0.41004
845.24023,0.40732
845.48022,0.40468
845.72021,0.40188
845.96027,0.39864
846.20026,0.39588
846.44025,0.39344
846.6803,0.39156
846.92035,0.39104
847.1604,0.3906
847.40045,0.39036
847.6405,0.39052
847.88055,0.391
848.12067,0.39164
848.36072,0.39216
848.60083,0.39204
848.84094,0.39188
849.08099,0.39212
849.32111,0.39256
849.56128,0.39352
849.80139,0.39424
850.0415,0.39504
850.28168,0.39592
850.52185,0.3974
850.76196,0.3992
851.00214,0.40056
851.24231,0.40208
851.48254,0.40352
851.72272,0.40452
851.96289,0.40536
852.20313,0.40548
852.44336,0.40544
852.68359,0.40552
852.92383,0.40584
853.16406,0.40668
853.4043,0.4086
853.64453,0.41036
853.88483,0.41168
854.12506,0.41344
854.36536,0.41528
854.60565,0.4166
854.84595,0.4176
855.08624,0.41848
855.32654,0.41928
855.56689,0.41984
855.80719,0.42044
856.04755,0.42052
856.2879,0.42012
856.52826,0.41976
856.76862,0.41988
857.00897,0.42128
857.24933,0.42268
857.48969,0.42388
857.7301,0.42472
857.97052,0.4252
858.21088,0.4258
858.45129,0.42712
858.69171,0.42928
858.93213,0.43152
859.17261,0.43356
859.41302,0.43588
859.6535,0.43852
859.89392,0.44156
860.1344,0.44444
860.37488,0.44752
860.61536,0.45092
860.85583,0.4552
861.09637,0.45984
861.33685,0.46452
861.57739,0.46928
861.81787,0.4734
862.05841,0.4774
862.29895,0.48092
862.53949,0.48432
862.78003,0.48812
863.02057,0.49244
863.26117,0.49748
863.50171,0.50256
863.74231,0.50688
863.98291,0.51132
864.22351,0.51616
864.46411,0.52088
864.70471,0.52556
864.94531,0.5306
865.18597,0.53528
865.42657,0.53932
865.66724,0.54264
865.9079,0.54572
866.14856,0.5486
866.38922,0.55124
866.62988,0.55424
866.87054,0.55776
867.11127,0.562
867.35193,0.566
867.59265,0.56912
867.83337,0.57268
868.0741,0.57724
868.31482,0.58308
868.55554,0.59036
868.79626,0.59812
869.03705,0.6064
869.27777,0.61484
869.51855,0.62352
869.75934,0.63148
870.00012,0.64004
870.24091,0.6474
870.48169,0.6558
870.72247,0.6652
870.96332,0.6758
871.2041,0.68512
871.44495,0.69344
871.68579,0.70096
871.92664,0.70908
872.16748,0.71816
872.40833,0.72916
872.64917,0.73976
872.89001,0.7506
873.13092,0.76004
873.37183,0.77056
873.61267,0.78172
873.85358,0.79384
874.09448,0.8088
874.33539,0.82852
874.57636,0.85324
874.81726,0.88312
875.05823,0.92264
875.29913,0.9724
875.5401,1.03636
875.78107,1.12228
876.02203,1.23896
876.263,1.40076
876.50397,1.617
876.745,1.8656
876.98596,2.13084
877.22699,2.41416
877.46796,2.69772
877.70898,2.96912
877.95001,3.2212
878.19104,3.44572
878.43213,3.63916
878.67316,3.8066
878.91418,3.9476
879.15527,4.06984
879.39636,4.16932
879.63745,4.24632
879.87848,4.29924
880.11963,4.33056
880.36072,4.33608
880.60181,4.30624
880.84296,4.24208
881.08405,4.13164
881.3252,3.96168
881.56635,3.75356
881.80743,3.52384
882.04864,3.27076
882.28979,3.01356
882.53094,2.7654
882.77209,2.53268
883.01331,2.32224
883.25452,2.13852
883.49567,1.97748
883.73688,1.83696
883.97809,1.70788
884.2193,1.59584
884.46057,1.5012
884.70178,1.42252
884.94299,1.35484
885.18427,1.29744
885.42554,1.25248
885.66681,1.21248
885.90808,1.17364
886.14935,1.13872
886.39063,1.10908
886.6319,1.0832
886.87323,1.06048
887.1145,1.04004
887.35583,1.0204
887.59717,1.00508
887.8385,0.99664
888.07983,0.99572
888.32117,1.00152
888.5625,1.01472
888.80389,1.03396
889.04523,1.06016
889.28662,1.09936
889.52795,1.15852
889.76935,1.24196
890.01074,1.35012
890.25214,1.47804
890.49359,1.60736
890.73499,1.72172
890.97644,1.82136
891.21783,1.90576
891.45929,1.97828
891.70074,2.03684
891.9422,2.08584
892.18365,2.12712
892.42511,2.15952
892.66656,2.18316
892.90808,2.1984
893.14954,2.20952
893.39105,2.21416
893.63257,2.21192
893.87402,2.2002
894.11554,2.17252
894.35712,2.12024
894.59863,2.04104
894.84015,1.93524
895.08173,1.80872
895.32324,1.67744
895.56482,1.55896
895.8064,1.4542
896.04797,1.36404
896.28955,1.28612
896.53113,1.22168
896.77271,1.16592
897.01434,1.11868
897.25592,1.08044
897.49756,1.04824
897.7392,1.02096
897.98083,0.99656
898.22247,0.9792
898.46411,0.9732
898.70575,0.98292
898.94739,1.01648
899.18909,1.0846
899.43073,1.18332
899.67242,1.29716
899.91412,1.41528
900.15582,1.53528
900.39752,1.65088
900.63922,1.74904
900.88092,1.83068
901.12268,1.89528
901.36438,1.94772
901.60614,1.98972
901.8479,2.0232
902.08966,2.04844
902.33142,2.0678
902.57318,2.08124
902.81494,2.08512
903.0567,2.07904
903.29852,2.06144
903.54028,2.02876
903.7821,1.97336
904.02393,1.88604
904.26575,1.76916
904.50757,1.63868
904.74939,1.5052
904.99121,1.37244
905.23303,1.24636
905.47491,1.13936
905.7168,1.04956
905.95862,0.97704
906.2005,0.91784
906.44238,0.87044
906.68427,0.83188
906.92615,0.80096
907.16809,0.7752
907.40997,0.75408
907.65186,0.73872
907.8938,0.72792
908.13574,0.72216
908.37769,0.72164
908.61963,0.7262
908.86157,0.73636
909.10352,0.75268
909.34546,0.774
909.58746,0.80092
909.82941,0.8368
910.07141,0.88596
910.31342,0.95428
910.55542,1.04564
910.79742,1.16116
911.03943,1.30276
911.28143,1.46264
911.52344,1.62632
911.7655,1.79716
912.00751,1.96444
912.24957,2.1194
912.49164,2.25856
912.7337,2.38236
912.97577,2.49144
913.21783,2.58384
913.4599,2.65984
913.70203,2.7216
913.94409,2.7678
914.18622,2.79932
914.42828,2.82032
914.67041,2.82872
914.91254,2.82024
915.15466,2.78844
915.39679,2.72936
915.63898,2.64376
915.8811,2.52988
916.12323,2.39464
916.36542,2.2522
916.60761,2.09932
916.84979,1.9472
917.09192,1.80512
917.33417,1.67844
917.57636,1.56568
917.81854,1.46408
918.06073,1.37464
918.30298,1.29704
918.54517,1.22972
918.78741,1.1722
919.02966,1.12312
919.27191,1.07716
919.51416,1.03404
919.75641,0.99428
919.99866,0.9582
920.24097,0.92508
920.48322,0.89208
920.72552,0.8602
920.96783,0.83092
921.21014,0.80424
921.45245,0.77972
921.69476,0.75712
921.93707,0.7362
922.17938,0.7162
922.42169,0.69724
922.66406,0.68016
922.90643,0.66472
923.14874,0.65076
923.39111,0.63708
923.63348,0.62444
923.87585,0.61344
924.11823,0.60516
924.36066,0.59852
924.60303,0.59316
924.8454,0.58864
925.08783,0.586
925.33026,0.58492
925.57269,0.58428
925.81512,0.58328
926.05756,0.58228
926.29999,0.5822
926.54242,0.5838
926.78485,0.58624
927.02734,0.58904
927.26984,0.59204
927.51227,0.59472
927.75476,0.59688
927.99725,0.59856
928.23975,0.60028
928.48224,0.60188
928.72473,0.60288
928.96729,0.60276
929.20978,0.60188
929.45233,0.60072
929.69489,0.60008
929.93738,0.59976
930.17993,0.60192
930.42249,0.60464
930.66504,0.60932
930.90765,0.61512
931.15021,0.62276
931.39276,0.63028
931.63538,0.64052
931.87799,0.6534
932.12054,0.67096
932.36316,0.69376
932.60577,0.7228
932.84839,0.75484
933.09106,0.78884
933.33368,0.82164
933.57629,0.85508
933.81897,0.887
