,GHI (W.m-2),DHI (W.m-2),Ambient Temperature (Deg C),Relative Humidity (%),wind velocity (m.s-1),wind direction (deg)
2024-02-21 23:15:00+00:00,3.286,2.211,6.975,89.9,4.225,160.2
2024-02-21 23:20:00+00:00,3.437,2.397,6.965,89.8,4.381,161.4
2024-02-21 23:25:00+00:00,3.516,2.359,6.968999999999999,89.8,4.287,161.1
2024-02-21 23:30:00+00:00,3.2760000000000002,2.158,6.947,89.8,4.404,161.4
2024-02-21 23:35:00+00:00,3.52,2.2969999999999997,6.9479999999999995,90.0,4.703,160.0
2024-02-21 23:40:00+00:00,3.1830000000000003,2.0909999999999997,6.961,89.7,4.428999999999999,166.1
2024-02-21 23:45:00+00:00,3.2510000000000003,2.001,6.984,89.7,4.2989999999999995,163.2
2024-02-21 23:50:00+00:00,3.536,2.2769999999999997,6.965,89.8,4.284,162.2
2024-02-21 23:55:00+00:00,3.699,2.395,6.928,90.0,4.607,161.0
2024-02-22 00:00:00+00:00,3.557,2.378,6.874,90.3,4.263999999999999,164.0
2024-02-22 00:05:00+00:00,3.66,2.41,6.849,90.4,4.083,163.4
2024-02-22 00:10:00+00:00,3.741,2.492,6.843,90.6,4.381,163.0
2024-02-22 00:15:00+00:00,3.324,2.156,6.827999999999999,90.6,4.323,164.9
2024-02-22 00:20:00+00:00,3.2310000000000003,2.11,6.809,90.7,4.081,161.1
2024-02-22 00:25:00+00:00,3.572,2.4730000000000003,6.768,91.1,4.112,160.2
2024-02-22 00:30:00+00:00,3.5380000000000003,2.333,6.712000000000001,91.4,3.912,165.1
2024-02-22 00:35:00+00:00,3.443,2.237,6.689,91.7,3.826,163.3
2024-02-22 00:40:00+00:00,3.3680000000000003,2.186,6.653,91.9,4.118,167.1
2024-02-22 00:45:00+00:00,3.36,1.972,6.617000000000001,92.3,4.567,160.1
2024-02-22 00:50:00+00:00,3.179,1.963,6.605,92.4,4.196000000000001,158.2
2024-02-22 00:55:00+00:00,3.2119999999999997,1.959,6.581,92.6,3.658,161.3
2024-02-22 01:00:00+00:00,3.02,1.892,6.582000000000001,92.7,4.438,160.7
2024-02-22 01:05:00+00:00,3.486,2.222,6.593,92.6,3.821,162.9
2024-02-22 01:10:00+00:00,3.3710000000000004,2.327,6.58,92.7,4.379,160.0
2024-02-22 01:15:00+00:00,2.9819999999999998,1.7730000000000001,6.584,92.8,4.141,163.1
2024-02-22 01:20:00+00:00,3.426,2.271,6.568,92.8,4.532,159.7
2024-02-22 01:25:00+00:00,3.345,2.209,6.5489999999999995,92.9,4.08,162.3
2024-02-22 01:30:00+00:00,3.304,2.177,6.53,93.0,4.369,162.9
2024-02-22 01:35:00+00:00,3.842,2.603,6.513,93.2,3.9760000000000004,159.5
2024-02-22 01:40:00+00:00,3.082,1.965,6.525,93.1,4.769,163.0
2024-02-22 01:45:00+00:00,3.1310000000000002,2.117,6.529,93.2,3.969,162.7
2024-02-22 01:50:00+00:00,3.1639999999999997,2.242,6.527,93.2,3.7460000000000004,161.0
2024-02-22 01:55:00+00:00,3.5439999999999996,2.292,6.518,93.3,4.665,158.7
2024-02-22 02:00:00+00:00,3.279,2.017,6.497999999999999,93.4,4.044,161.8
2024-02-22 02:05:00+00:00,3.2969999999999997,2.063,6.481,93.5,4.409,166.4
2024-02-22 02:10:00+00:00,3.258,2.155,6.485,93.6,4.2330000000000005,164.5
2024-02-22 02:15:00+00:00,3.364,2.217,6.487,93.7,4.15,161.3
2024-02-22 02:20:00+00:00,3.2289999999999996,1.946,6.518,93.6,4.1819999999999995,162.5
2024-02-22 02:25:00+00:00,3.4189999999999996,2.322,6.507999999999999,93.7,3.8360000000000003,162.0
2024-02-22 02:30:00+00:00,3.674,2.351,6.52,93.7,4.188,162.2
2024-02-22 02:35:00+00:00,3.2039999999999997,2.106,6.531000000000001,93.8,4.67,166.4
2024-02-22 02:40:00+00:00,3.2439999999999998,2.164,6.5360000000000005,93.9,3.73,161.9
2024-02-22 02:45:00+00:00,3.114,2.019,6.542000000000001,93.9,3.908,163.3
2024-02-22 02:50:00+00:00,3.158,1.999,6.542000000000001,94.0,4.63,164.8
2024-02-22 02:55:00+00:00,3.05,1.929,6.542999999999999,94.0,4.162,167.5
2024-02-22 03:00:00+00:00,3.312,2.185,6.544,94.1,4.118,165.0
2024-02-22 03:05:00+00:00,3.158,2.0380000000000003,6.551,94.1,4.24,163.0
2024-02-22 03:10:00+00:00,3.333,2.0269999999999997,6.559,94.3,4.361000000000001,166.0
2024-02-22 03:15:00+00:00,3.238,2.24,6.57,94.3,4.284,162.4
2024-02-22 03:20:00+00:00,3.3939999999999997,2.131,6.575,94.3,4.007,163.6
2024-02-22 03:25:00+00:00,3.2889999999999997,1.99,6.586,94.3,4.072,161.4
2024-02-22 03:30:00+00:00,3.304,1.983,6.602,94.4,3.698,160.4
2024-02-22 03:35:00+00:00,3.065,1.963,6.612,94.4,3.937,161.4
2024-02-22 03:40:00+00:00,3.4360000000000004,2.37,6.624,94.4,4.564,160.0
2024-02-22 03:45:00+00:00,3.352,2.178,6.642,94.4,4.315,167.5
2024-02-22 03:50:00+00:00,3.273,2.173,6.649,94.4,4.058,166.4
2024-02-22 03:55:00+00:00,3.445,2.1919999999999997,6.6579999999999995,94.4,3.92,165.6
2024-02-22 04:00:00+00:00,3.398,2.198,6.67,94.5,3.335,164.2
2024-02-22 04:05:00+00:00,2.968,2.082,6.692,94.5,3.5469999999999997,167.0
2024-02-22 04:10:00+00:00,3.49,2.4619999999999997,6.699,94.5,3.0269999999999997,165.4
2024-02-22 04:15:00+00:00,3.011,2.093,6.707999999999999,94.6,3.451,165.7
2024-02-22 04:20:00+00:00,3.305,2.1519999999999997,6.72,94.6,3.91,163.7
2024-02-22 04:25:00+00:00,3.182,1.9340000000000002,6.733,94.6,3.486,166.2
2024-02-22 04:30:00+00:00,3.557,2.437,6.742000000000001,94.6,3.7760000000000002,162.6
2024-02-22 04:35:00+00:00,2.918,1.841,6.763999999999999,94.7,3.43,165.8
2024-02-22 04:40:00+00:00,3.332,2.198,6.77,94.7,3.388,162.3
2024-02-22 04:45:00+00:00,3.0789999999999997,2.089,6.784,94.7,3.531,170.6
2024-02-22 04:50:00+00:00,3.3139999999999996,2.131,6.796,94.7,3.1830000000000003,167.0
2024-02-22 04:55:00+00:00,3.1319999999999997,2.153,6.808,94.8,3.111,168.1
2024-02-22 05:00:00+00:00,2.904,1.88,6.817,94.8,2.485,164.6
2024-02-22 05:05:00+00:00,3.235,2.115,6.83,94.7,3.299,170.7
2024-02-22 05:10:00+00:00,3.38,2.191,6.83,94.7,3.2089999999999996,170.3
2024-02-22 05:15:00+00:00,3.177,1.995,6.84,94.8,3.242,166.8
2024-02-22 05:20:00+00:00,3.24,2.106,6.847,94.8,3.127,164.2
2024-02-22 05:25:00+00:00,3.112,2.006,6.852,94.8,3.283,163.3
2024-02-22 05:30:00+00:00,3.247,2.181,6.8660000000000005,94.7,3.52,162.1
2024-02-22 05:35:00+00:00,3.195,1.992,6.874,94.7,2.9960000000000004,168.2
2024-02-22 05:40:00+00:00,3.438,2.412,6.882999999999999,94.6,2.752,173.2
2024-02-22 05:45:00+00:00,3.2880000000000003,2.1069999999999998,6.872999999999999,94.7,2.931,169.2
2024-02-22 05:50:00+00:00,3.32,2.213,6.872000000000001,94.7,3.094,163.9
2024-02-22 05:55:00+00:00,3.218,2.128,6.872999999999999,94.7,2.932,163.6
2024-02-22 06:00:00+00:00,3.4330000000000003,2.427,6.876,94.8,2.8989999999999996,168.3
2024-02-22 06:05:00+00:00,3.227,2.03,6.872000000000001,94.8,2.9160000000000004,167.1
2024-02-22 06:10:00+00:00,3.202,2.0980000000000003,6.8660000000000005,94.8,2.74,170.3
2024-02-22 06:15:00+00:00,3.4760000000000004,2.332,6.862,94.8,2.5989999999999998,165.9
2024-02-22 06:20:00+00:00,3.176,2.137,6.857,94.9,2.8560000000000003,170.9
2024-02-22 06:25:00+00:00,3.917,2.782,6.853,94.9,2.86,168.2
2024-02-22 06:30:00+00:00,4.088,2.951,6.86,95.0,2.7039999999999997,170.7
2024-02-22 06:35:00+00:00,4.377,3.014,6.858,95.0,3.4989999999999997,165.4
2024-02-22 06:40:00+00:00,5.114,3.71,6.862,95.1,2.543,168.9
2024-02-22 06:45:00+00:00,5.535,4.125,6.8660000000000005,95.1,2.681,165.9
2024-02-22 06:50:00+00:00,6.452000000000001,4.994,6.876,95.1,3.0980000000000003,171.0
2024-02-22 06:55:00+00:00,8.81,7.345,6.888999999999999,95.2,2.609,164.8
2024-02-22 07:00:00+00:00,12.26,11.01,6.895,95.1,2.864,174.3
2024-02-22 07:05:00+00:00,14.76,13.59,6.907,95.2,2.5340000000000003,169.5
2024-02-22 07:10:00+00:00,16.62,15.21,6.933,95.1,2.5069999999999997,164.0
2024-02-22 07:15:00+00:00,21.0,19.57,6.9510000000000005,95.1,2.616,169.9
2024-02-22 07:20:00+00:00,27.57,26.2,6.966,95.0,2.4019999999999997,169.6
2024-02-22 07:25:00+00:00,35.45,34.09,6.992000000000001,94.9,2.117,167.0
2024-02-22 07:30:00+00:00,37.62,36.34,7.006,94.9,2.2840000000000003,172.2
2024-02-22 07:35:00+00:00,39.15,37.78,7.024,94.7,2.71,172.1
2024-02-22 07:40:00+00:00,41.14,39.83,7.034,94.7,2.345,175.1
2024-02-22 07:45:00+00:00,46.26,45.03,7.047999999999999,94.7,2.583,169.4
2024-02-22 07:50:00+00:00,52.51,51.03,7.075,94.6,2.503,176.0
2024-02-22 07:55:00+00:00,42.72,41.29,7.085,94.5,2.635,173.9
2024-02-22 08:00:00+00:00,26.19,24.73,7.091,94.5,2.83,177.6
2024-02-22 08:05:00+00:00,19.5,18.24,7.072,94.6,2.801,178.8
2024-02-22 08:10:00+00:00,18.42,16.99,7.07,94.7,2.49,179.4
2024-02-22 08:15:00+00:00,19.8,18.35,7.068,94.8,2.426,180.2
2024-02-22 08:20:00+00:00,25.2,23.9,7.075,94.9,2.276,181.4
2024-02-22 08:25:00+00:00,33.79,32.48,7.087999999999999,95.0,2.358,178.2
2024-02-22 08:30:00+00:00,38.43,37.26,7.097,95.0,2.312,176.7
2024-02-22 08:35:00+00:00,37.36,36.0,7.11,95.1,2.426,172.3
2024-02-22 08:40:00+00:00,31.48,30.13,7.127999999999999,95.2,2.369,178.8
2024-02-22 08:45:00+00:00,31.36,30.01,7.125,95.3,2.48,180.0
2024-02-22 08:50:00+00:00,37.01,35.67,7.132999999999999,95.3,2.525,170.0
2024-02-22 08:55:00+00:00,38.2,36.92,7.156000000000001,95.3,2.4859999999999998,173.8
2024-02-22 09:00:00+00:00,46.49,45.24,7.1770000000000005,95.5,2.571,170.4
2024-02-22 09:05:00+00:00,42.63,41.41,7.215,95.4,3.0580000000000003,174.2
2024-02-22 09:10:00+00:00,51.38,50.16,7.231,95.5,2.7439999999999998,166.2
2024-02-22 09:15:00+00:00,42.9,41.57,7.256,95.5,3.218,175.8
2024-02-22 09:20:00+00:00,35.49,34.19,7.28,95.5,2.707,171.6
2024-02-22 09:25:00+00:00,46.43,45.28,7.29,95.5,2.506,166.7
2024-02-22 09:30:00+00:00,41.22,39.84,7.331,95.6,2.8819999999999997,173.0
2024-02-22 09:35:00+00:00,51.11,49.74,7.332000000000001,95.6,3.043,171.3
2024-02-22 09:40:00+00:00,78.53,77.19,7.38,95.7,2.668,168.1
2024-02-22 09:45:00+00:00,80.6,79.01,7.428999999999999,95.7,2.8280000000000003,175.7
2024-02-22 09:50:00+00:00,69.43,67.8,7.46,95.7,3.092,174.2
2024-02-22 09:55:00+00:00,75.15,73.55,7.462999999999999,95.7,3.071,184.3
2024-02-22 10:00:00+00:00,65.64,64.04,7.505,95.7,2.7460000000000004,177.4
2024-02-22 10:05:00+00:00,61.73,60.11,7.537000000000001,95.6,3.029,176.4
2024-02-22 10:10:00+00:00,71.7,70.09,7.535,95.4,2.964,182.3
2024-02-22 10:15:00+00:00,74.82,73.22,7.586,95.3,3.07,174.9
2024-02-22 10:20:00+00:00,108.6,106.8,7.6129999999999995,95.0,3.123,183.3
2024-02-22 10:25:00+00:00,119.3,117.6,7.664,94.3,3.4410000000000003,179.1
2024-02-22 10:30:00+00:00,122.3,120.5,7.712999999999999,93.0,3.3339999999999996,176.9
2024-02-22 10:35:00+00:00,134.9,132.9,7.829,92.5,3.528,181.4
2024-02-22 10:40:00+00:00,157.4,153.4,7.86,91.9,3.0669999999999997,178.1
2024-02-22 10:45:00+00:00,143.5,135.4,7.841,89.9,2.698,179.0
2024-02-22 10:50:00+00:00,160.5,151.1,7.805,88.5,2.9930000000000003,182.4
2024-02-22 10:55:00+00:00,162.7,152.8,7.807,88.8,2.917,180.0
2024-02-22 11:00:00+00:00,354.3,259.4,7.932,89.3,2.5269999999999997,181.4
2024-02-22 11:05:00+00:00,519.3,272.3,8.31,87.0,2.059,181.0
2024-02-22 11:10:00+00:00,503.0,189.6,8.42,85.6,2.945,189.3
2024-02-22 11:15:00+00:00,304.4,134.1,8.27,85.6,2.778,187.3
2024-02-22 11:20:00+00:00,460.1,126.3,8.27,85.5,2.6430000000000002,185.2
2024-02-22 11:25:00+00:00,361.9,142.2,8.28,85.3,2.529,191.6
2024-02-22 11:30:00+00:00,355.6,203.9,8.27,86.1,2.09,196.8
2024-02-22 11:35:00+00:00,455.8,202.0,8.49,85.6,2.715,190.4
2024-02-22 11:40:00+00:00,484.9,173.9,8.76,82.3,2.227,189.3
2024-02-22 11:45:00+00:00,324.4,205.2,8.79,81.8,2.1790000000000003,183.5
2024-02-22 11:50:00+00:00,240.3,213.9,8.65,83.9,2.419,182.9
2024-02-22 11:55:00+00:00,309.3,241.6,8.59,84.0,2.968,182.8
2024-02-22 12:00:00+00:00,328.8,198.3,8.74,83.5,2.419,183.4
2024-02-22 12:05:00+00:00,337.5,191.9,8.84,81.7,2.7439999999999998,184.1
2024-02-22 12:10:00+00:00,363.7,159.0,8.81,81.3,2.9819999999999998,186.0
2024-02-22 12:15:00+00:00,326.3,177.9,8.89,80.5,2.373,193.7
2024-02-22 12:20:00+00:00,346.3,229.3,8.77,81.0,2.6719999999999997,187.2
2024-02-22 12:25:00+00:00,315.3,194.0,8.91,80.8,2.885,193.8
2024-02-22 12:30:00+00:00,370.4,143.7,8.96,79.93,3.406,187.5
2024-02-22 12:35:00+00:00,358.5,103.8,9.05,80.3,2.885,191.7
2024-02-22 12:40:00+00:00,419.6,73.15,9.2,79.54,2.185,190.4
2024-02-22 12:45:00+00:00,403.7,57.91,9.41,78.25,3.654,186.6
2024-02-22 12:50:00+00:00,395.8,54.5,9.51,77.29,3.0789999999999997,188.4
2024-02-22 12:55:00+00:00,395.6,55.51,9.49,77.35,2.522,188.4
2024-02-22 13:00:00+00:00,382.1,56.28,9.56,77.92,2.611,192.8
2024-02-22 13:05:00+00:00,384.3,53.8,9.74,77.31,2.824,183.1
2024-02-22 13:10:00+00:00,378.2,51.9,9.86,78.29,3.55,193.9
2024-02-22 13:15:00+00:00,371.6,49.43,10.15,78.25,3.1210000000000004,182.5
2024-02-22 13:20:00+00:00,371.9,55.54,10.22,76.12,2.8169999999999997,178.8
2024-02-22 13:25:00+00:00,382.1,66.7,10.16,76.63,3.386,184.1
2024-02-22 13:30:00+00:00,403.0,99.0,10.25,77.25,2.904,175.6
2024-02-22 13:35:00+00:00,368.5,131.0,10.31,77.24,2.213,184.6
2024-02-22 13:40:00+00:00,188.9,119.2,10.13,77.35,3.548,188.0
2024-02-22 13:45:00+00:00,301.2,88.6,9.81,77.71,3.082,190.4
2024-02-22 13:50:00+00:00,228.3,97.5,9.87,76.77,2.653,186.3
2024-02-22 13:55:00+00:00,128.7,83.5,9.59,78.59,2.9419999999999997,163.8
2024-02-22 14:00:00+00:00,250.4,95.1,9.52,78.1,2.638,152.5
2024-02-22 14:05:00+00:00,237.9,85.7,9.67,78.7,2.654,178.5
2024-02-22 14:10:00+00:00,337.7,89.7,9.7,79.19,3.324,150.9
2024-02-22 14:15:00+00:00,152.7,103.4,9.7,77.63,3.391,160.8
2024-02-22 14:20:00+00:00,139.8,116.2,9.39,78.31,3.281,153.3
2024-02-22 14:25:00+00:00,114.1,106.9,9.2,79.0,3.174,158.4
2024-02-22 14:30:00+00:00,93.1,88.6,9.05,80.3,3.1510000000000002,155.0
2024-02-22 14:35:00+00:00,77.44,74.35,8.95,80.1,2.9419999999999997,163.8
2024-02-22 14:40:00+00:00,76.31,64.14,8.92,80.3,3.5239999999999996,164.0
2024-02-22 14:45:00+00:00,75.75,72.5,8.99,80.8,3.16,163.3
2024-02-22 14:50:00+00:00,72.07,69.64,9.02,80.8,3.448,158.5
2024-02-22 14:55:00+00:00,74.8,71.33,9.03,80.8,3.72,180.7
2024-02-22 15:00:00+00:00,62.23,59.89,9.02,81.8,3.48,180.5
2024-02-22 15:05:00+00:00,35.4,33.73,8.98,82.1,3.6710000000000003,190.6
2024-02-22 15:10:00+00:00,26.93,25.7,8.91,83.1,2.483,173.5
2024-02-22 15:15:00+00:00,22.21,20.77,8.83,83.6,2.1630000000000003,175.1
2024-02-22 15:20:00+00:00,20.72,19.39,8.75,84.2,2.9210000000000003,174.6
2024-02-22 15:25:00+00:00,21.91,20.55,8.64,84.2,2.9560000000000004,185.2
2024-02-22 15:30:00+00:00,24.48,22.78,8.55,84.9,3.051,183.4
2024-02-22 15:35:00+00:00,16.07,14.84,8.45,85.6,3.2319999999999998,179.0
2024-02-22 15:40:00+00:00,20.14,18.8,8.29,86.8,3.4389999999999996,191.8
2024-02-22 15:45:00+00:00,29.01,27.4,8.17,87.4,3.775,184.8
2024-02-22 15:50:00+00:00,28.58,27.31,8.14,87.5,3.727,191.6
2024-02-22 15:55:00+00:00,39.36,28.45,8.15,87.5,3.383,187.2
2024-02-22 16:00:00+00:00,27.36,25.41,8.16,87.5,3.168,168.4
2024-02-22 16:05:00+00:00,23.74,22.3,8.12,87.7,3.1180000000000003,168.3
2024-02-22 16:10:00+00:00,15.09,13.83,8.12,87.9,3.108,160.7
2024-02-22 16:15:00+00:00,12.91,11.59,8.13,87.9,3.37,179.4
2024-02-22 16:20:00+00:00,11.23,9.95,8.14,88.1,3.4219999999999997,185.1
2024-02-22 16:25:00+00:00,9.57,8.11,8.11,88.3,2.678,177.9
2024-02-22 16:30:00+00:00,7.245,5.629,8.09,88.5,3.487,166.2
2024-02-22 16:35:00+00:00,6.652,5.454,8.08,88.5,3.241,162.6
2024-02-22 16:40:00+00:00,5.973,4.571000000000001,8.06,88.8,3.031,172.8
2024-02-22 16:45:00+00:00,4.871,3.48,8.03,89.0,2.041,180.9
2024-02-22 16:50:00+00:00,4.388,3.1830000000000003,7.997999999999999,89.3,2.178,173.5
2024-02-22 16:55:00+00:00,3.753,2.71,7.9670000000000005,89.4,3.009,169.0
2024-02-22 17:00:00+00:00,3.9339999999999997,2.675,7.952000000000001,89.5,2.6519999999999997,164.4
2024-02-22 17:05:00+00:00,3.924,2.63,7.925,89.2,3.2969999999999997,157.3
2024-02-22 17:10:00+00:00,4.203,3.105,7.922000000000001,88.6,2.448,174.9
2024-02-22 17:15:00+00:00,5.099,3.807,7.849,88.3,3.154,179.9
2024-02-22 17:20:00+00:00,3.484,2.38,7.831,87.8,3.347,179.2
2024-02-22 17:25:00+00:00,2.536,1.66,7.827999999999999,88.1,3.7110000000000003,175.5
2024-02-22 17:30:00+00:00,2.654,1.575,7.846,87.9,3.785,171.2
2024-02-22 17:35:00+00:00,4.046,2.924,7.825,88.3,3.5810000000000004,167.7
2024-02-22 17:40:00+00:00,4.407,3.2489999999999997,7.761,88.2,2.987,160.9
2024-02-22 17:45:00+00:00,3.8989999999999996,2.513,7.747999999999999,87.9,2.465,163.4
2024-02-22 17:50:00+00:00,3.051,2.207,7.771,87.4,2.502,157.0
2024-02-22 17:55:00+00:00,3.239,2.225,7.769,87.0,2.6839999999999997,154.3
2024-02-22 18:00:00+00:00,3.049,2.13,7.769,86.4,2.18,153.5
2024-02-22 18:05:00+00:00,2.559,1.578,7.803999999999999,86.2,2.1830000000000003,158.4
2024-02-22 18:10:00+00:00,2.499,1.6480000000000001,7.807,86.2,2.1590000000000003,143.1
2024-02-22 18:15:00+00:00,2.7489999999999997,1.7280000000000002,7.818,86.3,2.6439999999999997,154.3
2024-02-22 18:20:00+00:00,3.83,2.694,7.794,86.6,2.468,145.8
2024-02-22 18:25:00+00:00,3.252,2.077,7.777,86.9,2.013,143.4
2024-02-22 18:30:00+00:00,2.9339999999999997,1.7830000000000001,7.8,86.9,2.133,141.9
2024-02-22 18:35:00+00:00,3.0780000000000003,2.064,7.776,87.3,2.25,131.9
2024-02-22 18:40:00+00:00,3.3480000000000003,2.3680000000000003,7.726,87.8,1.993,134.3
2024-02-22 18:45:00+00:00,3.127,2.0,7.712999999999999,88.0,2.6180000000000003,132.6
2024-02-22 18:50:00+00:00,3.665,2.591,7.681,88.3,2.623,129.5
2024-02-22 18:55:00+00:00,3.577,2.395,7.644,88.5,3.01,127.8
2024-02-22 19:00:00+00:00,3.4810000000000003,2.222,7.595,88.9,2.903,126.1
2024-02-22 19:05:00+00:00,3.42,2.246,7.564,89.1,3.4160000000000004,128.2
2024-02-22 19:10:00+00:00,3.318,2.141,7.547000000000001,89.4,3.133,126.1
2024-02-22 19:15:00+00:00,3.2910000000000004,2.206,7.537999999999999,89.5,3.19,120.6
2024-02-22 19:20:00+00:00,3.1010000000000004,1.979,7.522,89.7,3.613,131.0
2024-02-22 19:25:00+00:00,3.123,2.093,7.525,89.8,3.4589999999999996,129.7
2024-02-22 19:30:00+00:00,3.009,1.7590000000000001,7.526,90.1,3.661,130.7
2024-02-22 19:35:00+00:00,2.93,2.0340000000000003,7.537999999999999,90.2,2.674,140.1
2024-02-22 19:40:00+00:00,3.51,2.43,7.515,90.3,2.786,132.2
2024-02-22 19:45:00+00:00,3.446,2.333,7.505,90.3,2.897,132.9
2024-02-22 19:50:00+00:00,4.124,2.824,7.477,90.3,2.985,132.3
2024-02-22 19:55:00+00:00,3.07,2.036,7.486000000000001,90.4,2.698,133.0
2024-02-22 20:00:00+00:00,2.772,1.931,7.5329999999999995,90.4,3.2089999999999996,132.3
2024-02-22 20:05:00+00:00,2.885,1.9180000000000001,7.535,90.7,3.707,127.8
2024-02-22 20:10:00+00:00,3.1639999999999997,1.972,7.483,91.1,4.138,130.5
2024-02-22 20:15:00+00:00,3.325,2.11,7.433,91.4,4.164,133.2
2024-02-22 20:20:00+00:00,3.109,1.8619999999999999,7.4110000000000005,91.6,4.422,131.0
2024-02-22 20:25:00+00:00,3.5810000000000004,2.331,7.39,91.7,4.198,129.1
2024-02-22 20:30:00+00:00,3.39,2.253,7.3660000000000005,91.6,4.604,127.5
2024-02-22 20:35:00+00:00,3.6210000000000004,2.432,7.322,91.7,4.24,124.5
2024-02-22 20:40:00+00:00,3.72,2.61,7.297000000000001,91.7,4.348,133.1
2024-02-22 20:45:00+00:00,3.438,2.2640000000000002,7.287999999999999,91.5,4.9719999999999995,133.9
2024-02-22 20:50:00+00:00,3.306,2.017,7.29,91.2,4.709,133.6
2024-02-22 20:55:00+00:00,3.847,2.701,7.273,91.2,4.956,131.2
2024-02-22 21:00:00+00:00,3.3510000000000004,2.168,7.297000000000001,91.0,5.071000000000001,129.1
2024-02-22 21:05:00+00:00,3.3680000000000003,2.123,7.337000000000001,90.5,4.508,134.3
2024-02-22 21:10:00+00:00,3.0669999999999997,1.943,7.343999999999999,90.5,5.077,134.9
2024-02-22 21:15:00+00:00,2.9589999999999996,1.9469999999999998,7.396,90.2,4.829,133.4
2024-02-22 21:20:00+00:00,3.083,1.8530000000000002,7.4239999999999995,90.2,5.06,133.6
2024-02-22 21:25:00+00:00,2.9389999999999996,1.9040000000000001,7.456,90.1,4.925,129.0
2024-02-22 21:30:00+00:00,2.7119999999999997,1.754,7.5489999999999995,89.6,5.078,130.2
2024-02-22 21:35:00+00:00,2.8080000000000003,1.8119999999999998,7.608,89.5,5.316,132.9
2024-02-22 21:40:00+00:00,3.075,2.134,7.638999999999999,89.4,5.129,126.2
2024-02-22 21:45:00+00:00,3.177,2.164,7.586,89.7,5.144,127.0
2024-02-22 21:50:00+00:00,3.9010000000000002,2.675,7.624,89.8,4.974,124.3
2024-02-22 21:55:00+00:00,4.488,3.33,7.6370000000000005,90.3,5.3629999999999995,126.1
2024-02-22 22:00:00+00:00,3.555,2.246,7.611000000000001,90.9,5.662999999999999,129.6
2024-02-22 22:05:00+00:00,3.052,2.031,7.645,90.9,5.734,127.5
2024-02-22 22:10:00+00:00,3.22,2.0269999999999997,7.638,90.9,5.113,127.5
2024-02-22 22:15:00+00:00,3.096,1.8090000000000002,7.622000000000001,91.0,4.771,123.3
2024-02-22 22:20:00+00:00,3.555,2.193,7.575,91.2,4.2860000000000005,124.3
2024-02-22 22:25:00+00:00,3.948,2.931,7.482,91.6,4.26,119.1
2024-02-22 22:30:00+00:00,4.048,2.963,7.421,91.8,4.486000000000001,116.0
2024-02-22 22:35:00+00:00,3.525,2.314,7.397,92.0,3.82,120.2
2024-02-22 22:40:00+00:00,3.63,2.5610000000000004,7.405,92.1,3.7430000000000003,123.7
2024-02-22 22:45:00+00:00,3.0060000000000002,1.795,7.406000000000001,92.1,3.983,116.9
2024-02-22 22:50:00+00:00,3.1510000000000002,1.962,7.462999999999999,91.8,4.409,123.6
2024-02-22 22:55:00+00:00,3.5989999999999998,2.407,7.473,91.7,4.603,124.8
2024-02-22 23:00:00+00:00,3.239,2.081,7.504,91.4,4.732,124.3
2024-02-22 23:05:00+00:00,3.338,2.164,7.541,91.2,4.462,121.2
2024-02-22 23:10:00+00:00,3.675,2.5,7.522,91.4,4.481,123.0
2024-02-22 23:15:00+00:00,3.2319999999999998,2.254,7.494,91.7,5.645,125.8
2024-02-22 23:20:00+00:00,3.096,1.969,7.5520000000000005,91.7,4.773,120.8
2024-02-22 23:25:00+00:00,2.7510000000000003,1.744,7.607,91.8,4.737,126.3
2024-02-22 23:30:00+00:00,2.779,1.805,7.651,92.1,5.438,124.6
2024-02-22 23:35:00+00:00,2.8080000000000003,1.815,7.736000000000001,91.8,4.658,126.7
2024-02-22 23:40:00+00:00,3.556,2.412,7.7589999999999995,91.9,4.831,122.4
2024-02-22 23:45:00+00:00,2.9389999999999996,1.9709999999999999,7.8,92.2,4.338,120.5
2024-02-22 23:50:00+00:00,2.634,1.699,7.886,92.1,5.521,123.1
2024-02-22 23:55:00+00:00,2.861,1.87,7.902,92.2,5.395,125.8
2024-02-23 00:00:00+00:00,2.7539999999999996,1.7819999999999998,7.898,92.4,5.0969999999999995,126.5
2024-02-23 00:05:00+00:00,2.966,1.895,7.959,92.3,6.789,127.5
2024-02-23 00:10:00+00:00,2.97,1.895,8.03,92.0,6.146,128.0
2024-02-23 00:15:00+00:00,2.694,1.6909999999999998,8.06,91.8,6.824,128.4
2024-02-23 00:20:00+00:00,2.658,1.8119999999999998,8.11,91.7,6.9639999999999995,130.0
2024-02-23 00:25:00+00:00,2.787,1.649,8.13,91.8,6.854,130.6
2024-02-23 00:30:00+00:00,2.8939999999999997,1.952,8.14,92.0,6.8229999999999995,130.9
2024-02-23 00:35:00+00:00,3.29,2.174,8.15,92.2,6.287999999999999,133.9
2024-02-23 00:40:00+00:00,2.944,1.851,8.19,92.3,5.417000000000001,138.2
2024-02-23 00:45:00+00:00,3.1210000000000004,2.133,8.23,92.3,6.185,133.5
2024-02-23 00:50:00+00:00,2.648,1.595,8.28,92.5,6.278,130.7
2024-02-23 00:55:00+00:00,2.657,1.733,8.33,92.7,6.2829999999999995,128.3
2024-02-23 01:00:00+00:00,2.201,1.3219999999999998,8.4,92.7,6.572,126.7
