,GHI (W.m-2),DHI (W.m-2),Ambient Temperature (Deg C),Relative Humidity (%),wind velocity (m.s-1),wind direction (deg)
2024-01-01 00:00:00+00:00,3.29,2.187,5.428,95.4,2.4090000000000003,120.8
2024-01-01 00:05:00+00:00,3.201,2.013,5.425,95.4,2.951,123.8
2024-01-01 00:10:00+00:00,3.3080000000000003,2.2030000000000003,5.456,95.5,2.648,124.9
2024-01-01 00:15:00+00:00,3.01,1.796,5.47,95.5,2.7230000000000003,122.0
2024-01-01 00:20:00+00:00,3.4789999999999996,2.37,5.4910000000000005,95.4,2.478,125.5
2024-01-01 00:25:00+00:00,3.891,2.525,5.483,95.6,2.718,126.9
2024-01-01 00:30:00+00:00,2.928,1.702,5.505,95.5,2.499,131.3
2024-01-01 00:35:00+00:00,3.168,1.9609999999999999,5.502000000000001,95.5,2.6310000000000002,128.0
2024-01-01 00:40:00+00:00,3.096,1.9369999999999998,5.5360000000000005,95.4,2.68,125.5
2024-01-01 00:45:00+00:00,3.358,2.235,5.537999999999999,95.4,2.786,129.5
2024-01-01 00:50:00+00:00,3.423,2.296,5.522,95.3,2.885,125.8
2024-01-01 00:55:00+00:00,3.628,2.342,5.53,95.3,2.602,122.6
2024-01-01 01:00:00+00:00,3.657,2.48,5.537999999999999,95.2,2.6039999999999996,123.9
2024-01-01 01:05:00+00:00,3.699,2.513,5.518,95.1,2.895,134.2
2024-01-01 01:10:00+00:00,3.052,2.009,5.541,95.1,2.662,131.4
2024-01-01 01:15:00+00:00,3.625,2.3890000000000002,5.585,94.7,3.1039999999999996,129.9
2024-01-01 01:20:00+00:00,3.818,2.526,5.537999999999999,94.7,2.7439999999999998,128.6
2024-01-01 01:25:00+00:00,3.832,2.548,5.519,94.7,2.99,131.5
2024-01-01 01:30:00+00:00,3.0189999999999997,1.926,5.511,94.7,2.833,128.5
2024-01-01 01:35:00+00:00,3.3369999999999997,2.2159999999999997,5.484,94.7,2.593,129.4
2024-01-01 01:40:00+00:00,3.582,2.449,5.456,94.8,2.537,131.0
2024-01-01 01:45:00+00:00,3.512,2.353,5.455,94.7,2.737,132.7
2024-01-01 01:50:00+00:00,3.3480000000000003,2.16,5.432,94.7,2.73,131.7
2024-01-01 01:55:00+00:00,3.444,2.265,5.431,94.4,2.623,133.9
2024-01-01 02:00:00+00:00,3.682,2.544,5.395,94.6,2.702,132.6
2024-01-01 02:05:00+00:00,3.6010000000000004,2.4130000000000003,5.409,94.4,2.56,136.7
2024-01-01 02:10:00+00:00,3.995,2.784,5.347,94.5,3.23,123.1
2024-01-01 02:15:00+00:00,3.3560000000000003,2.295,5.343,94.6,2.7939999999999996,133.6
2024-01-01 02:20:00+00:00,3.765,2.316,5.346,94.3,2.997,132.8
2024-01-01 02:25:00+00:00,4.204,2.818,5.3,94.3,3.077,130.8
2024-01-01 02:30:00+00:00,4.198,2.8489999999999998,5.223,94.2,2.846,131.4
2024-01-01 02:35:00+00:00,4.056,2.7110000000000003,5.144,94.6,2.989,133.2
2024-01-01 02:40:00+00:00,4.323,2.938,5.0760000000000005,94.4,2.944,134.2
2024-01-01 02:45:00+00:00,3.549,2.343,5.006,94.5,2.9139999999999997,130.6
2024-01-01 02:50:00+00:00,3.8560000000000003,2.675,4.961,94.5,2.984,133.0
2024-01-01 02:55:00+00:00,4.095,2.755,4.905,94.7,3.263,133.9
2024-01-01 03:00:00+00:00,3.045,2.057,4.879,94.9,3.0260000000000002,134.3
2024-01-01 03:05:00+00:00,2.332,1.446,4.913,94.8,2.821,135.5
2024-01-01 03:10:00+00:00,2.7119999999999997,1.6909999999999998,4.946000000000001,94.9,3.174,137.6
2024-01-01 03:15:00+00:00,2.5610000000000004,1.651,4.974,94.9,3.2,136.5
2024-01-01 03:20:00+00:00,3.0460000000000003,1.896,4.96,95.0,2.81,134.8
2024-01-01 03:25:00+00:00,3.092,1.871,4.973,95.0,2.928,139.1
2024-01-01 03:30:00+00:00,2.905,1.854,4.967,94.9,2.915,135.3
2024-01-01 03:35:00+00:00,3.3369999999999997,2.319,4.9510000000000005,94.9,2.775,133.6
2024-01-01 03:40:00+00:00,3.7060000000000004,2.499,4.9,95.0,2.72,137.8
2024-01-01 03:45:00+00:00,3.593,2.502,4.9030000000000005,95.1,2.6310000000000002,139.3
2024-01-01 03:50:00+00:00,3.383,2.2840000000000003,4.931,95.0,2.714,139.1
2024-01-01 03:55:00+00:00,3.065,2.077,4.936,95.0,2.798,136.1
2024-01-01 04:00:00+00:00,3.449,2.2430000000000003,4.948,94.9,2.7030000000000003,137.2
2024-01-01 04:05:00+00:00,3.3739999999999997,2.1109999999999998,4.952,94.9,2.735,139.2
2024-01-01 04:10:00+00:00,3.187,2.029,4.981,94.9,2.437,138.1
2024-01-01 04:15:00+00:00,3.465,2.324,4.973,94.9,2.697,138.2
2024-01-01 04:20:00+00:00,3.883,2.456,4.959,94.9,2.801,135.6
2024-01-01 04:25:00+00:00,3.4589999999999996,2.29,4.944,94.9,2.541,136.0
2024-01-01 04:30:00+00:00,3.403,2.197,4.933,95.0,2.6060000000000003,132.9
2024-01-01 04:35:00+00:00,3.573,2.352,4.93,95.1,2.861,131.4
2024-01-01 04:40:00+00:00,3.523,2.385,4.941,95.1,2.432,133.6
2024-01-01 04:45:00+00:00,3.202,2.048,4.944,95.2,2.698,133.4
2024-01-01 04:50:00+00:00,3.5469999999999997,2.376,4.954,95.2,2.535,133.2
2024-01-01 04:55:00+00:00,3.2060000000000004,2.0709999999999997,4.952,95.1,2.639,129.4
2024-01-01 05:00:00+00:00,3.58,2.401,4.9319999999999995,95.1,2.467,126.6
2024-01-01 05:05:00+00:00,3.0789999999999997,1.86,4.923,95.1,2.086,121.7
2024-01-01 05:10:00+00:00,3.513,2.261,4.923,95.2,2.299,124.3
2024-01-01 05:15:00+00:00,3.47,2.279,4.904,95.2,2.2359999999999998,125.1
2024-01-01 05:20:00+00:00,3.443,2.351,4.894,95.2,2.056,118.2
2024-01-01 05:25:00+00:00,3.022,1.8659999999999999,4.902,95.4,2.441,124.9
2024-01-01 05:30:00+00:00,3.2889999999999997,2.002,4.906000000000001,95.4,2.217,125.8
2024-01-01 05:35:00+00:00,3.4960000000000004,2.2680000000000002,4.923,95.5,2.381,125.7
2024-01-01 05:40:00+00:00,3.262,1.9609999999999999,4.9319999999999995,95.5,2.045,121.3
2024-01-01 05:45:00+00:00,3.205,2.0380000000000003,4.9430000000000005,95.4,2.286,121.1
2024-01-01 05:50:00+00:00,3.469,2.305,4.938,95.5,2.524,126.2
2024-01-01 05:55:00+00:00,3.5980000000000003,2.38,4.982,95.4,2.365,121.5
2024-01-01 06:00:00+00:00,3.134,2.003,5.012,95.3,2.195,124.1
2024-01-01 06:05:00+00:00,3.093,2.013,5.0280000000000005,95.3,2.6,128.4
2024-01-01 06:10:00+00:00,3.4739999999999998,2.238,5.0680000000000005,95.3,2.7710000000000004,129.0
2024-01-01 06:15:00+00:00,3.3369999999999997,2.199,5.104,95.0,2.273,124.8
2024-01-01 06:20:00+00:00,3.266,2.231,5.106,95.0,2.15,122.1
2024-01-01 06:25:00+00:00,3.388,2.237,5.1080000000000005,95.0,2.388,123.0
2024-01-01 06:30:00+00:00,3.076,1.8230000000000002,5.135,95.0,1.983,133.6
2024-01-01 06:35:00+00:00,2.844,1.794,5.127999999999999,95.0,2.07,123.7
2024-01-01 06:40:00+00:00,3.323,2.1630000000000003,5.1339999999999995,95.1,2.136,123.7
2024-01-01 06:45:00+00:00,3.315,2.122,5.144,95.0,2.387,125.5
2024-01-01 06:50:00+00:00,3.395,2.094,5.1579999999999995,94.9,2.06,123.3
2024-01-01 06:55:00+00:00,3.115,1.9880000000000002,5.16,94.8,2.176,119.3
2024-01-01 07:00:00+00:00,3.6919999999999997,2.349,5.162999999999999,94.8,2.217,116.3
2024-01-01 07:05:00+00:00,3.694,2.523,5.1610000000000005,94.8,2.311,116.6
2024-01-01 07:10:00+00:00,3.553,2.42,5.157,94.8,2.307,117.6
2024-01-01 07:15:00+00:00,3.2739999999999996,2.128,5.155,94.7,2.309,115.3
2024-01-01 07:20:00+00:00,3.51,2.201,5.154,94.8,2.335,112.6
2024-01-01 07:25:00+00:00,3.6660000000000004,2.279,5.155,94.8,2.516,117.7
2024-01-01 07:30:00+00:00,3.735,2.548,5.149,94.9,2.441,117.3
2024-01-01 07:35:00+00:00,3.654,2.36,5.148,94.9,2.6,119.8
2024-01-01 07:40:00+00:00,3.597,2.211,5.138,94.8,2.687,117.1
2024-01-01 07:45:00+00:00,4.052,2.6860000000000004,5.141,94.9,2.596,120.0
2024-01-01 07:50:00+00:00,4.458,3.091,5.159,94.8,2.475,119.6
2024-01-01 07:55:00+00:00,4.656000000000001,3.284,5.145,94.8,2.824,111.3
2024-01-01 08:00:00+00:00,3.737,2.484,5.165,94.8,2.917,112.4
2024-01-01 08:05:00+00:00,4.016,2.866,5.196000000000001,94.6,2.412,119.6
2024-01-01 08:10:00+00:00,4.875,3.5260000000000002,5.222,94.4,3.13,115.0
2024-01-01 08:15:00+00:00,5.013,3.468,5.223,94.2,3.056,120.9
2024-01-01 08:20:00+00:00,5.706,4.263,5.22,94.2,2.873,117.4
2024-01-01 08:25:00+00:00,5.912999999999999,4.533,5.212999999999999,94.1,2.428,121.3
2024-01-01 08:30:00+00:00,7.042999999999999,5.466,5.207000000000001,94.2,2.985,123.1
2024-01-01 08:35:00+00:00,7.452000000000001,5.978,5.21,94.2,2.315,126.3
2024-01-01 08:40:00+00:00,9.07,7.584,5.204,94.2,2.5980000000000003,125.9
2024-01-01 08:45:00+00:00,8.78,7.306,5.185,94.2,2.608,125.3
2024-01-01 08:50:00+00:00,10.61,9.38,5.192,94.3,2.657,125.8
2024-01-01 08:55:00+00:00,13.44,12.03,5.205,94.1,2.456,121.2
2024-01-01 09:00:00+00:00,20.59,19.15,5.2010000000000005,94.2,2.539,119.4
2024-01-01 09:05:00+00:00,24.65,23.4,5.195,94.2,2.7319999999999998,118.7
2024-01-01 09:10:00+00:00,19.59,18.04,5.182,94.2,2.4330000000000003,116.3
2024-01-01 09:15:00+00:00,12.04,10.64,5.176,94.4,2.343,120.0
2024-01-01 09:20:00+00:00,11.33,9.85,5.165,94.3,2.408,111.9
2024-01-01 09:25:00+00:00,14.46,12.96,5.146,94.5,2.759,116.1
2024-01-01 09:30:00+00:00,12.29,10.82,5.1339999999999995,94.6,2.721,113.3
2024-01-01 09:35:00+00:00,8.4,7.047000000000001,5.129,94.7,2.489,116.5
2024-01-01 09:40:00+00:00,11.31,9.9,5.121,94.8,2.244,115.2
2024-01-01 09:45:00+00:00,16.44,15.15,5.127000000000001,95.0,2.428,115.3
2024-01-01 09:50:00+00:00,11.46,10.03,5.141,95.2,2.576,118.9
2024-01-01 09:55:00+00:00,11.44,10.13,5.178999999999999,95.2,2.09,121.6
2024-01-01 10:00:00+00:00,16.0,14.6,5.207999999999999,95.1,2.845,118.6
2024-01-01 10:05:00+00:00,22.01,20.66,5.2379999999999995,95.1,2.867,118.2
2024-01-01 10:10:00+00:00,29.51,28.13,5.255,95.0,2.9019999999999997,116.9
2024-01-01 10:15:00+00:00,28.19,26.6,5.265,95.1,2.597,123.1
2024-01-01 10:20:00+00:00,37.52,36.02,5.285,95.0,2.492,115.1
2024-01-01 10:25:00+00:00,62.41,60.6,5.313,95.0,2.387,117.8
2024-01-01 10:30:00+00:00,45.7,44.3,5.3389999999999995,95.0,2.6289999999999996,121.0
2024-01-01 10:35:00+00:00,41.76,40.25,5.3420000000000005,95.0,2.147,119.2
2024-01-01 10:40:00+00:00,41.56,40.18,5.348,95.1,2.412,117.7
2024-01-01 10:45:00+00:00,35.69,34.26,5.36,95.1,2.224,119.9
2024-01-01 10:50:00+00:00,22.42,21.07,5.36,95.1,2.917,120.5
2024-01-01 10:55:00+00:00,21.98,20.74,5.369,95.1,2.645,121.1
2024-01-01 11:00:00+00:00,22.55,21.13,5.381,95.0,2.987,116.7
2024-01-01 11:05:00+00:00,28.65,27.06,5.395,95.0,2.7,115.5
2024-01-01 11:10:00+00:00,30.47,29.06,5.4079999999999995,94.9,2.5810000000000004,114.7
2024-01-01 11:15:00+00:00,33.59,32.3,5.422999999999999,94.9,3.298,121.4
2024-01-01 11:20:00+00:00,27.25,26.05,5.434,94.9,2.7460000000000004,120.9
2024-01-01 11:25:00+00:00,25.42,23.94,5.452000000000001,94.9,2.653,115.1
2024-01-01 11:30:00+00:00,26.72,25.2,5.462999999999999,94.8,2.222,116.1
2024-01-01 11:35:00+00:00,29.98,28.54,5.474,94.8,2.8989999999999996,121.6
2024-01-01 11:40:00+00:00,28.47,27.12,5.477,94.7,2.841,117.6
2024-01-01 11:45:00+00:00,30.12,28.81,5.482,94.7,2.4090000000000003,115.8
2024-01-01 11:50:00+00:00,29.91,28.57,5.49,94.7,2.615,116.5
2024-01-01 11:55:00+00:00,32.87,31.62,5.494,94.7,3.412,117.6
2024-01-01 12:00:00+00:00,31.45,30.27,5.502999999999999,94.6,2.9560000000000004,119.2
2024-01-01 12:05:00+00:00,24.97,23.57,5.51,94.6,3.222,119.4
2024-01-01 12:10:00+00:00,23.13,21.78,5.497000000000001,94.5,3.156,117.0
2024-01-01 12:15:00+00:00,35.79,34.22,5.495,94.5,2.863,117.6
2024-01-01 12:20:00+00:00,47.47,46.15,5.507000000000001,94.5,3.068,124.7
2024-01-01 12:25:00+00:00,57.34,55.58,5.513999999999999,94.5,2.7939999999999996,118.6
2024-01-01 12:30:00+00:00,36.69,35.36,5.511,94.5,3.037,116.7
2024-01-01 12:35:00+00:00,25.01,23.64,5.496,94.4,2.616,119.7
2024-01-01 12:40:00+00:00,23.3,21.83,5.489,94.3,3.24,121.4
2024-01-01 12:45:00+00:00,20.28,19.0,5.485,94.3,2.827,119.4
2024-01-01 12:50:00+00:00,23.35,22.11,5.48,94.2,2.535,118.3
2024-01-01 12:55:00+00:00,20.89,19.5,5.49,94.1,2.657,121.1
2024-01-01 13:00:00+00:00,16.98,15.58,5.468999999999999,94.2,3.137,124.8
2024-01-01 13:05:00+00:00,18.26,16.8,5.465,94.1,2.716,116.7
2024-01-01 13:10:00+00:00,19.95,18.72,5.4670000000000005,94.0,2.665,119.3
2024-01-01 13:15:00+00:00,17.36,16.05,5.457999999999999,94.0,2.346,122.1
2024-01-01 13:20:00+00:00,17.25,15.8,5.462999999999999,94.0,2.474,117.3
2024-01-01 13:25:00+00:00,18.94,17.58,5.465,93.9,2.6069999999999998,114.7
2024-01-01 13:30:00+00:00,22.44,20.98,5.461,93.9,2.6839999999999997,115.6
2024-01-01 13:35:00+00:00,23.67,22.2,5.457999999999999,93.9,2.379,119.8
2024-01-01 13:40:00+00:00,24.29,22.93,5.462999999999999,93.8,2.508,117.1
2024-01-01 13:45:00+00:00,16.48,15.17,5.457000000000001,93.8,2.306,112.7
2024-01-01 13:50:00+00:00,12.53,11.29,5.461,93.7,1.983,110.2
2024-01-01 13:55:00+00:00,11.85,10.48,5.468,93.6,2.597,110.1
2024-01-01 14:00:00+00:00,11.08,9.66,5.478,93.4,2.654,108.1
2024-01-01 14:05:00+00:00,10.25,8.89,5.48,93.4,2.077,106.9
2024-01-01 14:10:00+00:00,9.68,8.35,5.479,93.3,2.8930000000000002,108.0
2024-01-01 14:15:00+00:00,8.18,6.466,5.473,93.2,2.9130000000000003,105.0
2024-01-01 14:20:00+00:00,8.0,6.468,5.472,93.2,2.416,109.3
2024-01-01 14:25:00+00:00,7.059,5.724,5.46,93.2,2.657,102.6
2024-01-01 14:30:00+00:00,7.013999999999999,5.5360000000000005,5.439,93.2,2.645,102.9
2024-01-01 14:35:00+00:00,7.992999999999999,6.414,5.4239999999999995,93.3,2.885,104.4
2024-01-01 14:40:00+00:00,5.872999999999999,4.447,5.412000000000001,93.3,2.785,106.3
2024-01-01 14:45:00+00:00,4.57,3.2039999999999997,5.4110000000000005,93.3,2.344,106.7
2024-01-01 14:50:00+00:00,4.462,3.102,5.4079999999999995,93.3,2.418,111.2
2024-01-01 14:55:00+00:00,4.293,3.0589999999999997,5.4110000000000005,93.2,2.3930000000000002,104.7
2024-01-01 15:00:00+00:00,3.8160000000000003,2.444,5.398,93.3,2.5980000000000003,104.5
2024-01-01 15:05:00+00:00,3.855,2.813,5.376,93.4,3.037,103.8
2024-01-01 15:10:00+00:00,3.965,2.636,5.367999999999999,93.4,2.759,104.1
2024-01-01 15:15:00+00:00,3.46,2.189,5.359,93.4,2.801,105.0
2024-01-01 15:20:00+00:00,3.873,2.715,5.354,93.4,2.9739999999999998,105.1
2024-01-01 15:25:00+00:00,3.375,2.32,5.349,93.4,3.023,100.6
2024-01-01 15:30:00+00:00,3.42,2.1790000000000003,5.345,93.4,2.819,102.4
2024-01-01 15:35:00+00:00,3.552,2.525,5.343,93.4,2.895,102.8
2024-01-01 15:40:00+00:00,3.3960000000000004,2.218,5.337999999999999,93.4,2.495,103.2
2024-01-01 15:45:00+00:00,3.408,2.209,5.353,93.4,2.59,108.4
2024-01-01 15:50:00+00:00,3.677,2.266,5.3420000000000005,93.4,3.161,105.5
2024-01-01 15:55:00+00:00,3.344,2.015,5.351,93.3,2.806,107.4
2024-01-01 16:00:00+00:00,3.3169999999999997,2.138,5.359,93.2,3.1719999999999997,106.0
2024-01-01 16:05:00+00:00,3.428,2.122,5.35,93.3,3.176,106.2
2024-01-01 16:10:00+00:00,2.957,1.8119999999999998,5.367000000000001,93.3,2.855,109.1
2024-01-01 16:15:00+00:00,2.975,1.87,5.375,93.1,3.3310000000000004,108.9
2024-01-01 16:20:00+00:00,3.612,2.4290000000000003,5.371,93.2,3.321,111.6
2024-01-01 16:25:00+00:00,3.283,2.0580000000000003,5.365,93.2,2.819,109.8
2024-01-01 16:30:00+00:00,3.852,2.603,5.355,93.4,3.438,111.1
2024-01-01 16:35:00+00:00,3.7910000000000004,2.43,5.337999999999999,93.5,2.9730000000000003,109.9
2024-01-01 16:40:00+00:00,3.405,2.229,5.317,93.7,3.0639999999999996,111.4
2024-01-01 16:45:00+00:00,3.915,2.668,5.292999999999999,93.8,3.17,117.1
2024-01-01 16:50:00+00:00,3.285,2.169,5.284,94.0,3.247,112.7
2024-01-01 16:55:00+00:00,3.3560000000000003,2.0869999999999997,5.271,94.1,3.303,112.9
2024-01-01 17:00:00+00:00,3.4389999999999996,2.062,5.252999999999999,94.3,3.2680000000000002,113.1
2024-01-01 17:05:00+00:00,3.403,2.254,5.242999999999999,94.4,3.14,111.1
2024-01-01 17:10:00+00:00,3.053,1.9280000000000002,5.235,94.5,3.423,110.8
2024-01-01 17:15:00+00:00,3.514,2.295,5.225,94.5,3.228,108.8
2024-01-01 17:20:00+00:00,3.5669999999999997,2.31,5.209,94.6,3.233,105.9
2024-01-01 17:25:00+00:00,3.718,2.447,5.192,94.7,2.967,103.5
2024-01-01 17:30:00+00:00,3.2939999999999996,2.06,5.178999999999999,94.8,3.4219999999999997,106.5
2024-01-01 17:35:00+00:00,3.425,2.233,5.165,94.8,2.99,103.2
2024-01-01 17:40:00+00:00,3.77,2.544,5.157,95.0,3.3510000000000004,105.9
2024-01-01 17:45:00+00:00,3.4989999999999997,2.252,5.162000000000001,95.0,3.154,104.8
2024-01-01 17:50:00+00:00,3.137,1.9569999999999999,5.159,95.0,2.7239999999999998,108.5
2024-01-01 17:55:00+00:00,3.48,2.343,5.156000000000001,95.0,3.2230000000000003,108.4
2024-01-01 18:00:00+00:00,3.736,2.375,5.153,95.0,2.904,104.7
2024-01-01 18:05:00+00:00,3.658,2.5069999999999997,5.136,95.0,2.75,107.3
2024-01-01 18:10:00+00:00,3.7569999999999997,2.701,5.12,95.0,3.2539999999999996,110.7
2024-01-01 18:15:00+00:00,3.68,2.543,5.117,94.9,3.1430000000000002,104.2
2024-01-01 18:20:00+00:00,3.293,2.0380000000000003,5.105,94.8,3.1719999999999997,103.8
2024-01-01 18:25:00+00:00,3.5860000000000003,2.247,5.088,94.8,3.3080000000000003,115.8
2024-01-01 18:30:00+00:00,3.2319999999999998,2.206,5.074,94.8,3.1919999999999997,110.5
2024-01-01 18:35:00+00:00,3.784,2.608,5.081,94.6,3.477,111.4
2024-01-01 18:40:00+00:00,3.373,2.154,5.082,94.7,3.035,109.2
2024-01-01 18:45:00+00:00,3.157,1.8730000000000002,5.082,94.7,2.4730000000000003,108.3
2024-01-01 18:50:00+00:00,3.261,1.933,5.088,94.5,2.947,109.7
2024-01-01 18:55:00+00:00,3.242,2.085,5.074,94.5,2.798,110.0
2024-01-01 19:00:00+00:00,3.2910000000000004,2.153,5.046,94.6,2.602,108.5
2024-01-01 19:05:00+00:00,3.634,2.385,5.05,94.5,3.0069999999999997,115.6
2024-01-01 19:10:00+00:00,3.261,2.069,5.041,94.5,2.728,110.1
2024-01-01 19:15:00+00:00,3.3310000000000004,2.128,5.027,94.6,2.799,111.9
2024-01-01 19:20:00+00:00,3.1460000000000004,2.004,5.027,94.7,2.68,106.5
2024-01-01 19:25:00+00:00,3.596,2.333,5.02,94.8,2.909,106.5
2024-01-01 19:30:00+00:00,3.267,2.1,5.013999999999999,94.9,2.541,108.3
2024-01-01 19:35:00+00:00,3.5269999999999997,2.285,5.006,95.0,2.573,104.9
2024-01-01 19:40:00+00:00,3.582,2.349,4.9910000000000005,95.0,2.7689999999999997,105.6
2024-01-01 19:45:00+00:00,3.426,2.207,4.966,95.0,3.127,104.4
2024-01-01 19:50:00+00:00,3.7910000000000004,2.45,4.897,95.1,2.824,109.5
2024-01-01 19:55:00+00:00,3.761,2.513,4.813,95.2,3.114,103.6
2024-01-01 20:00:00+00:00,4.226,3.114,4.76,95.3,2.572,110.4
2024-01-01 20:05:00+00:00,4.06,2.627,4.727,95.2,2.3890000000000002,107.8
2024-01-01 20:10:00+00:00,3.952,2.8310000000000004,4.706,95.2,2.8280000000000003,104.2
2024-01-01 20:15:00+00:00,3.636,2.398,4.683,95.1,2.948,103.0
2024-01-01 20:20:00+00:00,3.637,2.347,4.656000000000001,95.1,2.679,102.3
2024-01-01 20:25:00+00:00,3.74,2.582,4.622,95.1,3.017,104.5
2024-01-01 20:30:00+00:00,3.875,2.775,4.59,95.1,2.738,100.5
2024-01-01 20:35:00+00:00,3.66,2.424,4.555,95.1,2.842,104.5
2024-01-01 20:40:00+00:00,3.6489999999999996,2.412,4.522,95.2,2.407,106.6
2024-01-01 20:45:00+00:00,3.661,2.392,4.488,95.2,3.0180000000000002,106.3
2024-01-01 20:50:00+00:00,4.0280000000000005,2.8689999999999998,4.47,95.2,3.338,107.5
2024-01-01 20:55:00+00:00,3.4810000000000003,2.165,4.468,95.2,2.386,110.8
2024-01-01 21:00:00+00:00,3.534,2.2319999999999998,4.457,95.2,2.6830000000000003,103.9
2024-01-01 21:05:00+00:00,3.315,2.1959999999999997,4.44,95.3,2.5140000000000002,108.0
2024-01-01 21:10:00+00:00,3.04,1.9769999999999999,4.428,95.4,2.29,103.3
2024-01-01 21:15:00+00:00,3.122,2.129,4.425,95.4,2.055,110.0
2024-01-01 21:20:00+00:00,3.452,2.233,4.412,95.5,2.7089999999999996,104.6
2024-01-01 21:25:00+00:00,3.529,2.1790000000000003,4.404,95.6,2.106,107.4
2024-01-01 21:30:00+00:00,3.4589999999999996,2.364,4.399,95.6,2.229,115.6
2024-01-01 21:35:00+00:00,3.397,2.135,4.394,95.6,2.5789999999999997,105.7
2024-01-01 21:40:00+00:00,3.272,2.0180000000000002,4.387,95.7,2.315,97.9
2024-01-01 21:45:00+00:00,3.446,2.224,4.378,95.6,1.902,95.7
2024-01-01 21:50:00+00:00,3.266,2.126,4.375,95.7,1.9780000000000002,106.1
2024-01-01 21:55:00+00:00,3.324,2.234,4.3580000000000005,95.7,2.699,98.2
2024-01-01 22:00:00+00:00,3.545,2.335,4.34,95.8,2.6310000000000002,101.3
2024-01-01 22:05:00+00:00,3.7960000000000003,2.574,4.323,95.8,2.832,100.6
2024-01-01 22:10:00+00:00,3.5810000000000004,2.3169999999999997,4.315,95.8,3.0180000000000002,103.4
2024-01-01 22:15:00+00:00,3.424,2.245,4.316,95.9,3.1489999999999996,105.2
2024-01-01 22:20:00+00:00,3.31,2.062,4.309,95.9,2.9739999999999998,109.4
2024-01-01 22:25:00+00:00,3.668,2.291,4.322,95.8,2.866,104.3
2024-01-01 22:30:00+00:00,3.568,2.309,4.322,95.7,3.138,102.3
2024-01-01 22:35:00+00:00,3.693,2.459,4.316,95.7,3.5980000000000003,101.7
2024-01-01 22:40:00+00:00,3.313,2.149,4.306,95.7,3.395,99.7
2024-01-01 22:45:00+00:00,3.2960000000000003,2.166,4.292,95.7,3.35,108.7
2024-01-01 22:50:00+00:00,3.085,1.906,4.281000000000001,95.8,3.389,105.9
2024-01-01 22:55:00+00:00,3.639,2.324,4.279,95.8,3.208,105.8
2024-01-01 23:00:00+00:00,3.688,2.4819999999999998,4.271,95.8,3.1319999999999997,99.9
2024-01-01 23:05:00+00:00,3.458,2.226,4.255,95.8,2.823,103.8
2024-01-01 23:10:00+00:00,3.677,2.428,4.244,95.9,3.259,102.8
2024-01-01 23:15:00+00:00,3.5389999999999997,2.293,4.224,96.0,2.331,103.3
2024-01-01 23:20:00+00:00,3.575,2.1959999999999997,4.23,96.0,2.543,101.2
2024-01-01 23:25:00+00:00,3.467,2.315,4.238,96.1,2.8510000000000004,104.4
2024-01-01 23:30:00+00:00,3.574,2.398,4.23,96.0,2.847,104.1
2024-01-01 23:35:00+00:00,4.003,2.752,4.221,96.0,3.0669999999999997,104.5
2024-01-01 23:40:00+00:00,3.4960000000000004,2.445,4.2,96.0,3.207,104.5
2024-01-01 23:45:00+00:00,3.827,2.5669999999999997,4.177,96.1,2.862,99.0
2024-01-01 23:50:00+00:00,3.491,2.2569999999999997,4.165,96.1,2.674,97.5
2024-01-01 23:55:00+00:00,3.714,2.447,4.168,96.0,2.7310000000000003,98.7
2024-01-02 00:00:00+00:00,3.6260000000000003,2.525,4.145,95.9,3.032,93.3
2024-01-02 00:05:00+00:00,3.722,2.6010000000000004,4.0969999999999995,95.8,2.7939999999999996,93.8
2024-01-02 00:10:00+00:00,4.129,2.8810000000000002,4.053999999999999,95.8,3.2560000000000002,94.1
2024-01-02 00:15:00+00:00,4.082,2.7889999999999997,4.037,95.6,2.6430000000000002,94.5
2024-01-02 00:20:00+00:00,3.7560000000000002,2.47,4.018,95.6,2.867,98.9
2024-01-02 00:25:00+00:00,3.5789999999999997,2.44,4.006,95.6,3.673,98.3
2024-01-02 00:30:00+00:00,3.65,2.497,3.9989999999999997,95.6,3.216,101.4
2024-01-02 00:35:00+00:00,3.7089999999999996,2.5580000000000003,3.9760000000000004,95.6,2.75,100.0
2024-01-02 00:40:00+00:00,3.84,2.634,3.977,95.6,3.293,99.5
2024-01-02 00:45:00+00:00,3.4339999999999997,2.153,3.971,95.6,2.925,101.3
2024-01-02 00:50:00+00:00,3.682,2.452,3.966,95.6,3.074,98.6
2024-01-02 00:55:00+00:00,3.543,2.251,3.948,95.7,3.405,104.5
2024-01-02 01:00:00+00:00,3.676,2.392,3.947,95.7,3.1489999999999996,100.5
2024-01-02 01:05:00+00:00,3.7910000000000004,2.6239999999999997,3.9389999999999996,95.7,2.795,104.3
2024-01-02 01:10:00+00:00,3.21,1.973,3.938,95.7,2.399,97.6
2024-01-02 01:15:00+00:00,3.613,2.325,3.928,95.7,2.327,97.2
2024-01-02 01:20:00+00:00,3.3760000000000003,2.245,3.923,95.7,2.9139999999999997,100.5
2024-01-02 01:25:00+00:00,3.569,2.31,3.908,95.8,2.972,101.1
2024-01-02 01:30:00+00:00,3.491,2.1069999999999998,3.9160000000000004,95.9,2.891,103.1
2024-01-02 01:35:00+00:00,3.5189999999999997,2.247,3.923,95.9,3.0669999999999997,97.4
