300	1
309	1
310.2941176	1
319.1176471	1
323.5294118	1
327.9411765	1
329.4117647	1
332.3529412	1
333.8235294	1
335.2941176	1
338.2352941	1
339.7058824	1
347.0588235	1
352.9411765	1
357.3529412	1
361.7647059	1
367.6470588	1
373.5294118	1
379.4117647	1
385.2941176	1
397.0588235	1
405.4	0.974232145
410.2941176	0.958865979
423.5294118	0.965360825
450	0.97257732
470.5882353	0.976185567
497.0588235	0.981237113
520.5882353	0.983402062
544.1176471	0.98628866
569.1176471	0.987731959
595.5882353	0.989896907
626.4705882	0.991340206
657.3529412	0.993505155
691.1764706	0.994226804
700	1
701	1
720	1
1000	1
2500	1
