Day,Hours,Elspot Prices DK1 (EUR/MWh),Household Demand (kWh),Capacity factor solar
25/01/2019,20 - 21,50.89,0.47,0
25/01/2019,21 - 22,54.48,0.48,0
25/01/2019,22 - 23,53.7,0.32,0
25/01/2019,23 - 00,52.46,0.28,0
26/01/2019,00 - 01,52.02,0.25,0
26/01/2019,01 - 02,51.63,0.12,0
26/01/2019,02 - 03,51.09,0.12,0
26/01/2019,03 - 04,50.96,0.12,0
26/01/2019,04 - 05,51.63,0.11,0
26/01/2019,05 - 06,52.12,0.11,0
26/01/2019,06 - 07,52.55,1.14,0
26/01/2019,07 - 08,53.46,0.77,0
26/01/2019,08 - 09,54.1,0.42,0.079
26/01/2019,09 - 10,56.4,0.34,0.088
26/01/2019,10 - 11,58.74,0.37,0.142
26/01/2019,11 - 12,59.3,0.24,0.282
26/01/2019,12 - 13,56.84,0.14,0.117
26/01/2019,13 - 14,57.56,0.14,0.151
26/01/2019,14 - 15,53.43,0.29,0.031
26/01/2019,15 - 16,54.21,0.64,0
26/01/2019,16 - 17,54.28,0.17,0
26/01/2019,17 - 18,56.07,0.66,0
26/01/2019,18 - 19,58.04,0.12,0
26/01/2019,19 - 20,53.89,0.12,0
26/01/2019,20 - 21,52.64,0.23,0
26/01/2019,21 - 22,45.08,0.45,0
26/01/2019,22 - 23,43.99,0.39,0
26/01/2019,23 - 00,37.83,0.2,0
27/01/2019,00 - 01,45.58,0.13,0
27/01/2019,01 - 02,40.54,0.11,0
27/01/2019,02 - 03,20.87,0.12,0
27/01/2019,03 - 04,20.1,0.11,0
27/01/2019,04 - 05,16.81,0.11,0
27/01/2019,05 - 06,26.64,0.12,0
27/01/2019,06 - 07,38.69,0.11,0
27/01/2019,07 - 08,45.19,0.12,0
27/01/2019,08 - 09,45.78,0.43,0.028
27/01/2019,09 - 10,45.78,0.43,0.167
27/01/2019,10 - 11,50.7,0.43,0.005
27/01/2019,11 - 12,52.67,0.71,0.168
27/01/2019,12 - 13,52.36,0.49,0.014
27/01/2019,13 - 14,52.15,0.78,0.351
27/01/2019,14 - 15,52.16,0.34,0.005
27/01/2019,15 - 16,52.28,0.47,0
27/01/2019,16 - 17,53.6,0.42,0
27/01/2019,17 - 18,54.42,0.54,0
27/01/2019,18 - 19,54.49,0.47,0
27/01/2019,19 - 20,54.37,0.51,0
27/01/2019,20 - 21,53.72,0.45,0
27/01/2019,21 - 22,52.91,0.41,0
27/01/2019,22 - 23,52.61,0.44,0
27/01/2019,23 - 00,51.64,0.57,0
28/01/2019,00 - 01,51.13,0.17,0
28/01/2019,01 - 02,50.62,0.59,0
28/01/2019,02 - 03,50.43,0.13,0
28/01/2019,03 - 04,50.5,0.1,0
28/01/2019,04 - 05,51.08,0.12,0
28/01/2019,05 - 06,53.68,0.11,0
28/01/2019,06 - 07,53.2,0.11,0
28/01/2019,07 - 08,64.17,0.26,0
28/01/2019,08 - 09,65.02,0.39,0.16
28/01/2019,09 - 10,62.33,0.38,0.299
28/01/2019,10 - 11,58.5,0.24,0.53
28/01/2019,11 - 12,56.04,0.25,0.582
28/01/2019,12 - 13,55.69,0.24,0.561
28/01/2019,13 - 14,55.57,0.19,0.218
28/01/2019,14 - 15,55.37,0.31,0.039
28/01/2019,15 - 16,55.26,0.21,0
28/01/2019,16 - 17,55.3,0.16,0
28/01/2019,17 - 18,60.96,0.63,0
28/01/2019,18 - 19,59.77,0.53,0
28/01/2019,19 - 20,55.61,0.62,0
28/01/2019,20 - 21,55.29,0.47,0
28/01/2019,21 - 22,54.9,0.48,0
28/01/2019,22 - 23,53.79,0.37,0
28/01/2019,23 - 00,52.47,0.16,0
29/01/2019,00 - 01,51.41,0.1,0
29/01/2019,01 - 02,50.79,0.11,0
29/01/2019,02 - 03,50.69,0.11,0
29/01/2019,03 - 04,51.1,0.1,0
29/01/2019,04 - 05,51.66,0.12,0
29/01/2019,05 - 06,54.29,0.09,0
29/01/2019,06 - 07,56.69,0.12,0
29/01/2019,07 - 08,67.81,0.39,0
29/01/2019,08 - 09,72.94,0.43,0
29/01/2019,09 - 10,70.77,0.14,0.007
29/01/2019,10 - 11,70.52,0.1,0.007
29/01/2019,11 - 12,67.65,0.11,0.007
29/01/2019,12 - 13,64.16,0.1,0.007
29/01/2019,13 - 14,63.97,0.1,0.022
29/01/2019,14 - 15,66.69,0.19,0.001
29/01/2019,15 - 16,66.13,0.14,0
29/01/2019,16 - 17,69.47,1.5,0
29/01/2019,17 - 18,71.59,0.41,0
29/01/2019,18 - 19,72.97,0.42,0
29/01/2019,19 - 20,68.28,0.47,0
29/01/2019,20 - 21,58.2,0.52,0
29/01/2019,21 - 22,55.85,0.49,0
29/01/2019,22 - 23,53.94,0.48,0
29/01/2019,23 - 00,52.74,0.17,0
30/01/2019,00 - 01,51.56,0.11,0
30/01/2019,01 - 02,51.22,0.11,0
30/01/2019,02 - 03,50.79,0.09,0
30/01/2019,03 - 04,50.92,0.12,0
30/01/2019,04 - 05,51.57,0.09,0
30/01/2019,05 - 06,53.85,0.11,0
30/01/2019,06 - 07,52.19,0.13,0
30/01/2019,07 - 08,65.12,0.43,0
30/01/2019,08 - 09,68.31,0.36,0.043
30/01/2019,09 - 10,66.89,0.28,0.201
30/01/2019,10 - 11,59.18,0.54,0.165
30/01/2019,11 - 12,53.14,0.41,0.255
30/01/2019,12 - 13,54.3,0.59,0.186
30/01/2019,13 - 14,54.05,0.16,0.311
30/01/2019,14 - 15,53.94,0.29,0.226
30/01/2019,15 - 16,52.96,0.27,0
30/01/2019,16 - 17,52.76,0.22,0
30/01/2019,17 - 18,60.61,1.48,0
30/01/2019,18 - 19,57.13,0.92,0
30/01/2019,19 - 20,57.98,0.52,0
30/01/2019,20 - 21,50.12,0.53,0
30/01/2019,21 - 22,53.47,0.43,0
30/01/2019,22 - 23,52.1,0.36,0
30/01/2019,23 - 00,46.95,0.32,0
31/01/2019,00 - 01,47.26,0.11,0
31/01/2019,01 - 02,45.56,0.11,0
31/01/2019,02 - 03,45.52,0.1,0
31/01/2019,03 - 04,46.91,0.11,0
31/01/2019,04 - 05,45.17,0.1,0
31/01/2019,05 - 06,48.79,0.11,0
31/01/2019,06 - 07,57.47,0.11,0
31/01/2019,07 - 08,60.08,1.28,0
31/01/2019,08 - 09,56.5,0.98,0
31/01/2019,09 - 10,56.43,0.38,0.411
31/01/2019,10 - 11,56.39,0.35,0.534
31/01/2019,11 - 12,56.2,0.98,0.025
31/01/2019,12 - 13,56.19,0.43,0.009
31/01/2019,13 - 14,56.34,0.31,0.274
31/01/2019,14 - 15,56.2,0.5,0.042
31/01/2019,15 - 16,56.03,0.37,0
31/01/2019,16 - 17,56.57,0.37,0
31/01/2019,17 - 18,57.42,0.34,0
31/01/2019,18 - 19,57.05,0.41,0
31/01/2019,19 - 20,56.49,0.26,0
31/01/2019,20 - 21,55.79,0.31,0
31/01/2019,21 - 22,54.12,0.38,0
31/01/2019,22 - 23,52.72,1.79,0
31/01/2019,23 - 00,51.56,0.42,0
01/02/2019,00 - 01,51.41,0.35,0
01/02/2019,01 - 02,50.57,0.27,0
01/02/2019,02 - 03,50.13,0.17,0
01/02/2019,03 - 04,50.2,0.17,0
01/02/2019,04 - 05,50.82,0.17,0
01/02/2019,05 - 06,52.67,0.17,0
01/02/2019,06 - 07,54.09,0.17,0
01/02/2019,07 - 08,55.4,1.51,0
01/02/2019,08 - 09,56.77,0.4,0.006
01/02/2019,09 - 10,56.04,0.38,0.02
01/02/2019,10 - 11,55.62,0.39,0.098
01/02/2019,11 - 12,56.64,0.26,0.05
01/02/2019,12 - 13,56.16,0.12,0.01
01/02/2019,13 - 14,55.75,0.55,0.019
01/02/2019,14 - 15,55.77,0.12,0.017
01/02/2019,15 - 16,55.7,0.62,0
01/02/2019,16 - 17,56.13,0.1,0
01/02/2019,17 - 18,57,0.12,0
01/02/2019,18 - 19,56.39,0.12,0
01/02/2019,19 - 20,55.19,0.11,0
01/02/2019,20 - 21,54.29,0.11,0
01/02/2019,21 - 22,54.1,0.11,0
01/02/2019,22 - 23,52.81,0.1,0
01/02/2019,23 - 00,51.02,0.11,0
02/02/2019,00 - 01,50.14,0.12,0
02/02/2019,01 - 02,48.77,0.11,0
02/02/2019,02 - 03,48.2,0.1,0
02/02/2019,03 - 04,48.15,0.12,0
02/02/2019,04 - 05,48.6,0.1,0
02/02/2019,05 - 06,49.17,0.11,0
02/02/2019,06 - 07,49.31,0.1,0
02/02/2019,07 - 08,47.78,0.11,0
02/02/2019,08 - 09,51.58,0.1,0.022
02/02/2019,09 - 10,55.39,0.11,0.025
02/02/2019,10 - 11,54.21,0.12,0.024
02/02/2019,11 - 12,53.98,0.12,0.019
02/02/2019,12 - 13,56.2,0.1,0.04
02/02/2019,13 - 14,50.43,0.11,0.045
02/02/2019,14 - 15,50.25,0.12,0.052
02/02/2019,15 - 16,50.11,0.11,0
02/02/2019,16 - 17,49.49,0.1,0
02/02/2019,17 - 18,56.98,0.11,0
02/02/2019,18 - 19,56.15,0.11,0
02/02/2019,19 - 20,54.7,0.13,0
02/02/2019,20 - 21,50.54,0.11,0
02/02/2019,21 - 22,49.93,0.1,0
02/02/2019,22 - 23,49.56,0.11,0
02/02/2019,23 - 00,48.14,0.1,0
03/02/2019,00 - 01,48.6,0.11,0
03/02/2019,01 - 02,47.65,0.12,0
03/02/2019,02 - 03,47.2,0.11,0
03/02/2019,03 - 04,46.83,0.1,0
03/02/2019,04 - 05,47.22,0.11,0
03/02/2019,05 - 06,47.49,0.1,0
03/02/2019,06 - 07,48.03,0.1,0
03/02/2019,07 - 08,48.44,0.11,0
03/02/2019,08 - 09,48.99,0.1,0.178
03/02/2019,09 - 10,49.96,0.13,0.399
03/02/2019,10 - 11,50.64,0.1,0.527
03/02/2019,11 - 12,51.21,0.1,0.57
03/02/2019,12 - 13,50.83,0.12,0.356
03/02/2019,13 - 14,50.53,0.14,0.475
03/02/2019,14 - 15,50.38,0.12,0.021
03/02/2019,15 - 16,50.68,0.16,0
03/02/2019,16 - 17,46.17,0.34,0
03/02/2019,17 - 18,52.05,0.29,0
03/02/2019,18 - 19,59.66,1.6,0
03/02/2019,19 - 20,58.06,1.28,0
03/02/2019,20 - 21,54.8,0.55,0
03/02/2019,21 - 22,52.05,0.44,0
03/02/2019,22 - 23,51.14,0.82,0
03/02/2019,23 - 00,48.25,0.39,0
04/02/2019,00 - 01,50.28,0.12,0
04/02/2019,01 - 02,50.15,0.12,0
04/02/2019,02 - 03,49.92,0.1,0
04/02/2019,03 - 04,50.1,0.12,0
04/02/2019,04 - 05,50.66,0.1,0
04/02/2019,05 - 06,52.24,0.12,0
04/02/2019,06 - 07,49.15,0.1,0
04/02/2019,07 - 08,60.79,0.44,0
04/02/2019,08 - 09,59.05,0.55,0.196
04/02/2019,09 - 10,55.58,0.12,0.414
04/02/2019,10 - 11,49.76,0.1,0.551
04/02/2019,11 - 12,52.85,0.13,0.675
04/02/2019,12 - 13,52.76,0.1,0.643
04/02/2019,13 - 14,48.09,0.12,0.369
04/02/2019,14 - 15,42.37,0.1,0.33
04/02/2019,15 - 16,43.46,0.1,0.064
04/02/2019,16 - 17,43.91,0.11,0
04/02/2019,17 - 18,49.16,0.3,0
04/02/2019,18 - 19,46.88,1.32,0
04/02/2019,19 - 20,42.17,0.75,0
04/02/2019,20 - 21,39.5,0.52,0
04/02/2019,21 - 22,38.83,0.41,0
04/02/2019,22 - 23,38.6,0.56,0
04/02/2019,23 - 00,32.58,0.12,0
05/02/2019,00 - 01,34.56,0.63,0
05/02/2019,01 - 02,36.78,0.11,0
05/02/2019,02 - 03,38.5,0.11,0
05/02/2019,03 - 04,39.47,0.11,0
05/02/2019,04 - 05,39.9,0.1,0
05/02/2019,05 - 06,41.8,0.11,0
05/02/2019,06 - 07,50.41,0.11,0
05/02/2019,07 - 08,56.43,0.33,0
05/02/2019,08 - 09,55.18,0.5,0.008
05/02/2019,09 - 10,54.94,0.49,0.025
05/02/2019,10 - 11,54.66,0.39,0.031
05/02/2019,11 - 12,54.2,0.38,0.063
05/02/2019,12 - 13,53.6,0.3,0.021
05/02/2019,13 - 14,53.51,0.2,0.016
05/02/2019,14 - 15,53.72,0.36,0.025
05/02/2019,15 - 16,53.74,0.28,0.021
05/02/2019,16 - 17,54.64,0.12,0
05/02/2019,17 - 18,57.23,0.31,0
05/02/2019,18 - 19,56.76,0.42,0
05/02/2019,19 - 20,55.3,0.53,0
05/02/2019,20 - 21,53.8,0.55,0
05/02/2019,21 - 22,53.49,0.49,0
05/02/2019,22 - 23,50.22,0.28,0
05/02/2019,23 - 00,49.68,0.21,0
06/02/2019,00 - 01,49.43,0.11,0
06/02/2019,01 - 02,49.13,0.1,0
06/02/2019,02 - 03,49.02,0.13,0
06/02/2019,03 - 04,49.13,0.11,0
06/02/2019,04 - 05,49.75,0.1,0
06/02/2019,05 - 06,49.98,0.12,0
06/02/2019,06 - 07,51.2,0.1,0
06/02/2019,07 - 08,57.71,0.49,0
06/02/2019,08 - 09,59.13,0.51,0.278
06/02/2019,09 - 10,53.45,0.15,0.041
06/02/2019,10 - 11,53.65,0.13,0.024
06/02/2019,11 - 12,53.43,0.1,0.03
06/02/2019,12 - 13,53.3,0.12,0.016
06/02/2019,13 - 14,52.92,0.13,0.013
06/02/2019,14 - 15,53.04,0.25,0.003
06/02/2019,15 - 16,53.91,0.38,0.002
06/02/2019,16 - 17,55.48,0.11,0
06/02/2019,17 - 18,60.39,0.13,0
06/02/2019,18 - 19,61.02,0.34,0
06/02/2019,19 - 20,57.17,0.49,0
06/02/2019,20 - 21,54.14,0.55,0
06/02/2019,21 - 22,50.59,0.54,0
06/02/2019,22 - 23,50.3,0.55,0
06/02/2019,23 - 00,48.27,0.73,0
07/02/2019,00 - 01,47.48,0.13,0
07/02/2019,01 - 02,46.41,0.7,0
07/02/2019,02 - 03,45.93,0.1,0
07/02/2019,03 - 04,46.05,0.12,0
07/02/2019,04 - 05,47.3,0.1,0
07/02/2019,05 - 06,49.07,0.11,0
07/02/2019,06 - 07,49.59,0.1,0
07/02/2019,07 - 08,53.39,1.82,0
07/02/2019,08 - 09,53.14,0.47,0.199
07/02/2019,09 - 10,52.08,0.24,0.102
07/02/2019,10 - 11,51.57,0.22,0.119
07/02/2019,11 - 12,46.47,0.44,0.042
07/02/2019,12 - 13,43.32,0.51,0.021
07/02/2019,13 - 14,42.4,0.56,0.018
07/02/2019,14 - 15,40.83,0.34,0.075
07/02/2019,15 - 16,41.71,0.25,0.024
07/02/2019,16 - 17,41.85,0.25,0
07/02/2019,17 - 18,51.47,0.31,0
07/02/2019,18 - 19,51.5,0.52,0
07/02/2019,19 - 20,45.84,0.43,0
07/02/2019,20 - 21,46.16,0.51,0
07/02/2019,21 - 22,41.55,0.48,0
07/02/2019,22 - 23,38.79,0.48,0
07/02/2019,23 - 00,33.75,0.27,0
08/02/2019,00 - 01,25.96,0.35,0
08/02/2019,01 - 02,30.63,0.18,0
08/02/2019,02 - 03,32.63,0.12,0
08/02/2019,03 - 04,31.22,0.11,0
08/02/2019,04 - 05,35.77,0.11,0
08/02/2019,05 - 06,39.06,0.11,0
08/02/2019,06 - 07,45.93,0.11,0
08/02/2019,07 - 08,52.32,0.5,0
08/02/2019,08 - 09,52.9,0.38,0.037
08/02/2019,09 - 10,52.83,0.31,0.164
08/02/2019,10 - 11,51.44,0.16,0.022
08/02/2019,11 - 12,50.75,0,0.039
08/02/2019,12 - 13,44.67,0.19,0.031
08/02/2019,13 - 14,39.58,0.21,0.233
08/02/2019,14 - 15,38.84,0.31,0.113
08/02/2019,15 - 16,42.39,0.36,0.107
08/02/2019,16 - 17,44.06,0.2,0
08/02/2019,17 - 18,49.7,0.24,0
08/02/2019,18 - 19,50.75,1.42,0
08/02/2019,19 - 20,46.12,0.38,0
08/02/2019,20 - 21,35.94,0.54,0
08/02/2019,21 - 22,34.02,0.55,0
08/02/2019,22 - 23,27.61,0.9,0
08/02/2019,23 - 00,24.51,0.36,0
09/02/2019,00 - 01,0.02,0.51,0
09/02/2019,01 - 02,0.08,0.25,0
09/02/2019,02 - 03,-4.1,0.11,0
09/02/2019,03 - 04,-4.01,0.11,0
09/02/2019,04 - 05,0.06,0.11,0
09/02/2019,05 - 06,0.09,0.1,0
09/02/2019,06 - 07,0.05,0.13,0
09/02/2019,07 - 08,6.38,1.74,0
09/02/2019,08 - 09,12.1,0.42,0.231
09/02/2019,09 - 10,11.2,0.44,0.146
09/02/2019,10 - 11,10.66,0.62,0.031
09/02/2019,11 - 12,4.13,0.45,0.29
09/02/2019,12 - 13,0.05,0.35,0.278
09/02/2019,13 - 14,-0.1,0.42,0.144
09/02/2019,14 - 15,-2.05,0.37,0.118
09/02/2019,15 - 16,0.09,0.3,0.064
09/02/2019,16 - 17,9.66,0.36,0
09/02/2019,17 - 18,27.02,0.41,0
09/02/2019,18 - 19,36.24,0.53,0
09/02/2019,19 - 20,26.02,0.53,0
09/02/2019,20 - 21,16.99,0.48,0
09/02/2019,21 - 22,0.09,0.36,0
09/02/2019,22 - 23,12.93,0.38,0
09/02/2019,23 - 00,0.09,0.38,0
10/02/2019,00 - 01,11.45,0.54,0
10/02/2019,01 - 02,16.19,0.13,0
10/02/2019,02 - 03,16.05,0.6,0
10/02/2019,03 - 04,12.47,0.1,0
10/02/2019,04 - 05,10.21,0.12,0
10/02/2019,05 - 06,14.54,0.09,0
10/02/2019,06 - 07,7.02,0.11,0
10/02/2019,07 - 08,11,0.24,0
10/02/2019,08 - 09,20.66,0.57,0.103
10/02/2019,09 - 10,33.01,0.34,0.13
10/02/2019,10 - 11,41.83,0.16,0.079
10/02/2019,11 - 12,46.15,0.32,0.179
10/02/2019,12 - 13,46.55,0.49,0.632
10/02/2019,13 - 14,46.9,0.41,0.176
10/02/2019,14 - 15,46.99,0.36,0.309
10/02/2019,15 - 16,47.12,0.5,0.114
10/02/2019,16 - 17,48.3,0.15,0
10/02/2019,17 - 18,49.5,0.15,0
10/02/2019,18 - 19,49.82,0.33,0
10/02/2019,19 - 20,49.57,0.43,0
10/02/2019,20 - 21,48.23,0.43,0
10/02/2019,21 - 22,47.34,0.46,0
10/02/2019,22 - 23,41.72,0.37,0
10/02/2019,23 - 00,30.63,0.34,0
11/02/2019,00 - 01,31.63,0.23,0
11/02/2019,01 - 02,5.69,0.13,0
11/02/2019,02 - 03,-0.02,0.09,0
11/02/2019,03 - 04,-2.01,0.11,0
11/02/2019,04 - 05,0.01,0.09,0
11/02/2019,05 - 06,5.66,0.11,0
11/02/2019,06 - 07,39.98,0.09,0
11/02/2019,07 - 08,49.13,0.31,0
11/02/2019,08 - 09,49.5,0.45,0.237
11/02/2019,09 - 10,45.07,0.53,0.301
11/02/2019,10 - 11,40.01,0.53,0.154
11/02/2019,11 - 12,38.8,0.27,0.195
11/02/2019,12 - 13,36.66,0.23,0.105
11/02/2019,13 - 14,38.61,0.28,0.068
11/02/2019,14 - 15,38.73,0.21,0.033
11/02/2019,15 - 16,38.93,0.16,0.023
11/02/2019,16 - 17,38.68,0.09,0
11/02/2019,17 - 18,48.2,0.18,0
11/02/2019,18 - 19,48.6,0.41,0
11/02/2019,19 - 20,48.82,0.47,0
11/02/2019,20 - 21,48.05,0.48,0
11/02/2019,21 - 22,41.34,0.52,0
11/02/2019,22 - 23,45.27,0.55,0
11/02/2019,23 - 00,37.41,0.53,0
12/02/2019,00 - 01,37.36,0.25,0
12/02/2019,01 - 02,32.86,0.48,0
12/02/2019,02 - 03,29.76,0.1,0
12/02/2019,03 - 04,31.06,0.11,0
12/02/2019,04 - 05,36.14,0.1,0
12/02/2019,05 - 06,40.09,0.1,0
12/02/2019,06 - 07,46.52,0.12,0
12/02/2019,07 - 08,55.29,0.1,0
12/02/2019,08 - 09,55.01,1.77,0.273
12/02/2019,09 - 10,57.43,0.32,0.49
12/02/2019,10 - 11,55.76,0.18,0.631
12/02/2019,11 - 12,51.02,0.1,0.477
12/02/2019,12 - 13,50.11,0.09,0.479
12/02/2019,13 - 14,49.68,0.11,0.478
12/02/2019,14 - 15,50.07,0.09,0.396
12/02/2019,15 - 16,50.07,0.1,0.185
12/02/2019,16 - 17,50.4,0.1,0
12/02/2019,17 - 18,54.18,1.59,0
12/02/2019,18 - 19,57.71,1.17,0
12/02/2019,19 - 20,50.07,0.59,0
12/02/2019,20 - 21,46.04,0.53,0
12/02/2019,21 - 22,41.68,0.46,0
12/02/2019,22 - 23,44.04,0.35,0
12/02/2019,23 - 00,41.59,0.33,0
13/02/2019,00 - 01,34.19,0.21,0
13/02/2019,01 - 02,37.27,0.1,0
13/02/2019,02 - 03,36.35,0.11,0
13/02/2019,03 - 04,33.36,0.1,0
13/02/2019,04 - 05,37.64,0.11,0
13/02/2019,05 - 06,35.4,0.11,0
13/02/2019,06 - 07,45.91,0.1,0
13/02/2019,07 - 08,50.27,0.1,0
13/02/2019,08 - 09,48.5,0.54,0.243
13/02/2019,09 - 10,47.41,0.17,0.46
13/02/2019,10 - 11,47.04,0.12,0.623
13/02/2019,11 - 12,46.74,0.1,0.716
13/02/2019,12 - 13,46.21,0.1,0.698
13/02/2019,13 - 14,46.22,0.1,0.614
13/02/2019,14 - 15,46.37,0.1,0.428
13/02/2019,15 - 16,46.9,0.11,0.198
13/02/2019,16 - 17,47.96,0.11,0
13/02/2019,17 - 18,48.66,0.14,0
13/02/2019,18 - 19,48.97,0.46,0
13/02/2019,19 - 20,48.64,0.53,0
13/02/2019,20 - 21,47.63,0.43,0
13/02/2019,21 - 22,46.5,2.07,0
13/02/2019,22 - 23,46.5,0.5,0
13/02/2019,23 - 00,43.23,0.96,0
14/02/2019,00 - 01,40.81,0.13,0
14/02/2019,01 - 02,39.21,0.1,0
14/02/2019,02 - 03,38.7,0.1,0
14/02/2019,03 - 04,39.06,0.11,0
14/02/2019,04 - 05,38.53,0.09,0
14/02/2019,05 - 06,43.11,0.11,0
14/02/2019,06 - 07,51.38,0.1,0
14/02/2019,07 - 08,58.34,0.44,0
14/02/2019,08 - 09,61.06,0.47,0.133
14/02/2019,09 - 10,53.61,0.31,0.227
14/02/2019,10 - 11,50.42,0.28,0.258
14/02/2019,11 - 12,46.19,0.45,0.64
14/02/2019,12 - 13,44.07,0.38,0.69
14/02/2019,13 - 14,44.72,0.29,0.565
14/02/2019,14 - 15,44.69,1.04,0.399
14/02/2019,15 - 16,46.63,0.23,0.085
14/02/2019,16 - 17,46.61,0.27,0
14/02/2019,17 - 18,53.11,0.54,0
14/02/2019,18 - 19,60.3,1.6,0
14/02/2019,19 - 20,60.96,0.53,0
14/02/2019,20 - 21,45.05,0.55,0
14/02/2019,21 - 22,44.37,0.62,0
14/02/2019,22 - 23,43.91,0.43,0
14/02/2019,23 - 00,42.83,0.23,0
15/02/2019,00 - 01,43.82,0.12,0
15/02/2019,01 - 02,42.26,0.1,0
15/02/2019,02 - 03,41.78,0.11,0
15/02/2019,03 - 04,40.25,0.11,0
15/02/2019,04 - 05,41.16,0.1,0
15/02/2019,05 - 06,43.74,0.11,0
15/02/2019,06 - 07,46.35,0.11,0
15/02/2019,07 - 08,58.62,0.65,0
15/02/2019,08 - 09,58.64,1.34,0.333
15/02/2019,09 - 10,55.5,0.44,0.506
15/02/2019,10 - 11,49.19,0.3,0.376
15/02/2019,11 - 12,44.18,0.24,0.68
15/02/2019,12 - 13,42.94,0.24,0.621
15/02/2019,13 - 14,42.5,0.22,0.65
15/02/2019,14 - 15,42.59,0.22,0.427
15/02/2019,15 - 16,44.48,0.53,0.229
15/02/2019,16 - 17,46.11,0.12,0
15/02/2019,17 - 18,45.43,0.68,0
15/02/2019,18 - 19,45.45,0.1,0
15/02/2019,19 - 20,45.08,0.1,0
15/02/2019,20 - 21,44.42,0.11,0
15/02/2019,21 - 22,43.44,0.1,0
15/02/2019,22 - 23,43.9,0.1,0
15/02/2019,23 - 00,39.51,0.11,0
16/02/2019,00 - 01,35.47,0.1,0
16/02/2019,01 - 02,35.24,0.1,0
16/02/2019,02 - 03,36.05,0.11,0
16/02/2019,03 - 04,36.34,0.09,0
16/02/2019,04 - 05,36.57,0.11,0
16/02/2019,05 - 06,35.55,0.1,0
16/02/2019,06 - 07,38.44,0.1,0
16/02/2019,07 - 08,40.45,0.11,0
16/02/2019,08 - 09,41,0.09,0.279
16/02/2019,09 - 10,36.13,0.12,0.49
16/02/2019,10 - 11,31.13,0.1,0.632
16/02/2019,11 - 12,35.24,0.1,0.685
16/02/2019,12 - 13,35.67,0.1,0.666
16/02/2019,13 - 14,36.05,0.09,0.619
16/02/2019,14 - 15,37.26,0.11,0.438
16/02/2019,15 - 16,39.66,0.09,0.216
16/02/2019,16 - 17,42.17,0.11,0
16/02/2019,17 - 18,43.93,0.09,0
16/02/2019,18 - 19,43.87,0.11,0
16/02/2019,19 - 20,43.45,0.12,0
16/02/2019,20 - 21,42.55,0.1,0
16/02/2019,21 - 22,40.73,0.1,0
16/02/2019,22 - 23,39.04,0.1,0
16/02/2019,23 - 00,40.12,0.11,0
17/02/2019,00 - 01,35.63,0.11,0
17/02/2019,01 - 02,35.52,0.1,0
17/02/2019,02 - 03,37.3,0.1,0
17/02/2019,03 - 04,36.33,0.1,0
17/02/2019,04 - 05,36.19,0.11,0
17/02/2019,05 - 06,36.8,0.09,0
17/02/2019,06 - 07,37.48,0.1,0
17/02/2019,07 - 08,40.68,0.1,0.001
17/02/2019,08 - 09,41.65,0.1,0.054
17/02/2019,09 - 10,42.54,0.1,0.147
17/02/2019,10 - 11,43.12,0.1,0.335
17/02/2019,11 - 12,43.37,0.11,0.674
17/02/2019,12 - 13,43.28,0.1,0.56
17/02/2019,13 - 14,43.34,0.1,0.315
17/02/2019,14 - 15,43.2,0.11,0.174
17/02/2019,15 - 16,43.08,0.11,0.141
17/02/2019,16 - 17,41.88,0.11,0
17/02/2019,17 - 18,44.1,0.11,0
17/02/2019,18 - 19,49.68,0.11,0
17/02/2019,19 - 20,50.15,0.1,0
17/02/2019,20 - 21,46.22,0.12,0
17/02/2019,21 - 22,38.33,0.1,0
17/02/2019,22 - 23,42.9,0.1,0
17/02/2019,23 - 00,38.81,0.12,0
18/02/2019,00 - 01,39.47,0.1,0
18/02/2019,01 - 02,38.84,0.09,0
18/02/2019,02 - 03,38.84,0.11,0
18/02/2019,03 - 04,38.26,0.1,0
18/02/2019,04 - 05,38.86,0.11,0
18/02/2019,05 - 06,40.06,0.09,0
18/02/2019,06 - 07,49.13,0.12,0
18/02/2019,07 - 08,51.1,0.1,0.001
18/02/2019,08 - 09,51.81,0.13,0.067
18/02/2019,09 - 10,49.08,0.11,0.035
18/02/2019,10 - 11,47.84,0.09,0.048
18/02/2019,11 - 12,44.88,0.11,0.036
18/02/2019,12 - 13,43.16,0.11,0.024
18/02/2019,13 - 14,42.98,0.1,0.061
18/02/2019,14 - 15,44.8,0.1,0.1
18/02/2019,15 - 16,46.72,0.41,0.078
18/02/2019,16 - 17,46.1,0.35,0
18/02/2019,17 - 18,53.02,0.39,0
18/02/2019,18 - 19,46.3,0.47,0
18/02/2019,19 - 20,45.42,0.44,0
18/02/2019,20 - 21,44.87,0.55,0
18/02/2019,21 - 22,44.05,0.41,0
18/02/2019,22 - 23,42.3,0.82,0
18/02/2019,23 - 00,35.93,0.39,0
19/02/2019,00 - 01,36.15,0.12,0
19/02/2019,01 - 02,35.48,0.1,0
19/02/2019,02 - 03,35.48,0.12,0
19/02/2019,03 - 04,36.06,0.1,0
19/02/2019,04 - 05,36.14,0.1,0
19/02/2019,05 - 06,38.16,0.11,0
19/02/2019,06 - 07,45.02,0.11,0
19/02/2019,07 - 08,47.59,0.45,0.06
19/02/2019,08 - 09,45.71,0.41,0.056
19/02/2019,09 - 10,44.29,0.1,0.047
