0.30,0.0518
0.31,0.0563
0.32,0.0607
0.33,0.0650
0.34,0.0694
0.35,0.0739
0.36,0.0784
0.37,0.0830
0.38,0.0879
0.39,0.0928
0.40,0.0976
0.41,0.1027
0.42,0.1077
0.43,0.1128
0.44,0.1181
0.45,0.1233
0.46,0.1287
0.47,0.1340
0.48,0.1394
0.49,0.1448
0.50,0.1502
0.51,0.1551
0.52,0.1597
0.53,0.1642
0.54,0.1683
0.55,0.1723
0.56,0.1762
0.57,0.1800
0.58,0.1836
0.59,0.1872
0.60,0.1909
0.61,0.1948
0.62,0.1992
0.63,0.2032
0.64,0.2082
0.65,0.2134
0.66,0.2187
0.67,0.2240
0.68,0.2293
0.69,0.2345
0.70,0.2384
0.71,0.2414
0.72,0.2443
0.73,0.2467
0.74,0.2490
0.75,0.2512
0.76,0.2532
0.77,0.2552
0.78,0.2570
0.79,0.2589
0.80,0.2605
0.81,0.2620
0.82,0.2639
0.83,0.2659
0.84,0.2694
0.85,0.2730
0.86,0.2770
0.87,0.2814
0.88,0.2859
0.89,0.2906
0.90,0.2953
0.91,0.3000
0.92,0.3047
0.93,0.3080
0.94,0.3105
0.95,0.3121
0.96,0.3131
0.97,0.3140
0.98,0.3151
0.99,0.3159
1.00,0.3163
1.01,0.3168
1.02,0.3175
1.03,0.3182
1.04,0.3191
1.05,0.3198
1.06,0.3206
1.07,0.3219
1.08,0.3244
1.09,0.3269
1.10,0.3300
1.11,0.3332
1.12,0.3349
1.13,0.3355
1.14,0.3356
1.15,0.3358
1.16,0.3354
1.17,0.3353
1.18,0.3350
1.19,0.3350
1.20,0.3343
1.21,0.3336
1.22,0.3332
1.23,0.3327
1.24,0.3315
1.25,0.3307
1.26,0.3305
1.27,0.3301
1.28,0.3298
1.29,0.3307
1.30,0.3318
1.31,0.3335
1.32,0.3350
1.33,0.3372
1.34,0.3375
1.35,0.3370
1.36,0.3369
1.37,0.3370
1.38,0.3366
1.39,0.3362
1.40,0.3345
1.41,0.3334
1.42,0.3322
1.43,0.3309
1.44,0.3296
1.45,0.3281
1.46,0.3268
1.47,0.3251
1.48,0.3234
1.49,0.3225
1.50,0.3211
1.51,0.3204
1.52,0.3192
1.53,0.3180
1.54,0.3166
1.55,0.3143
1.56,0.3127
1.57,0.3110
1.58,0.3091
1.59,0.3071
1.60,0.3051
1.61,0.3039
1.62,0.3024
1.63,0.3031
1.64,0.3020
1.65,0.2996
1.66,0.2971
1.67,0.2954
1.68,0.2939
1.69,0.2914
1.70,0.2901
1.71,0.2889
1.72,0.2867
1.73,0.2855
1.74,0.2836
1.75,0.2815
1.76,0.2794
1.77,0.2774
1.78,0.2752
1.79,0.2732
1.80,0.2714
1.81,0.2704
1.82,0.2679
1.83,0.2653
1.84,0.2627
1.85,0.2611
1.86,0.2584
1.87,0.2568
1.88,0.2541
1.89,0.2526
1.90,0.2499
1.91,0.2483
1.92,0.2454
1.93,0.2435
1.94,0.2416
1.95,0.2385
1.96,0.2366
1.97,0.2348
1.98,0.2329
1.99,0.2309
2.00,0.2277
2.01,0.2256
2.02,0.2236
2.03,0.2214
2.04,0.2192
2.05,0.2169
2.06,0.2147
2.07,0.2136
2.08,0.2113
2.09,0.2090
2.10,0.2068
2.11,0.2046
2.12,0.2021
2.13,0.2008
2.14,0.1983
2.15,0.1958
2.16,0.1945
2.17,0.1920
2.18,0.1894
2.19,0.1881
2.20,0.1854
2.21,0.1840
2.22,0.1814
2.23,0.1799
2.24,0.1771
2.25,0.1755
2.26,0.1727
2.27,0.1712
2.28,0.1683
2.29,0.1667
2.30,0.1652
2.31,0.1622
2.32,0.1605
2.33,0.1589
2.34,0.1559
2.35,0.1542
2.36,0.1525
2.37,0.1508
2.38,0.1490
2.39,0.1462
2.40,0.1446
2.41,0.1429
2.42,0.1410
2.43,0.1392
2.44,0.1373
2.45,0.1354
2.46,0.1335
2.47,0.1316
2.48,0.1285
2.49,0.1266
2.50,0.1246
2.51,0.1238
2.52,0.1219
2.53,0.1199
2.54,0.1179
2.55,0.1161
2.56,0.1142
2.57,0.1121
2.58,0.1100
2.59,0.1078
2.60,0.1057
2.61,0.1049
2.62,0.1027
2.63,0.1006
2.64,0.0985
2.65,0.0964
2.66,0.0956
2.67,0.0934
2.68,0.0912
2.69,0.0890
2.70,0.0881
2.71,0.0859
2.72,0.0837
2.73,0.0828
2.74,0.0807
2.75,0.0784
2.76,0.0775
2.77,0.0753
2.78,0.0745
2.79,0.0724
2.80,0.0704
2.81,0.0695
2.82,0.0676
2.83,0.0669
2.84,0.0649
2.85,0.0641
2.86,0.0624
2.87,0.0616
2.88,0.0603
2.89,0.0597
2.90,0.0580
2.91,0.0573
2.92,0.0554
2.93,0.0546
2.94,0.0528
2.95,0.0520
2.96,0.0502
2.97,0.0494
2.98,0.0485
2.99,0.0467
