400	0
405	0.006063635
410	0.012127269
415	0.015554491
420	0.016038739
425	0.016522988
430	0.017007237
435	0.017491485
440	0.017975734
445	0.018459983
450	0.018944231
455	0.020604512
460	0.023187172
465	0.025769831
470	0.02835249
475	0.03093515
480	0.033517809
485	0.036100468
490	0.038683128
495	0.041265787
500	0.045551299
505	0.050716617
510	0.055881936
515	0.061047254
520	0.066212573
525	0.071377891
530	0.081787995
535	0.09418476
540	0.106581524
545	0.118978289
550	0.131375053
555	0.142159784
560	0.152490422
565	0.162821059
570	0.173151696
575	0.183482333
580	0.19381297
585	0.209606925
590	0.22639421
595	0.243181496
600	0.263374486
605	0.28403576
610	0.304697034
615	0.322767135
620	0.340587484
625	0.358407833
630	0.376228182
635	0.394048531
640	0.429851
645	0.466266496
650	0.502681992
655	0.539097488
660	0.575649213
665	0.618263091
670	0.660876969
675	0.703490847
680	0.746104726
685	0.787899106
690	0.819859515
695	0.851819924
700	0.883780332
705	0.912439336
710	0.917088123
715	0.921736909
720	0.926385696
725	0.931034483
730	0.93520647
735	0.937143465
740	0.93908046
745	0.941017454
750	0.942954449
755	0.944891443
760	0.946828438
765	0.948765432
770	0.950078048
775	0.949647604
780	0.949217161
785	0.948786718
790	0.948356274
795	0.947925831
800	0.947495388
805	0.947064945
810	0.946634501
815	0.942145594
820	0.930523627
825	0.91890166
830	0.907279694
835	0.895657727
840	0.88403576
845	0.872413793
850	0.860224209
855	0.847310912
860	0.834397616
865	0.758024691
870	0.651397758
875	0.588122606
880	0.524847453
885	0.447733078
890	0.357662835
895	0.267592592
900	0.17752235
905	0.124904214
910	0.101660281
915	0.078416347
920	0.055172414
925	0.03192848
930	0.008684547
935	0
