300	1
309	1
310.2941176	0.997113402
319.1176471	0.989175258
323.5294118	0.974020619
327.9411765	0.961752577
329.4117647	0.952371134
332.3529412	0.927835052
333.8235294	0.914845361
335.2941176	0.903298969
338.2352941	0.892474227
339.7058824	0.878762887
347.0588235	0.868659794
352.9411765	0.878762887
357.3529412	0.889587629
361.7647059	0.901134021
367.6470588	0.911237113
373.5294118	0.922783505
379.4117647	0.932886598
385.2941176	0.940824742
397.0588235	0.951649485
410.2941176	0.958865979
423.5294118	0.965360825
450	0.97257732
470.5882353	0.976185567
497.0588235	0.981237113
520.5882353	0.983402062
544.1176471	0.98628866
569.1176471	0.987731959
595.5882353	0.989896907
626.4705882	0.991340206
657.3529412	0.993505155
691.1764706	0.994226804
700	1
701	1
720	1
