300	0
305	0.026398467
310	0.052796935
315	0.079195402
320	0.10559387
325	0.131992337
330	0.158390804
335	0.184789272
340	0.210217113
345	0.233461047
350	0.256704981
355	0.293146019
360	0.355129842
365	0.440996168
370	0.536029516
375	0.576060735
380	0.616091954
385	0.668199234
390	0.728224777
395	0.762675606
400	0.781077054
405	0.799478502
410	0.817879949
415	0.828893754
420	0.831660889
425	0.834428024
430	0.837195159
435	0.839962294
440	0.842729429
445	0.845496564
450	0.846743295
455	0.846743295
460	0.846743295
465	0.846743295
470	0.846743295
475	0.846743295
480	0.846743295
485	0.846743295
490	0.844274159
495	0.84040017
500	0.836526181
505	0.832652193
510	0.828778204
515	0.824904215
520	0.821030226
525	0.814942529
530	0.807969349
535	0.800996169
540	0.794022989
545	0.787049808
550	0.778735632
555	0.770019157
560	0.761302682
565	0.752586206
570	0.742294593
575	0.731641124
580	0.720987654
585	0.710334185
590	0.697743721
595	0.684830424
600	0.671917127
605	0.656704981
610	0.641209025
615	0.62571307
620	0.59770115
625	0.568646233
630	0.539591316
635	0.510536399
640	0.478359586
645	0.446076345
650	0.413793104
655	0.381509862
660	0.349226621
665	0.316411239
670	0.267986377
675	0.219561516
680	0.171136654
685	0.124350788
690	0.097232865
695	0.070114943
700	0.04299702
705	0.018688804
710	0.014814815
715	0.010940826
720	0.007066837
725	0.003192848
730	0
